,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.101243981294949,0.3091224149229,0.124753693231466,0.0492544678911057,0,0,-0.0460990355534706,0,0,0,0,0,0,0,0,0.121164555519517,0,-0.0489571881396527,0,0,0,0,0.141794084301815,0,0,0,0,0,0.140808154307972,0,0,0,0,0.0323863077875004,0,0,0,0,0.0352507917246171,0,0,0.326413078372019,0,0,-0.0293401129835413,0,0,-0.0982299757406021
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.665865293165501,0,0,0,0,0.00634370521040301,0,0.30612039903865,0,-0.0368092233575803,0.0441995311692263,0.0245249615401672,0,0,0.0232575920318701,0,0,0,0,0.0277980550914061,0,0.046047356589728,0.0209410499133409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592046838696691,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.16924230067765,0.176521076213029,0,0,0,0,0,0,0.345774481078386,0,0,0,0,0.114375370553493,0.0775661950327433,0,0,-0.0543378441185975,0,0,0,0.0295527572920478,0,0.0504337196740155,0,0,0.176497091737805,0,0,0,0,0,0,0,0,0,0,0,0.130427213473835,0,0,0
X601288.CH.EQUITY,0.16088696570695,0,0.793661745407389,0,0,0,0,-0.0795842430679634,0,0,0,0.0517147625846952,0,0,0,0,0.0397328506079899,0.0228442603720009,0,0,0.00867246930405457,0,0,0,0,0,0,0,0,0.0219312489757501,0,0,0,0,0,0.0280647140848452,0,0,-0.0851529954351547,0,-0.184100123066076,0,-0.0142332928684181,0,0,0,0,0,0,0.0671566167837104,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0
X601988.CH.EQUITY,0.074064828331109,0,0,-0.0270028025037723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602496561057349,0,-0.00741330780137627,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282748638716293,0,0,0,0,0,0,0,0.930131955042518,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.270309909922572,0,0,0,0.10070859450243,0,0,0,0,0,0,0,0.216119557486344,0,0,0,0,0,0,0,-0.0781197715571305,0.0562856951640852,0,0,0,0,0,0.0462105425319924,0.059012877303002,0,0,0,0,0,0.167080019623316,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759187171750917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295676830340915,0.0648268434421846,0,0,0,0,0,-0.252989195358932,0,0,0,0,0,0,0.0697202725182466,0.341187096851574,0.104198925434035,0,0,0.0589220442556091,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0.068144133255612
