,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.563647236378803,0.048080772520946,0.0303066471615168,0,0.0664871332972695,0,0,0,0,0,0,0.0467452953103087,0,0,0,0.017867985754103,0.0620566297777325,0,0,0,0,0,0.0686190304624848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0
X601939.CH.EQUITY,0.468139589919993,0,0,0.18343503942255,0,0.11124440804507,0,0,0,0.0171078630693567,0.134317999109083,0,0,0,0,0,0,0,0,0,0,0.000820566933193727,0,0,0,0,0.00120191560960512,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.00445323729068098,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.436896317795646,0,0,0,0,0,0,0,0,0.17627935398567,0,0,0,0,0,0,0,0.127644805367735,0,0,0,0,0,0,0.0559477597620638,0.0424615851843581,0,0,0.0865975445285638,0.117972193874694,0,0,0,0,0,0,0,0,-0.0459718014876625,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.402829124913087,0,0.311146604863389,0,0,0,-0.288089964485407,0,0,0,0,0.549966925279432,-0.183614241620493,-0.116636095385222,0,0,0.0732445786670643,0,0,0,0.352600085971095,0,0,0,0.075639977510504,-0.0696716839360974,-0.14544564941561,0,0,0,1.38777878078145e-17,0.38044863952935,0,0,0,0,0,0,0,0,-0.52935299983005,-0.119786667363262,0,0,-0.0535323952557231
X601988.CH.EQUITY,0.0488204593359227,0,0.177431999005237,0,0.0585862689783872,0,0,0,0.165382280729384,0,0,0,0.110587017249641,0.0638740177326051,0,0,0,0.110776014989164,0,0,0,0,0,0.398404025147083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0458855523346001,0,0,-0.090407881374697,0,0,0,0.14026128807307,0,0,0,0,-0.0337517602148875,0,0,0.266480047961915,0,0,0.0509483867122299,0.0650846404638933,0,0,0,0,0.0249165091592623,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263149736596207,0,0,0.248904305772026,0,0,0.138352505899983
X601628.CH.EQUITY,0,0.0134808368088654,0,0.00353134158393402,0,0,0,0,0,0,0,0.0292044774283488,0.194493678884854,0,0,0.02283167918232,0.0161955494878074,0,0,-0.0455222347742272,0,0,0,0,0,0,0.243943796326146,0,0,0,0,0,0,0.255151332190879,0,0,0,0,0,0,0,0.12975174992126,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.14186111874952,0,0,0,0,0.00961962755015392,0.000939529574382658,0,0,0,0,0.112400076761446,0,0,0,0,0,0,0.0326015589211836,0.101823610776173,0.0188460773185727,0,0.021909299242928,0,0,0.0784654077666174,0,0,0,0,0.112537625676085,0,0,0,0,0,-0.0217953949942543,0,0.164900453864018,0.224804400892738,0,0,0,0,0,0,0,0,0
