,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0.168491585783097,0,0.194449133551119,0,0.15680006085007,0,0,-0.0554624259724767,0,0,0,0,0,0,0,0,0.0753864182580368,0,0,0.138206141009544,0,0,0,0,0,0,0,0,0,0,0,0.0698118678204653,0,0,0,0,0.0316670009937102,0,0,0,0,0,0,0,0,0.174753389287159,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0150865288639832,0,0.0402979367704124,0.00743630467762389,0,0,0,0.228385933711631,0,0,0,0,0,0,0.534390882478015,0,0,0,0,0,3.46944695195361e-18,0,-0.0519355632790295,0.123974110441224,0,0.0809592939711437,0,0,0,0,0,0,0.0685565092307848,0,0,0,0,0,0,0,0,0,0,0,0,0.101998858247598
X601939.CH.EQUITY,0,0,0,0,0.190279997963544,0,0.245058529637021,0,0,0.0840207816898211,0.0264977996491971,0,0,-0.139127302472093,0.00895910532410369,0,0,0,0,0,0.0799800286428432,0,0.491674263259822,0,-6.93889390390723e-18,-0.0160794386626246,0,0,0,0,0,0,0,0,0,0,0,-0.0371815443269336,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0390345068865046,0,0,0,0.0996391003059419,0,0,0,0,0,0,0.25778499084214,0,0,0,0,0,0,0.0550118255179089,0,-0.202913009961781,0,0,0,0,0.0447421202790457,0,0,0.24892721789631,0.397121569329156,0,0,0,-0.0299751396092747,0,0,0,0,0,0,0.113814397107668,0,0,0,0,0.0440241710838643
X601288.CH.EQUITY,0.0927933742998686,0,0.00170067270889563,0,0,0,0,0,0,0.0239844305782224,0,0,0.0245686142710617,0,0,0.495043360302583,0,0,0,0,0,0,0.281996402353105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124927189075665,0,0,0,0,-0.0512039122973475
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0
X601988.CH.EQUITY,0,0.0581969816213864,0,0,0.253391177080172,0.288088451535304,0,0,0,0,0,0,0.075273832610378,0,0,0.239758768204208,0,0,0,0,0.135590851581556,0,0,0,0,0,0,-0.0599686961744226,0,0,0.0926970867418535,1.73472347597681e-18,0,0,-0.0458350599765482,0,0,0.0127248297030636,0,0,0,-0.0682270214875705,0,-0.120356262564773,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.140913404115884,0,0,0,0,0.360369266517323,0,0,0,0,0,0,0,0.11945078802234,0,-0.00192493284669256,-0.0554311889605593,0,0,0,0.0535243165665178,0,0.364247637308844,0.144907991039595,0.0601415406388383,0,0,0,0,0,0,0,0,0,0,0,0,0.0499868396137361,0.0243571918910118,0,0,0,0,0,-6.93889390390723e-18,0,-0.0211959114427521
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121739227291027,0,0,0,0,-0.0671193348339369,0,0,0,0,0,0,0,0,0.433514351693868,0.0842521170161566,0,0.0368908861324712,0,0,0.135631774681578,0,0,0,-0.00210608779049337,0,0,0,0,0,0.306914600086142,0,0.183707854836273,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.107264538707525,0,0,0,0.0289272883518189,-0.0489875111640433,0,0.0310253916957486,0,0.129027464957563,0,0,0,0,-0.114843837006971,0,0,0,0,0,0.489361272799045,0,0.10882337414234,0.0332324796619579,0.0603706233817083,0,0,0,0.363560742402807,0,-0.0963337873441238,0.420574023033592,0,0,0,0,0,-0.0466513316671789,0.14807384644201,0,0,-0.401195802670634,0.063300161108217,0,0,0,0,0
