,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0.138021474259999,0,0,0,0,0,0.0243079862890275,0,0,0,0.129317901919117,0,0,0,0.448316205900138,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135653508839801,0.462750434415188,0,0,0,0,0,0,0,0,0,0.0879148325632019
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256410117548877,0.0170719635402644,0.0860989219939333,0,0.0467052677173501,0,0,0,0,0.116175778221511,0,0,0,0,0,0,0,0,0,0.253836378462894,0,0,0,0.19923160415886,0,0.0208045999775447,0.0680855726591617,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.39816653733271,0,0,0,0,0,0,0,0,0.0457192195426582,0,0,0,0,0,0,-0.0771850597106973,0,0,0.289708158830936,0,0,0.129813967023123,0,0,0,-0.454013253175683,0.0536315967394548,0,0,0,0,0,0,-0.16661946047404,0,0,0,0,0.0205531165452123,0.470441609859145,0,-0.0223654174559154,0,0,0.125362776666618,0,0,0,0.132826428408607
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0516165512686607,0,0.153110029600005,0,0.25886189580786,0,0.0217863237949947,0,0.350906836698034,-0.103190588228383,0,0,0,0,-0.0747081181236331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0592228352151827,0,0,0,0.172358000130135,0.368902381282005,0,0,0,0,0,0,0,0,0.016811856121016,0,0,0,0,0,0,0,0,0,0,0,-0.208013063301806,0,0,0,0,0,0,0,0,0.1208054846832,0,0,0.298648291239963,0,0,0,0,0,-0.0881790288729617,0,0,0.0487561930414367,0
X601988.CH.EQUITY,0,0,0,0,0.330061347863022,0,0,0,0,0,0.161828067005914,0,0,0,0.19424147409859,0,0,0,0,-0.0957218882147974,-0.124744722860415,0,0,0,0.243690203398205,0,0,0,0,0,-0.233202796157375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0023526046144591,0
X1299.HK.EQUITY,0,0,0,0,0.169306066211918,0,0,0,0,0,0,0,0,0,0,0.0356003603120955,0,0.17323934499501,0,0,0,0,0,0,0,0.0645965988735861,0,0,0,0.121730726988497,0,0,0.101256547381831,0,0,0,0.438777246369407,0,0,0,0,0,5.42101086242752e-20,-0.183698222999297,0,0,0,0,0,-0.0299374931380812
X600036.CH.EQUITY,0,0.0292048212259295,0,0,0,0,-0.0373679046125664,0,0,0.518878745433096,0,0,0,0,0,0,0.114252902199709,0,0,0,0.289336487898805,0,0,0,0,0,0,0,0.154263563821961,0,0,0,-0.150425741419431,0,0,0,0,-0.153399818536984,-0.01518099699093,-0.0419027737644829,0,0,0,0.176957517006196,0,-0.0732888841606236,0,0,0,0
X601628.CH.EQUITY,0,0.0925850019189414,0,0.0507451979836566,0,0,0,0,0,0,0,0,0,0,0,-0.0211993424746786,0.14103984175741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.112383696176638,0.286910820807151,0,0,0,0,0,0.231098340076363,0.0833408811031474,0.13648631993574,0,0,0,0,0,-0.047716030057842
X601328.CH.EQUITY,0,0,0.070369276359735,0,0,0,0,0.705510926244815,0,0,0,0,0,0,0,0,0,0,0,0,0.0921442923737599,0,0,0.0167159736307493,0,0,0,0,0,0,0,0,0.0263057597179208,0,0,0,0,0,0,0,0,0,0,0.00915081362949461,0,-0.143015681074402,0,-0.0387616905265719,0,0
