,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.197551406452302,0,0.0211417930042907,0,0,0,0,0,0,0.344053587944415,0.166332096095859,0,0,0,-0.129254986131407,0,0,0,0,0,0,0,0,0,0,0,0.00941797997404096,0.027456947999106,0,0,0,0.221499547017131,0,0,0,0,0,0.0466089304369089,0,0,0.0834473807367006,0,0,0,0.0237940394897638,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0,0
X601939.CH.EQUITY,0.48592257909105,0,0,0,0,0.180737514647686,0,0,0,0,0,0,0,0.0693414542649543,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36801794921939,-0.110969877282766,0,0,0.0439812363535374,0,0,-0.0473909326097404,0,0,0,0
X601288.CH.EQUITY,0.531677751489839,0.0912291851795519,0.170849896439305,0,0.0691132510130202,0.00483037289019778,0,0,0,0,0,0,0,0,0.00341544551872066,-0.0686635650599422,0,0,0,0,0,0,-0.0644602593358439,0,0,0,0.0247723305110462,0,0,0,0,0.0925604338616526,0,0,0,0,0,0.0953038643171622,0.190313650594126,0,0,0.0395804912045035,0,0,0,0,0,0,0,-0.036452120086014
X5.HK.EQUITY,0.0072979799273032,-0.0379257784670681,0.130384201847816,0,0,0.0911591354616161,0,-0.138672373934133,0,0,0.0984867117376234,0.202873381253833,0,0,0,0,0,0.662897984386443,0,0,0,0,0,0,0,0,-0.183631710001236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121728098724411,0,0,0,0
X601988.CH.EQUITY,0.129603634951421,0,0.18536027244107,0.0813528914879027,0,0,0,0,0.0954733821716298,0.0912462886850547,0.138583993458523,0,-0.281182950208512,0,0,0,0,0,-0.0306919567759251,0,0,0.224160620535914,0,0,0,0,0.168131631683047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0295008590223164,0.125580917635564,0,0,-3.46944695195361e-18,0,-0.00878988687985022,0,-0.0131873144160078,0,-2.71050543121376e-20,0.139134003023006,0.234364654528801,0,0,0,0,0.177165000936435,0,0,0,0.222968196288111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165981965659693,0
X601628.CH.EQUITY,0.237381692695802,0.289628369543644,0,0.0140292451593782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00421498768448692,0,0,0,0,0,0,0,0.0608878774802487,0,0,0,0,0.0892224941602484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390309550532305,0,-0.177265056763073,0,0.214323699552833
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
