,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.531481259281335,0,0,0,0.144725814777776,0,0,0.064362721280002,0.021621934216342,0,0,0,0.181627732189579,0,0.0318157820043323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234481140293411,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0775648798972191,0.314336261944024,0,0,0,0,0,0,0.0244694583896037,0.251463897844838,0,0,0.0855399609391017,0,0.0654886830623538,0,0,0,0.0984066866292679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445471018010313,0.00404222618269887,0,0,0,0,0,0,0.00280233446603725,0,0
X601939.CH.EQUITY,0,0,0,0.629834276209893,0,0.0652120726529802,0.0161840222482179,0,0,0.230585105928091,0,0,0,0,0,0,0,0,0,0,0,0.0524612513477914,0,0,0,0,0,0.0497881206480943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.127333054772181,0.131216150175785,0,0.293484137581785,0,0,0.0384447890272044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237714481435901,0,0,0,0,0,0.136118441584863,0,0.0202653441006976,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X5.HK.EQUITY,0,0,0,0,0,0.157773615991161,0,0.228777411115348,0,0,0.239193227064938,0,0.0153194875578282,0,0,0,0,0,0,0.0173790459170758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210733133502508,0,0,0,0,0,0,0,0,0,0,0.12882442479597,0
X601988.CH.EQUITY,0,0,0,0,0.290363366819245,0,0,0,0.029946306965584,0.070957377552071,0.212756370846521,0,0,0,0,0.157007789609891,0,0.0115227514162319,0,0,0,0,0,0,0.067260281963569,0,0,0,0,0,0,-0.160090034222168,0,0,0,0,0,0,0,0,0.110430076951392,0,0,0,0,0,0,0,-0.0493722193565948,0
X600036.CH.EQUITY,0,0,0.0386690761829529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869073683342064,0,-0.125892128873849,0,0,0,0,0.605380882547532,-0.0313386462904535,0,0,0,0,0.215872775291672,0,0,0,0,0,0,0,0,0,0.0840550585415883,0,0,0.182378329500772,0,0,-0.000644411625264453,0,0.115110297374851,0.0223070570013766
X1299.HK.EQUITY,-0.0085804553093861,0,0,0,0.19113750723858,0,0,0,0,0,0,0,0,0,0,0,0,0.145108625862774,0,0,0,0.0805726473948105,0,0,0,0.0372965552408208,0,0,0.0509401755388607,0,0.0961049209612128,0,0,0,0,0,0,0.448548402792753,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0305542648136911,0,0,0,0,0,0,0,0.134101411043942,0,0,0,0,0.403101531801614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668023230727995,0.179526809023529,0,0,0,0,0.186549307258851,0,0.0489198541720968,0.0730461672105659,0,0,0,0,0
X601328.CH.EQUITY,0.0786437267251156,0,0.426042991237777,0,0,0,0,0,0,0,0,0,0.437663434614562,0,0,0,0,0,0,0,0.200270962139133,0.0102947862510137,0,0,0,0,0,0,0,0,-0.00540800089022857,0,0,0,0,0,0,0,0,0,-0.0929707945646734,0,0,0.200269461055692,0,0,0,0,0.0120341514062158,0
X601166.CH.EQUITY,0.151126185605116,0,0.0418547115916235,0.27427657926338,0,0,0.173560703491739,0,0,0.0134746037249968,0,0,0.134682810440992,0,0,0,0,0,0,0.0644411650379714,0,0,0,0,0.0409976999646774,-0.0470663789601165,0,0,0,0,0,0,0,0,0.138348840370336,0,0,0,0,0,0.0162152618635369,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.0948069005882392,0,0,0,-6.93889390390723e-18,0.0707745487426794,0,0,0,0,0,0.0549304018148533,0,0,0.237696210819348,0,0,0.0578281364214484,0,0,0,0,-0.0503841302691318,0,0,0,0,-0.031738494016318,0.242826703536954,0,0,0,0.100648411101274,0,-0.230477294692174,0,0,0,0.357426045184489,0,0,0,0.0909858957977148,0,0.0569578263724996,0
X600000.CH.EQUITY,0,0,0.125271370840097,0,0.0631298628709744,0,1.38777878078145e-17,0,0,0,0.44663539952111,0,0,0,0,0,0,0,0.20277334826614,0,0,0,0,0,0,0,0.182621108138439,0.108497813383165,0.00859888542632377,0,0,0,0,0,0,0,0,0,-0.121676037504546,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0118547811614452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30810333734146,-0.0216447806936034,0,0,0,0,0,0,0,-0.0692544554229291,0,0.135069945656873,0,0,0.214247849620084,0.23443327866819,0,-0.0823392640248947,0.046165191786264,0.25081362945766,0,0.591679637867827,0,0,0,0,0,0,0,0,0,-0.11154207244102,-0.121777024748621,-0.0399579016980719
X11.HK.EQUITY,0,0,0,0,0.139350834601692,0.140850334456778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478008310596036,0,0,0,0,0,0.504166439842773,0,0,0,0,0,0,0,0.0697773190264375,0,0,0.140728023289504,0,0,0.222193237360521,0,0,0,0
