,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.295644800842995,0.160866892417143,0,0.236718054107609,0,-0.138594964508523,0,0,0.0517318667059312,0,0.0587634194622917,0,-0.0593418093482353,0,0,0.055098342848447,0,0,0,0,0,0,0,0,0,0.149838570303215,-0.131765525175772,0,0,0,0,0,0.0193507463934383,0,0,0,0,0,0,0,0,0,0,-0.0627716667101328,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.267023513660096,0,0.0306350920520975,0.221162311020493,0,0,0,0,0,0.0258912037898905,0,0,0,0,0,0,0,0,0,0,0.0717701318678677,0,0,0,0,0,0,-0.255923969308102,0.281064752438511,0,0,0.176055021769361,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.476954207951747,0,0,0,0.104188365316532,0.037614252382386,0,0.0742921959531392,0,0,0,0,0,0.168408040802159,0,0,0,0,0,0.0149287996365303,0.131564532979957,0.0209543218263464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316366209864238,0,0,0,0,0,0,-0.163229701882959,0,0,-0.0266141922448226,0
X601288.CH.EQUITY,0.37153667259331,0,0.125652458431852,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.00499276806330203,0,0,0,0,0,0,0,0,0,0,0,0,0.0185096024599929,0,-0.0537393829227887,0,0.0565211184187132,0.0473608332731848,0.0553692851738663,0,0,0.309354929951733,0,0,0,0,0,0.165781315964299,-0.0442925216103696
X5.HK.EQUITY,0,-0.178435124403156,0,0.35515592511572,0,0,0,0,-0.221118326035329,0,0.13363743862873,0,0,0,0,0.0860477928270424,0,0.093003964604992,0,6.93889390390723e-18,0,0.549605681343792,0,0,0,-0.0758189762736573,0,0,0,0,0,-0.021774453920679,0,0,0,-0.133983205468853,0,0,0,0,0.13753216086073,0,0,0,0,0,-0.067902385422878,0,-0.142133551143709,0
X601988.CH.EQUITY,0,0,0.290858082071979,0.131646260230117,0,0,0,0,0,0.175530412004052,0.271549930891625,0,0,0,0,-0.0549000803997697,0,0,0,0,0,0,0.0979722302845414,0,0,0,0,-0.0475884353442234,0,0,0,0,-0.052904817420722,0,0,0,0,0,0,0,0,0,0,0,0.055653636244962,0,0,0.00390343891654878,0,0.171964108625458
X600036.CH.EQUITY,-0.109468142526516,0.273796886201922,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.200477502150106,0.0175182626873411,0,0,0,0.0941488468036242,0,0,0.190311339230191,0,0,0,-0.0401007940149269,0,0,0,-0.0661454672119063,0,0.349331298645331,0,0,0,0,0,0,0,0.042607189009432,0.00827760711053139,0,0,0,0,0,0.0988225147812557,0.0599839555505598,0,0
X601628.CH.EQUITY,0,0.0653153280348633,0,0.589457468638797,0,0,0,0,0,0,0,0,0.0816630630768587,0,0,0,0,-0.037062207158602,0,0,0,0,0,0.0405980412413369,0,0.0477409328863793,0,0,0,0,0,-0.0744720789901447,0,0.146763636818596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839201826136883
X1299.HK.EQUITY,0,0,0,0,0,0,0.0391656600108907,0,0,0,0,0,0,-0.0557979682296214,0,0,0,0.044706830713518,0.169712659228616,0,0.0580245894931196,0,0,0.238021983896377,0,0,0,0,0.358278985070914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534259104625132,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.214573244750635,0.0523029180660257,0,0,0,0,0,0,0,0.266621008587476,0,0,0,0,0,0,0,0,0,0,0.185302558251845,0,0,0,0,0,0.379460527523151,0,0.119685826335848,0,0,0,0,0,0,0,0,-0.0916102952958176,0,0,0,0,-0.0455455467583396,-0.00500896375720143,-0.158580904755315
X601328.CH.EQUITY,0,0.0184752519561353,0.0358878452879707,0,0.0752993223784853,0.288478057153357,0,0,0,0,0,0.153417888847566,0,0,0.00519238273347357,0,0,0,0.0263026244569953,0.148748618014315,0,0,0.177663683463654,0,0.117874804906058,0,0.0101247698236264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766845130585845,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.107647888179259,0,0,0,0.0595026114294563,0.227921695777449,0,0,0,0.264196688831816,0,0,0.150416663301106,0,0,0,0,-0.0636725009430461,0,0,0,0.0396228772073868,0,0,0,0,0.132467621102852,0,0,0,0,0,0,0,0.0983977746762943,0,0,0,0,0,0,0,0,0,0.0500433102148562,0,0,0,0.064751039755632
