,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.221165196302472,0,0,0,0,0,0,0,-0.0132884168563237,0,0,0.15251388874325,0,0,0,0.181700520549732,0,0.337799618495975,0,0,0,0.0218302334585243,0,0,0,0,0,0,0,-0.169032181053241,0,0,0,0,0,0,0,0,0,0.16675384324828,-0.0516278405788828,2.71050543121376e-20,0
X601939.CH.EQUITY,0.205571449895673,0,0,0.329770853708595,0,0,0,0,0,0,0,0,0,0.260471024239261,-0.0215851682780651,0,0,0,0,0,0.000973541050626251,0,0,0,-0.109497362482374,0.235423573795918,0,0,0,0,-0.108083202706425,0,0,0,0,0,0,0,-0.0222680437328504,0,-0.0384386178513049,0,0,0,0,0,0,0.079784588252364,0,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261689070712044,0.0777862092117636,0,0.226084227498322,0,0,0,0,0,0.370523703063278,0,0.174857760167476,0.0438096212053667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176245637641165,3.46944695195361e-18,0,0,0,0,0,-0.0426867868141457,0,0,0,0,0,0,-0.123702249019816,0,-0.0600289821876057,0
X601988.CH.EQUITY,0,0,0,0.41627337282788,0,0,0,0,0,0.343620235969096,0,0,0,0,0,0.197510197244548,0,0.0676615841642084,0,0.110705404612217,0,0,0,0,0,0,0.0797419712002051,0,0,0,0,0,0,0,0,0,0,0,-0.535282205754688,0,0.0633472105342559,0,0,0,0,0,0,0,0,0,0.246532075256894
X600036.CH.EQUITY,0,0.17516148649054,0,0,0,0,0,0,0.0971715194092006,0,0,0,0.0354972536932961,0,0,0,0,0.175204254701945,-0.00181350896143139,0,0,0,0,0.181208582739634,0,0,0,0,0,0,0,0,0.36998547101805,0,0,0,0,0,0,0,0,0,0.0430004307900357,0.00829243418852657,0,0.0893705914413891,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.120920108519438,0,0,0,0,0,-0.11960751597667,0,0,0,0,0.0253958666830228,0,0,0,0,0.412593638558319,0,0.177777303451792,0,0,0,0,0,0,0.00491748670121034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302304693252183,0,0.279946992742651,0,0,0.0112783707577226
X601658.CH.Equity,0,0.145501408865765,0,0,0.01517523247187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394241750549223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187780810547995,0,0,0.111775400599634,0,0,0,3.46944695195361e-18,0,0,0.00877090751559186,0,0,0,0,0
