,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0959901650977075,0,0.421789281683972,0,0.046120350739087,0,0,0.236537493914065,0,0,0.151829400156033,0,0,0,0,0,0.0144006953295832,0,0.0112446947562807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580996984692586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.526519741466951,0,0,0,0,0,-0.111426975614498,0,0,0.0352392413129463,0,0,0.380738693091457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167709843051667,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729202104577261,0,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0,0
X601288.CH.EQUITY,0.335441227751422,0.0827342126347758,0,0,0.396705070192328,0,0,-0.0481385025741421,0,0,0.0425911567234666,0,0,0,0,0.098599485658674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205160357611983,0,0,0,0,0,0,0,0,0,0.032559267833094,0,0,0,0,0,0,0,0,0,-0.0188767997115028
X601988.CH.EQUITY,0,0.0549984091201879,0,0.319751184573033,0,0,0,0,0,0,0.18443053093475,0,0,0.08594017639478,0,0,0,0.199815980628849,0,0,0,0,0,0,0,0,-0.0114889511007393,0.0420674822520417,0,0,0.0763150848861406,0,0,0,0,0,0,0,0,0,0,0.0681664234015309,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.171655247924829,0,0,0.00834646890412564,0,0.551752689391075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426108880374299,0,0.052940180152417,0,0.0791902432763946,0,0,0,0,0.108987387727962,0,0,0,0,0.0567934539182795,0,0,0,0,0,0,0.10428650180919,0,0.0654316682706733
X1299.HK.EQUITY,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0349552163300145,0.094362683654453,0,0,0,0,0.163973333064616,0,0,0.0716421241034218,0,0.118634549622395,0,0,0,0,0,0,0.0528572277200342,0,0.139760421740528,0,0,0,0,0,0,0.0563143675700964,0,0,0,0,0,0,0.196943416226895,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479910450538236,0,-0.688682958496611,0,0,0,0,0,0.711769529186261,-0.744714578074797,0,0.537955750601064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049570752651896,0,0,0,0,0,0,0,0,0.589728775280048,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613112956411926,0,0,0,0.287443912256525,0.322570982919997,-0.0523528231654721,0,0,0,0,0,0,0,0,0,0,0,0.0352050708722019,0,0,-0.00675024443951771,0,0.144608587214734,0,0,0,0,0,0.0660760592379338,0,0,0,0
X601658.CH.Equity,0,0,0,0.343474320107617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394323309752849,0,0,0,0.327632365476593,0.625696654352834,0,0,0,0,0,0.0293899368169072,0,0,0,0,0,-0.107386255329668,0,0,0,0,0,0.124973814106399,0,0,-0.531752893873404,0
X601328.CH.EQUITY,0,0,0,0.319186527669273,0,0,0,0,0,-0.0437374634989154,0,0,0.365174407973839,0.0506078779400612,0,0,0,0,0.160524245612117,0,0,0,0,0,0,0,0,0,0,0,0.0293291962806871,0,0,-3.46944695195361e-18,0,0.020628127137834,0,0.0733137130788502,0,0,0.0527243588978608,0,0,0,-3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0
