,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.500671382316711,0.152330477273186,0,0,0.0513076115102162,0,0,0,-0.0669651451861002,0.0662406652179829,0,0,-0.0424311890038119,0,0,0,0,0.018073744466809,0,0,0,0,0,0,0,0,0,0,0,0.0188071780860784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324065831164326,0.0895945914408153,0
X601939.CH.EQUITY,0.433182978370949,0,0,0.167244075844713,0,0,0,0,-0.0234046046390762,0,0.137775633287769,0,0,0,-0.0805874092284778,0,0,0,0,0,0,0,0,0,-0.00657334290638903,0.180276626585572,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829563068184478,0,0.0225930019851254
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0,0
X601288.CH.EQUITY,0.297045152467715,0.0953912384977222,0,0,0.17696033050932,0,0,0,0,0,0.00182263618095374,0,0,0.190622111785605,0,0,0,0,0,0,0,0.046174755104248,0,0,0,0,0,0,0,0,0,0,0,0.123640317668258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.339854241665466,0,0,0,0,0,0.29095205862352,0,0,0,0,0.0515736917550084,0.13093427965445,0,0.087351331213514,0,0,0.116956144404869,0,0,0,0,0,0.0530436133974484,0,0,0,0,0,0,0,0,0,-0.517943093296471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34494277362455
X600036.CH.EQUITY,0,0.070110407479851,0,0,0,0,0,0,0,0,0,0,0.183891579366599,0,0,0,0,0,0.283832797143997,0,0,0.00831932925501836,0,0,0,0,0,0,0,0,0,0.283089702444732,0,0,0,0,0,0.00525827144455431,0,0,0.066443929261513,0.0509095195642922,0,0.0209311102502477,0,0,0,0.0947792107485954,0,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0952948309693887,0,0,0,0,0,-0.160990493052536,0,0,0,0,0,0,0.300796044530681,0,0,0,0,0,0,0.0302533294847215,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.220918933645635,0,0,0,0,0,0,0.196431132298501,0,0,0
X601658.CH.Equity,0,0,0,0.155746281072893,0.171204815800623,0,0,0,0,0,0,0,0,0.152465206166252,0,0,0,0,-0.0861570754148495,0,0.06359310196882,0,0,0,0,0,0.0038172908126771,0,0.0841650220541543,0,0,0,0,0,0,0,0.0135331552088243,0.258255358574506,0,0,0,0,-0.0196017740838601,0,0,0,0,0,0.392783092159912,0,0
