,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265251820171348,0.160316188471807,0,0,0,0,0,0,0,0,0,0,0.188515666470909,0,0,0,0,0,0,0,0,0,-0.297072612321516,0,0,-0.190186295461457,0.853101577024316,0,0,-0.0384203551725152,0.0516869349429692,0,-0.0300556208715774,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.0929539369799041,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972548,0,0,0,0,0,0,0,0.0198616136933659,0,0,0,0,0,0,0.125249368466802,0,0.0483269535569578,0.265404007152013,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.271492953945532,0,0,0,0.0847017326477445,0,0,0,0,0.159913896923143,0,0,0,0,0,0,0,0.0783449037454248,0,0,0,0,0,0,0,0,0,0,0.0602237950871805,0.0593785514518045,0,0,0,-0.223779722301748,-0.175488342431476,0,0,0.120520269611846,0.480967877784816,0,0,0,0,0,0,0.0707713743509431,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354958749011413,0.0939136490996964,0.0479489205126387,0.394183453618313,0,0,0,0.270602379587633,0.0234933829440599,0,0,0,0,0,0,0,-0.182140899242609,0,0,0,2.16840434497101e-19,0,0,0,0,-0.606650841274825,0,0,0,0,0,0,0,0,0,0,0,0.408388654278499,0,0,0.126243642866549,0,0
X5.HK.EQUITY,-0.161467288595474,-0.0264147755923447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354644362831411,0,0.160041913428309,0,0.438897201535102,0,0,0.405483548269755,0.0160704939739111,0,0,0,0,0,0,0,-0.18209220803921,0,-0.0034909983144248,0,0,-0.050199615316521,0,0,0,0,0.0241333363609576,0,0,0,0,0,0,-0.230950095290494,0
X601988.CH.EQUITY,-0.103740790275763,0,0,0,0.37946467043069,0,0,0,0,0,0,0,0,0,0.0680054176553358,0,0,0,0.445843828469595,0,0,0,0,-0.111217634126668,0,0,0,0,0,-0.332612444107734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781256387639177,0,0,0,0
X600036.CH.EQUITY,0,0.377832179531581,-0.0671395927607995,0,-0.0325234929949204,0.0290314895014834,0,0,0,0.521900393926248,0,0.200818136240871,0,0,0,0,0,0,0,0,-0.108589978144648,0,0,0.28464604801337,0,0,0.103676539409179,0,0,0,0,0.0219518687522086,0,-0.27963696398595,0,0,0,0,0,0,0,0.122953995497128,0,-0.119682270937708,0.136291011391597,-0.0182073088207656,0,0,0,0.0839612923219393
X1299.HK.EQUITY,0,0,0,0,0.181926874470255,0,0,0,0,0,0,-0.0783202845561324,0,0,0.0322069426104455,0,0,0,0,0,0,0,0,0,0,0.158952381566429,0,0,0.101907216025148,0,0.253782966276923,0,0,0.0589940547658028,0,0,0,-0.0351126253246675,0,0,0,-0.0928427238243667,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.00853885692923361,0,0,0,0,0,0,0,0.0721647567124699,0,0,0.350625594990463,0,0,0,0,0.0364019834994837,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253072038773861,0,0,0,0.194704740702832,0,0,0.0196231362644754,0.081846003550515,0,0,0,0,0,0.0713935837965093,0,0,0,-0.123459063781071
X601328.CH.EQUITY,0,0,0,0.00659859263224268,0,0,0.481662249397373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538353263110534,0,0.215816984972842,0,0.178429105490693,0.108558489397553,0,0,0,0,0,0,0,-0.170827532554556,0,0,0,0,0,-0.0561762213320164,0,0.10265951835093,0,0,-0.0291533883510824,0,0,0,-0.232585429507872
X601166.CH.EQUITY,0,0,0,0.265684214694401,4.33680868994202e-19,0,0,0,0,0,0,0.225946113779459,-0.015095798520628,0,0,-1.0842021724855e-19,0,0,0,0.0220962797294921,0.230368168952627,0,0,0,0,0,0,0,0.0963448190242446,0,0,0.0831795602305782,0,0,0,0,0,0.0387909409202609,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.462863134713228,0,0,0,0.341381009102384,0,0,0,0.221724058122952,0,0,0,0,0,0,-0.13067920614103,0,0,0.0758543557507899,0,0,0,0,0.101249608537077,0,0,0.0521059440769954,0,-0.030567775526117,0,0,0,0,0,0,0,0,-0.351797229243492,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0116320588058305,0,0,0,0.38454229734051,0,0,0,0,0,-0.0553231558833011,0,0,0.0562652295977041,0,0,-0.132890538007138,0,0,0,0,0,0,0,0,0,0.355084420279312,0,0,0,0,0,0,0,0,0.137456225388626,0,-0.0360848664639256,0,0,0
X601601.CH.EQUITY,-0.000968134235567423,0.088233745459826,0,0,-0.00858847564301115,-0.100876329383658,0.0117607276751648,0,0.602196322916433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353842842447567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530349566669366,0,0,0
X16.HK.EQUITY,0.0066145719623893,0,0,0,0,0,0,0.0496792951732314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25659007723959,0,0,0.0160093590422105,0.145407558932078,6.93889390390723e-18,0.213654345345772,0,0,0.0437594492009166,-0.0752009868059461,0.511044324253135,0,-0.0800026100288625,0,0,0,0,0,0,0,0,0,0.149861736632891,0
X000002.CH.EQUITY,0,0,0,0,0.293875271050823,0,0,0,0,0,0,0,0,0.194188827508831,0,0,0,0,0.126327858157246,0,0,0,0,-0.158926541292047,0,0,0,0.320993229583474,0,0,0,0.162849756602793,0,0.327711593772041,0,0,0,0.111739777307426,0,0,0,0.0552156596325784,0,0,0,0,0,0.0159820049431412,-0.36816699689359,0
X11.HK.EQUITY,0,0,0,0,0.395452165962532,0,0.0987386210357053,0,0,0,0,0,0,0,0,0,0,0,0,0.135501954387951,0.0287675709374915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212852540184091,0.260681184262965,0.0920559730894886,0,0,0,0.0525154028209029,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.454021094244596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229985497263264,0,0.040479072181258,0,0.0480135951464779,0.210481751711304,0.0236993444790453,0,0,0,0.0795989869533736,0,0,0,0,0,8.67361737988404e-19,0.102894321930053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.156136172208074,0,0,0,0.127856628215524,0,0.0906823767010685,0.0814261461488277,0,0.0729339756958784,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.132303480503772,0,0,0,0,0,0,0,0,0,0,0.0312133606379179,0,0,0,0
X2388.HK.EQUITY,-0.159947194273149,0.430046093789036,0,-0.00629057879665999,0.492521598363365,-0.358614798943154,0,0,0,0,0,0,0,0,0,0,0,0.334481533419668,0,0,0,0,0,0,0,0,0,0.139415370105999,0,-0.172295871253533,0,0.114409738553464,0,-0.122748166765638,0,0,0,0,0,0,0,-0.216882228010263,0,0,0,0,0,0,0,0.216504799720676
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686764357081812,0,0,0,0.145839604768737,0.00717843560020742,0,0.181247661569773,0,0.12239707814242,0.119774794325619,0,0,0.10777838122354,0,0,0,0.28409658489152,0,0,0,0,0,-0.117506597860239,0,0,-0.108626663978094,0,0,0,0,0.0230089393019468
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0857743106737773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498267771010566,0,0,0,0,0,0,0
