,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.232892708403917,0.182883258726049,0.052004972644586,0,0,0,0,0,0,0,0.13334064736809,0,0,0,0,-0.082973423305356,0,0,-6.93889390390723e-18,0,0,0,-0.30799590437993,0,0,0.886688147138377,0,0,-0.173614654044028,-0.0570662397492156,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.246722142984716,0,0,0,0,0,0,0.123900016044653,0.106302149050344,0,0,0,0,0.102140612308852,0.0387297752731739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115250785336122,0.0750938043801567,0,0.267780993689841,0,0,0,0,0,0,0,0,0,0,-0.114899174766288
X601939.CH.EQUITY,0.133441948138602,-0.145934778344793,0,0,0,0,0,0,0,0,0.203898993298815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144141746811924,0,0,0.0524466036462483,0,0,0,0,-0.203237453826452,0,0,0.122434064218644,0,0.591617572442996,0.15825672418062,0,0,0,0,0,0.0938158395132066,0,0,0,0.0828738601671717
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.547900974650264,0.0868926280739385,0.484243159611141,0,0,0,0,0.433734649722224,-0.418559537143145,0.357132900687155,0,0,0,0,-0.297126993311008,0,0,0.0535709216154517,0,0,0,0,0,0,0,-0.394584500779068,0,0,0,0,0,0,0,0,0,0,0,0.102923122141185,0,0.344743383477249,0,0,0
X5.HK.EQUITY,-0.0213806558540997,-0.411933613685812,0,0,0,0.0875235086060216,0,0,0,0,0,0,0,0,0,0.19552950973903,0,0.31703739016157,0,0.212196754637522,0,-0.0785058715276499,0,0,0,0.049563625873281,0,0.00960331450890096,0,0,0,0,0,0.0826629395743262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224077967322367,0,0.0431507418546386
X601988.CH.EQUITY,0,0,0,0,0.384786178667231,0,0,0.0427561501998294,0,0,0,0,0,0,0.177679981128298,0,0,0,0.20848047966186,0,0,-0.079864575007996,0,0,0,0,0,0,0,-0.315163205218177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135879083466448,0,0.0198687464492388,0,0,0,0
X600036.CH.EQUITY,0,0.434320933651771,-0.038838020793213,0,0,0.0019632119726819,0,0,-0.0357937056904527,0,0.511893480190437,0.178314212345607,0,0,0,0.122507569477117,0,0,0,-0.165939949019584,-0.0663322394426529,0.287432482345745,0,0,0,0,0.110789634944714,0,0,0,0,0,0,-0.227719082238204,0,0,0,0,0,0,0,0,-0.148653559945109,0,0,-0.0716430196093178,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.277635247298723,0,0,0,0,0,0,-0.0856180015578221,0,0,0,0,0.0233174250869499,0,0,0,0,0,0,0,0,0.131410751574746,0,0,0.118329417840391,0,0,0.10212646527169,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0958929021646822,0,0,0,-0.0278564829665502,0,-0.0102831645285975
X601628.CH.EQUITY,0,0.106929901244811,0,0.0093452081075474,0,0,0,0,0,0.172265852892404,0,0,0,0.338754749726271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05595141861697,0,0,0,0,0.0721559718080028,0,0.185290986436126,0.0392454368608555,0,0,0,0,0,0,0,0,0,0,-0.0365175328890097
X601166.CH.EQUITY,0.0826997666363014,0,0,0.21442426946012,0,0,0,0,0.234470623170095,0,0,0.272175812095247,-0.167874289934673,0,0.0185612566946673,0,0,0,0,0,0.134526893251547,-0.0289166106466562,0,0,0,0,0,0,0,0,0.21907941387376,0,0,0,0,0,0,0,0,0,-0.215259924434727,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0359262952505309,0.0324420197479269,0,0,0.553649406950267,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.23377576053433,0,0.032195209160017,0,0.207696560197248,0,0,0,-0.0172118383224136,0,0,0,0,-0.10305340957458,0,0,0,0,0,-0.025513762764187,0.0925199311557751,0,0,0,-0.182600110119685,0,0,0,-0.159963318910944
X600000.CH.EQUITY,0,0,0,0,0,0,0.264591683821137,0,0,0.186310835767238,0.269243500768335,0,0,0,0,0,0,-0.167013093425164,0,0,0.136032859633865,0,0,0,0,0.161363272650143,0,0,0,0,0,0,0,0,0,0,0,-0.27952004931311,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0278653751269992,0,0,0.381383503935989,0,0,0,0,0,-0.0594904988298573,0,0,0.130896312758003,0,0,-0.0923648056702946,0.00270114796901547,0,0,0,0,0,0,0,0,0.381469331210096,0,0,0,0,0,0,0,0,0.062894991187075,0,0,-0.13522071144862,0,0
X601601.CH.EQUITY,0,0.053738052459794,0,0,-0.154364943092586,0,0.0203059894373841,0,0.587469724383133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732623192958148,0,0,0,0,0.0536335297381471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535765345673129,0.010883990771158,0,0.0705779092213484
X000002.CH.EQUITY,0,0,0,0,0,-0.0750656582897367,0,0,0,0,0,4.33680868994202e-19,-0.00343981286509716,0.263780043139049,0,0,0.0968669470235488,0,0.273611356586995,0,0,-0.13218248759407,0,0,0,0,0,0.149047949857835,0,0,0.315076649058595,0,0,0.379651877149009,0,-0.166170928320535,0,0,0,0,0,0,0,0.254364168541441,0,0,0,0,0,0.0161828753814041
