,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0286158541933222,0.552069189711338,0,0,0,0,0,0,0.0131868225675769,0.138845399644057,-0.00392571229744547,0.0879825527382619,0,0,0,0,0,0,0,0,0,0,0,0.0594023772258127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892614200916397,0,0,0,0,0,0,0,-0.0502991841795498,0,0,0.00456259006903741
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0221506600402986,0,0,0,0,0,0,0,0.0725427621481961,0.281475289976094,0,0,0,0,0,0,0.174644393937275,0,0,0,0,0,0,0.00461455032539857,0,0.0601402235887846,0,0,0,0,0.241563694574257,0,0,0.00678148525386902,0,0,0,0,0,0.0466649495063667,0,0
X601939.CH.EQUITY,0.150664267285227,0,0,0.57181479813127,0,0.040246705216826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.152757067337699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103338738244532
X601288.CH.EQUITY,0.0485118673582114,0.0433229871814414,0.194837652545859,0,0,0,0,0,0,0.123603917477116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168423743318928,0,0,0.207675720928021,0.116597155874494,0,0,0.0106127669696168,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.339161984004907,0,0,0,0,0,0,-0.361529588727305,0.121689956856875,0,0,0,0,0,0,0,0,0,0.125881228378326,0,0,0.333112659312884,0,0,0,0,0.252241161181975,0.241846448536825,0,0,0,0,0,0,0.0903003439897883,0,0,0,-0.56098938754226,0,0,0,0
X601988.CH.EQUITY,0.230140263198083,0,0,0,0,0,0,0,0.114124860912618,0,0,0,0,0.20191615348426,0,0.00831254456396414,0,0,0,0,0,0,0.391152201301633,0,0,0,0,0,0.0595779880232931,0.0394674543148301,0,0,0,0,0,0,0,0.0213926768463122,0,0,0,0,0,0,0,0,0,0,-0.011675411605767,0
X600036.CH.EQUITY,0,0,0,0,-0.0266736452545606,0,0,0,0.0325068694400655,0,0,0,0,0,0,0,-0.021148059827629,0.0375948959012556,0,0,0,0,0,0,0.757973659995266,-0.00618524339124788,0,0.0329162387751417,0.103572871955331,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.065732728139966,0,0.072193142896422,0,-2.16840434497101e-19,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.255435923482257,0,0,0,0,0,0,0,0.20859091541876,0,0,0,0,0,0.05774909599821,0,0,0,0,0,0,0,0.0460987837734273,0,-0.0724586975628069,0.11505555045424,0,0.332849797304373,0,0,0.190451953750702,0,0,0,0,0,0,0,0,0,-0.0765735264589543,0,0,0,0,0
X601628.CH.EQUITY,0,0.217635535350198,0,0,0,0,0.0306256934622772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503477887505697,0,0,0,0,0,0,0,0,0,0,0,0,0.406088211808991,0,0,0.234931859135478,0,0.0293271713008846,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.170980323869558,0,0,0,0.115073056090422,0,0,0,0,0,0,0.25999593256078,0,0,0,0,0,0,0,0.227993266995835,0,0,0,0,0,0.0668146675830144,0,0,0,0.00595795050354083,0,0,-0.00594194609693348,0,0,0,0.202497449003629,0,0,0,0,0,0.00227212158841335,0,0,0,0.028788557173197,0
