,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.113830330211511,0,0.0858245074105781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41229124234066,0,0.49963949627933,0,0,0.151187104174128,0,0,0,0,-0.148871110861642,0,0,0,0,-0.166677905349271,0,0,0,0,-0.808347276021415,0,0,0,0,0,0,0.0905758391162491,0,0
X601939.CH.EQUITY,0,0,0,0.36731138799483,0,0,0,-0.00662829433464918,0,0,0,0.0666325995249913,0,0.286941555636128,-0.00716135246273762,0,0,0,0,0.0082461439040821,-0.125273164033814,0,0,0,0,0,-0.0378330890559018,0,-0.112754782504055,0,0,0,0,0,0,0,-0.0379334738786028,-0.00160077600715656,0,0,0,0,0,0,0.0753774892116663,0.355262466417802,0,0,0,0,0.148886688429389
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0
X601288.CH.EQUITY,0,0.675255718141438,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0347171026475707,0.151142549766023,0,0,0,0,0,0,0,0,0,0.109703022633799,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0407073870088275,0,0.00645051778504587,0,0,0,0,0,0,0,-0.0596211622753552,0,0,0,0,0,-0.0510644232936205,-0.0375772869802192
X601988.CH.EQUITY,0,0.265244065981466,0,0.192090259261726,0,0,0,0,0,0,0.0740245231960127,0,-1.38777878078145e-17,0,0,0.0549010284933283,0.120185578539877,0,0,0.0957427240710874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54174287300817,0,0,0,0,0,0.163842795979877,0,0,0,0,0,0,0.3029605837356
X600036.CH.EQUITY,0,0.123330073688712,0.00877098677726896,0,0,0,0,0.121251646892888,0,0,0,0,0.0787328932577154,0,0,0,0,0,0.0358768579050867,0.0418680633633493,0.0842066696440064,0,0,0,0,0,0,0,0,0,0,0,0,0.361251182806835,0.103638828297568,0,0,0,0,0,0,0,0,-0.0614067589403791,0.0450448423786546,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.00987868753622627,0,0,0,0.0330361488675864,0,0,0,0,0,0.193563117447148,0,0,0.0834466662833718,0,0,0,0.273599962521413,0,0,6.93889390390723e-18,0,-0.122993351119712,0,0.0149601140474684,0,0,0.122705822691909,0.0598074943945875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343520135513332,0.0279109106796613,0,0,0,0.0105280050802722,0.115904168623566
X601628.CH.EQUITY,0,0,0,0,0,0.346410021920422,0,0,0,-0.160983712469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322787044317348,0,0,0,0,0,0,0,0,0.0613423621208991,0.152117442512858,0,0.102142552674116,0,0.14339744851482,0.060789438288968,0,0,0,0.141673345512468,0,0,0,-0.0588191978237518,0,0.00633099540253817
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457202263974773,0,0,0,0,0,0,0.0419284934477444,0.536722586832771,-0.338881465728685,0,0.593083353124894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469992475416532,0,0.213741132385067,0
X388.HK.EQUITY,0,0,0.273874062090552,0.0279748185775989,0,0,0,0,-0.0291730074201291,0,0,0.0103669315200145,0,0,0,0,0,0,0,0,0,0.19607915335704,0,0,0,0,0,0,0,0,0,0,0,0,0.142215892642014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
