,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.462014703027457,0.199669651067913,0,0,0,0,0,0,-0.0935509841867862,0.114042907188884,0.0684558963804791,0,0,0,0,0,0,0,0,0,0,0,-0.0392282930016413,0,0,0,0,0,0,0,0,0,0,0,0,0.091748815152781,0,0,0,0,0,0,0,0,0,0.0349692910980938,0,6.93889390390723e-18,0,0
X601939.CH.EQUITY,0.353396376547771,0,0,0.193643442847188,0,0,-0.053219908571588,0,-0.0885221797633421,0.0723574911120461,0,0,0,0.287323738503986,-0.0753976636484203,0,0,0,0,0,0,0,0,0,0,0.13836990881101,0,0,0,0,0,0,0,0,0,0,0,-0.0381811513379277,0,0,0,0,0,-0.110359884384973,0,0,0,0,0.147774715534601,0,0.0162534321177451
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0
X601288.CH.EQUITY,0.335075448032867,0,0,0,0.260401024399995,0,0,0,0,0,0.0231138940505701,0,0,0.112544530821819,0,0,0,0,0,0.100638532822355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120895915763967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,6.93889390390723e-18,0.498293842916687,0,0,0,0,0,0.301857380669788,0,0,0,0,0,0.00246733150585154,0,0.0222193001721523,0,0,0,0,0,0,0,0,0.10395646155599,0,0,0,0,0,0,0,0,0,0,-0.386377386133743,0,0,0,0,0,0,0.213412227845205,0,0,0,0,0,0.476109091520562
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.281772672307502,0,0,0,0,0,0.0916844206403022,0,0,0,0,0,0.0101642867366905,0,0,0,0,0,0.184798532204246,0.0435336002637141,0,0.0903255152918958,0,0,0,0.0144941089429478,0,0,0,0,0.170848985246062,0,0,0,0,0.104817993764815,0.0163482731311893,0,0,0
X1299.HK.EQUITY,0.0777760353165453,0,0,0,0,0,0,0,0.136039577332919,0,0,0,0,0.0977222235028459,0,0,0,0,0,0,0,0,0.00816842259040327,0,0,0,0,0,0.226912565946304,0,0,0,0,0,0,0.175056536714521,0,0,0,0,0,0,0.0667900007024601,0.00223478344383173,0,0,0.1072310718854,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0,0
X601628.CH.EQUITY,0.0737812201094593,0,0.149618158018913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183141027748526,0,0,0.0781101166472189,0.0659573265646817,0,0,0,0,0,0,0.057176122575275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450553772363767,0,0,0,0,0.211773548353012,0,0,0.00809732146930722
X601658.CH.Equity,0,0,0,0,0.213814126558851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288666451000445,0,0,0,0,0,0.0361821346790932,0,0.376020257317289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27036146539924,0,0
