,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.43666396618435,0,0,0,0,0,0,0,0,0,0,0.334712445924339,0,0,0,0,0,-0.0398905121103517,0,0,0,0,0,0,0,0,0.0648659838079731,0,0,0,0,0,0,0.00484653878887553,0,0,0,0,0,0,0,0,0.00985804695333472,0,0.127461274327173,0,0,0
X601939.CH.EQUITY,0.280448950368102,0,0,0,0,0,0,0,0,0,0,0.136530500670197,0,0.383893251518727,0,0,0,0,0.0691573634980024,0,0,0,0,0,0,0,0,0,0,0.0173186246274816,0,0,0,0,0.0749472476495611,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0
X601288.CH.EQUITY,0.32069759748188,0.124954713182057,0,0,0.381561275397238,0,0,0,0,0,0,0,0,0,0.0963529158196192,0.0372989183851889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177200939147488,0,0,0,0,0,0,0.238548855624654,0,0,0.0933777139092967,0,0,0,0,0,0,0,0.0234924117604719,0,0,0,0.097967627960688,0,0,0.0741609483598649,0,0,0,0,0.101493182728249,0,0,0,0,0,0,0,0.065075154527816,0,0,0,0.0492434584166728,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.134907944044077,0,0,0.152932654182637,0,0,0,0,0.635039999214235,0,0,0,0,0.51221224763669,0,-0.572737683391631,0,0,0,0.0577493403174184,0,0,0,0,0,0,0,0,0,0,0.162307987802359,0,0,0,0,0,0,0,-0.0697973369133269
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0
X1299.HK.EQUITY,0,0,0,0,0,0.0356981255886939,0,0,0,0,0,0,0,0,0,0.0258136448409192,0,0,0,0,0.168467451814603,0,0,0.055204661917914,0,0.0967024824951265,0,0.107516390392614,0,0,0,0,0,0,0,0.0541870569158149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369868534964399,0
X601628.CH.EQUITY,0,0.262605382666987,0,0.145961039990691,0,0,0,-2.16840434497101e-19,0,-0.00772057422804394,0,0,0,0,0,0,0.036396155218255,0,0,0.0677907585704347,0.0247619863284406,0,0,0,0,0,0,0,0,0,0.251504478607408,0,0,0,0.00340925121457894,0,0,0,0,0,0,0,0,0.0648896928809031,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0978841720263449,0,0,0,0,0,0.193109554797104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074119980416065,0,0,0,0.0881926862811141,0.261460464556994,-0.266575878946966,0,0,0,0,0.37810702436927,-0.0213098522137844,0,0,0,0,1.10211266924206,0,0,-0.492664248164935,0
