,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.117382866188448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211846038626825,0,0.544444381538095,0.550984614816353,0.0551956728570804,0,0,0.0735556449536796,-0.232767756247739,-0.122547478661538,0,0,0,0,-0.0229888821411035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0.116977248836116,0,0,0,0,0,0,0.0483713735385852,0.197168327256697,0,0,0,0.0982714378463286,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0704328472171723,0.0161883522073285,0,0,0,0.0503090651333988,0.230996439485469,0,0,0,0,0,0,0,0,0,0,0,0.0294557464955659,0,0.0998413654874667
X601939.CH.EQUITY,0,0,0,0.809293524657981,0,0,0,0,0,0,0,0,0,0,0,0,0.0953763036024837,0.036745146224381,0.0757166045529518,0,0,0,0,0,0,0.00895994370846941,0,0,0,0,0.0112483793101224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.854695801059007,0,-0.0827540932175915,0,0,0,0,0,0,0,0,0,0.00948685372395105,0.0458226527537359,0.0396747800911638,0.190362996328082,0,0,0.0231974168256507,0,0,0,-0.0476473260793569,0.0241373964005143,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543430742887472,0,-0.13402264677127,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0350410646390508,0.132402320109449,-0.0381033595088969,0.152630496074207,0,0,0,0,0,0,0,0,0,0.0144994424594348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275162868214577,0.42412758222095,0,0,0,0,0,0,0,0,0.278425507793387,0,0,0,0,0.0822106122904488
X600036.CH.EQUITY,0,0,0.406186020183917,0,4.33680868994202e-19,0,0,0,0.0222028731741776,-0.00512057329330571,0,0,0,0,0,0,0.104812819985115,0,0,0.00628461503050131,0.0125451690531282,0,0,0,0,0.187877695608604,0,0.120960919616217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,-0.149189045226057,0.103005865406941,0,0.0325509456141617,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-0.0897162362720459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103258637974329,0,0,0.0118114799403241,0,0,0,-0.0197706182125825,1.05085020886945,0.00111522715409384,0
X1299.HK.EQUITY,0,0,0,0,0.210448554603856,0,0,0,0,0.0777098545267997,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17251542747686,0.157027431978798,0.324579961988256,0,0,0,0.212930917905568,0.193944121312672,0.120067637676386,0,0,0,0,0,0,0,0,0,0,0,0,-0.164303782311172,0,0.134614337784434,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0080089741522803,0,0,0,0,0,0,0,0,0,0,0,0,-0.159295201303213,0,0,0.00560725937769637,0,0,0,0,0.237619731089583,0.468735311295379,0,0,0,0,0,0,0,0,-0.131531130823416,0,0,0,0.0052576154190211,0,0,0,0.0909589126345533,0.0844173195148973,-0.0674830344204895,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.249315244856107,0,0,0,0,0,0,0,0,0,0,0.0190909579189912,0,0,-0.240808537017886,0,0,0,-1.38777878078145e-17,0,0.413982833209301,0,0,0,0.127951385822023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.246896787008304,0,0.0537270240817396,0.188326105722492,0,0,0,0.0317948840066287
