,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.732242830660515,0,0,0.00520585870806927,0,0,0,0,0.0385651790596112,0,0,0.0685963120586422,0,0,0,0,0,0.0190909696051034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00183735064902052,0,0,0.0657560822461079,0,0,0,0,-0.0292769887300981,-0.00536673873669017,0,0,0,0,0.0022991542398891
X601939.CH.EQUITY,0.245498128243299,0,0,0.355302114548611,0,0.179456225741921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315614270286488,0.0563273103316726,0,0,0,0,0,0.065587817144406,0,0,0,-0.0121712748201945,0,0,0.0107858160135161,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.111211218208118
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0
X601288.CH.EQUITY,0.323454085674478,6.93889390390723e-18,0,0,-0.0397288493667455,0.0301104955926762,0,0,0,0.131386470766886,0,0,0,0,0,0,0,0,0.0698362994383942,0,0,0,0,0,0.0180269571483427,0.242061110817807,0,0.0746824887276537,0,0.0836171314893941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584670947198582,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.245418095226679,0.39264347499318,0,0,0,0,0,0.034910046532321,0,0.463354533068625,0,-0.215836356812963,0,-0.187245846137951,0,0.0665320729307185,0,0,0,0.310721083898229,0,0,0,0,0,0,0,0,0.146229174700521,0,0,0,0,0,0,0,0,0,0,-0.759362992497714,0,0,0,-0.0667498577981679,-0.168983151485819
X601988.CH.EQUITY,0.0290212391606965,0.233963889765718,0,0,0.0535424297847284,0,0,0,0.0933318606779165,0,0,0.140630344389703,0.0692641359203848,0,0,0,0,0,0.117517178754283,0,0,0,0.387654797386964,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371170576066711,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0599256697423372,0,0,0,0,-0.0337320095739548,0,0,0.278919075926471,0,0,0,0.0704982659370819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113587435347793,0,0,0,0,0,0,0,0,0.303091247273677,0.11701403372094
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256066,0.000775117816919069,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.0041951732640682,0,0.000700083101345943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135477606868727,0.0673027855616141,0,0,0,0,0,0,0,0,0,0,0,0.0295822235399478,0.00343731661188242,0,0,0,0,0,0,0,0,0.0702660256621038,0,0,0,0,0,0,0,0,0,0,0.319926108287818,0,0,0,0,0,0.20994282795337,0.0698359983824313,-0.0271515126770572,0,0,0,0,0
X601328.CH.EQUITY,0.00162294252485293,0,0,0,0,0,0,0.170596273779723,0,0,0.0379766098180941,0.147452764195248,0,0,0,0,0,0,0,0,0,0.251181835845236,0,0,0,0,0.0313584712940492,0,0,0,0,0,-0.00875581254108299,0.0403745380526526,0,0,0.000781666779509555,0,0.252480043104532,0.0685596990713142,0,0.0396098604528877,0,0,0,0,0,0,0,0
