,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.424845083563776,0.0872662673167166,0.085420602746239,0,0.0253564826406491,0,0,0,0,0,0.0272740852853633,-0.00994422996161701,0,0,0,0.0952756378384914,0.0422500344193947,0,0,0,0,0,0.137973180332389,0,0,0,0,0,0.0241431314178956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,6.93889390390723e-18,0,0,0,0,0,0.0748891713067325,0,0,0.0753369252866003,0,0,0,0,0,0,0,0.223892479327141,0.0423336020443275,0,0,0,0,0,0,0,0.106211601277325,0,0,0,0,0,0,0.0761005157173541,0,0,0,0,0,0.29916051206726,0,0,0,0.0412113934576219,0,0.0257667631067778,0,0,0,0
X601939.CH.EQUITY,0.469734323073035,0,0,0.18123699987607,0,0.110367741814604,0,0,0,0.0168926688243043,0.135236738168885,0,0,0,0,0,0,0,0,0,0,0.000804479561619206,0,0,0,0,0.00121188002308788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441052653363465,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.38639103521022,0,0.0619436061787499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11855854645547,0,0,0.0754415800777378,0,0,0,0,0.027598969337948,0,0.086415962225074,0,0.0436171072808834,0,0,0,0,0,0,0,0,0,0.138365719937473,0,0,0,0,0,0,0,0,0,-0.0888564643062509
X5.HK.EQUITY,0,0,0,0,0,0.445422037511512,0,0.148330331952276,0,0,0,0,0,0,-0.372385206057956,0,0.601982142864854,-0.344069396523705,-0.0371083556493798,0,0,0.124814353512196,0,0,0,0,0,0,0,0.131789903348863,-0.203091021853171,0,0,0.636448656851813,0,0,-0.0253893306775605,0,0,0,0,0,0,0,0,-0.510860528591264,0,-0.0585340501783236,0,0
X601988.CH.EQUITY,0,0,0.24194039772495,0,0.0581819020658186,0,0,0,0.109250060550628,0,0,0.124426914635933,0.0910999479529652,0,0,0,0,0.0861906439458715,0,0,0,-0.0233232337304609,0.416211854676553,0,0,0,0,0,0,0,0,0,0,0.0127431119510413,0.0315756110182541,0,0,0,0,0,0,0,0,0,0.0243841260578141,0,-3.46944695195361e-18,0,0,0
X600036.CH.EQUITY,0,0.0144868479365364,0,0,0,0,0,0,0.0437636512121344,0,0,0,0,-0.00693761575184085,0,0,0,0.024878633301708,0,0,0,0,0,0,0.693326527713274,0,0,0,0,0.116694428468216,0,0.000590897398028443,0,0,2.16840434497101e-19,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606312297629936,0,0,0,0,0.269928793760429,0,0,0,0.0358214741879392,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.304223925683519,0,0
X601628.CH.EQUITY,0,0,0,0,0.0185648997887301,0,0,0,0,0,0.131930324543793,0,0,0,0,0.0210919309768298,0.00725616299324538,0,0,0,0,0,0,0,0,0,0.0704838441325522,0,0,0,0,0,0,0,0.281676690872944,0,0,0,0,0,0.0879282092693238,0.19787830357767,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.155349877512208,0,0,0,0,0,0,0,0,0,0.105849235276144,0,0,0,0,0,0,0,0.0225321798333123,0.0914337856584031,0,0,0,0,0,0.112294669184979,0,0,0,0.0607342194478115,0,0,0.0570988020947461,0,-0.0244518831031386,0,0,0,0.168349730771689,0.244340695476343,0,0,0,0,0,0,0,0.0196669227363435,0
