,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0041548676375885,0,0.207199833912252,0,0,0,0.394586429995244,0,0,0,0.0437321915532942,0,0,0,0,0,0,0,0,0,0,0,0,0.228647227626249,0,0,0.00700452716212671,0,0,0,0,0.10495048075139,0,0.0746682541563595,0,0,0,0,0,0,0,0.0530681613805147,0,0,0,0,0,-0.107055369062446,0,0
X601318.CH.EQUITY,0,0,0,0.143558312326954,0,0,0,0,0.150636324448133,0,0,0,0.195356475969876,0,0.0878200250222348,0.0310271051106101,0,0,0.0453408067600713,0.0148603459736385,0,0.0613528633317831,0,0,0,0,0,0.182388812697434,0,0,0,0.0518041315946292,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154278138441232,0.144540461620676,0,0,0,-0.00568568331112938
X600036.CH.EQUITY,0,0,0,0,0,0.193404604398471,0,0,0,-0.0144627066365687,0,-0.00174745002603358,0.125031601920936,0,0,0,0.156243185151641,0,0,0,0,0,0,0.0116138970559935,0,0.444516071151528,0,0,0.0745636738804887,0,0,0,0,0,0,0,0,0,-0.139744589852983,0,0,0,0,-0.0135437841640612,0,0,0,0,0,0,-0.115179389158262
X601939.CH.EQUITY,0.516510652977165,0.100227209716527,0,0,0,0,0,0,0.135526113625327,0,0.170029342400534,0,0,0,0,0,0.0101401751803822,0.119835459337271,0.0608771025733788,0,0,0,0,0,0,0,0,0,0.188817923164222,0,0,0,0.047755487753493,0,0,0,0,0,0.0650388742997853,0,0,-0.0925130234773188,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0376986312171048,0,0.124999744516529,0,0,0,0.554982014832318,0,-0.0353779224449757,0,0,0,0,0,0,0,0,0,0,0,0,0.0754187242131927,0,0,0,0,0,0.0532850699958929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530506531038069,0.036920901370602,0.0471271167817571
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0360307649293579,0,0.13794285133216,0,-0.0884980387525454,-0.129825208730044,0,0.0843048291585798,0,0,0,0,0,0,0,0.197092351290156,0,0,0,0,0,0,0,0,0,0.0489097246069738,0,0,0,0,0.0247586902778543,0,0.040129676125302,0,0.191824832143436,0,0.153980528883813,0,0,0,0,0.193538584659062,0,0.055697360270984
X601628.CH.EQUITY,0,0,-0.0528175433870279,0,0,0,0,0,0,0.149121647824116,0,0,0,0,0.116511940378675,0,0,0,0,0,-0.0547484082129895,0,0.151795260239974,-0.066490917578405,0,0,0,0,0,0,-0.0022553291822038,0,0,0,0,-1.38777878078145e-17,0,0.375062284484365,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.161691354364597,0,0,0,0.426310185292848,0,0,0,-0.0329112660633166,0,0,0.0829476223429365,-0.0721252376529994,0,-0.00823400939440449,0,0,0.0659442729555944,0,0,0,0,0,0,0.0188605125437225,0,0,0,0,0,0,0,-0.116047516820061,0,0,0,0,0,0,0,0,0.155522197758004,0,0,0.195818660717792,0,0,0,0,0,0
X5.HK.EQUITY,0,0.153395838561455,0,0,0,0,0,0,0,-0.178103952853102,0.0296177249477212,0.109866912044833,0,0,0,0,0,-0.0175499497493973,0,0,0,0,0.244372722890913,0,0,0,0.147368194060962,0,0,0.0248643210518344,0,0,0.163606207648429,0,0,0,0,0,0.220022318243115,0.0555384414272913,0,0,0,0.182942344098122,0,0,0,1.73472347597681e-18,0,0,0
X388.HK.EQUITY,0,0,-0.167773788217128,0,0.0644381163483029,0,-0.114289865371657,0,-0.136472398645393,0,0,0,0,0,0,0,0,0,0,0,0,0.0519271506066033,0,0,0,0,0,0,0,0,0,0,-0.249093491175553,0,0,0,0,0.214469046499626,0,0,0.196510773971553,0,0.276647574711534,0,0,0,0.028381508942672,0,0.187235308694322,0,-0.0268807713844024
