,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.266562908403982,0.138074029083794,0,0,0,0,0,0,0,0,0,0,0.130302711562696,0,0,-0.0276796021421178,0,0,0,0,0,0,-0.353491475802295,0,0.091714781963227,0.863312911657647,-0.182741009856042,0,0,-0.0746728584965512,0,0.096999601303127,-0.026697464981587,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.080979544076323,0,0.18285752394479,0,0,0,0,0.0777810058015388,0.0248123684962294,0,0,0,0,0.160615440812836,0,0.0927829474956953,0,0.0766813399913067,0,0,0,0.0275405587372135,0,0,0,0,0,0.0230603134702053,0,0,0.14740856462051,0,0,0.208817618317187,0,0,0.0485899383047695,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0241655588917172,0,0,0,0,0.343715163261372,0,0,0,0,0,0,0,0.0658749260738312,0,0,0,0,0,0,0,0,0,0,0.102865349943396,0,0,0,0,-0.300277425861528,-0.286690930765102,0,0.193651086461892,0.10630940844527,0,0.540272638399155,0,0,0,0,0,0.216324420236689,0,0,0,8.67361737988404e-19
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.58323963593212,0.321275350527025,0.0853005158328293,0.507344068784753,0,0,0,0.243195061979664,0.217425344389581,0,0,0,0,0,0,0,-0.326709322156614,0,0,0,0,0,0,0,0,-0.670132767531616,0,0,0,0,0,0,-0.372811664843442,0,0,0,0,0.241770983501765,0,0.312651926117225,0,0,0
X5.HK.EQUITY,-0.186057952789921,-0.0605445296356998,0,0,0,0,0,0,0,0,0,0,0,0,0.624584569281784,0,0,0.0718942512383996,-4.33680868994202e-19,0.476887165965145,0,-0.00670786779924128,0.259591541454924,0,0,0,0,0,0,0,-0.0846352587974346,0,0,-0.209206641004937,0,0,0,-0.140140914953355,0,0,0,0,0.0124202504867196,0,0,0,0,0,-0.132068826001741,0
X601988.CH.EQUITY,-0.101040640382918,0,0,0,0.374948775783093,0,0,0,0,0,0,0,0,0,0,0.0643505058329515,0,0,0.451404491398952,0,0,0,0,-0.110416006971563,0,0,0,0,-0.32233172659338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792132739527364,0,0,0,0
X600036.CH.EQUITY,0,0.219265110074133,-0.072458527768842,0,0,0.0308898809760727,0,0,0,0.245090188365212,0,0.469093029846179,0,0,0,0,0.0240559437988783,0,0,0,0,-0.134607766763,0,0.12081333321955,0,0,0.0503765390460774,0,0,0,0,0.0329067977441042,0.0666905951706136,-0.19310067083029,0,0,0,0,0,0,0,0,0.168239117747534,-0.0323279073940327,0,0,0,0,0,-0.336981659173463
X1299.HK.EQUITY,0,0,0,0,0.198391575531453,0,0,0,0,0,0,-0.117410095557905,0,0,0,0.0557930251451152,0,0,0,0,0,0.139111882602203,0,0,0,0.167546619458864,0,0,0,0.0431200491640152,0,0.144397444766312,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.121048802433868,0,0,0,0,-0.00871603809725383,0,0
X601628.CH.EQUITY,0,0.185466510453877,0,0.0398736865271111,0,0,0,0,0,0,0.17323361470539,0,0,0.385262076754915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0836938495445521,0,0,0,0,0.0178970004423627,0,0,0.157089292853382,0.0216755429183742,0,0,0,-0.0800127047606334,0,0.0881570713416985,0,0,0,-0.0174850490158406
X601328.CH.EQUITY,0,0,0.0981455871005815,0.0610941360272917,0,0,0.63963294654273,0,0,0,-0.0664308106907735,0,0,0,0,0,0,0.0339527834641337,0,0,0,0,0,0.232142654304924,0,0.2415931040772,0,0,0,0,0,0,0,0,0,0,-0.0104917457480576,0,0,0,0,0,0,0,0,-0.471536599909034,0,0,0,0
