,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.219479476682801,0,0.308306010901758,0,0,0,-0.021264870264644,0.244299486973781,0,0.117803880851001,0.0304112164216906,0,0,0,0,0,0,0,0,0,0,-0.13223048213808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102743793310112,0.0106123162861692,0,0
X601939.CH.EQUITY,0.354076291071221,0,0,0.286123871035569,0,0,-0.095230911806032,0,0,0,0.00278171168426397,0,0.140318992097285,-0.0648174534650811,0,0,0,0,0,0,0,0,0,0,0,0.0316898844607383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201860479054246,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0
X601288.CH.EQUITY,0.45000152290139,8.67361737988404e-19,0,0,0.209357884848385,0,0,0,0,0,0,0,0.0159668633182992,0,0,0,0,0,0,0,0,0.170198901240132,0,0,0,0,0,0,0.0199323547011265,0,0,0,0.026417672472805,0,0,0,0,0,0,0,0,0,0.0643403352791316,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.105394666529247,0,0.356140179245484,0,0,0,0,0,0.283057721315927,0,0,0,0,0,0,0.254486397552837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010093196491226,0,0,0,0,0,0,0,0,0,-0.108237472956416
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.088245637381262,0,0,0,0,0,0,0,0,0,0.142081252921893,0,0,0,0,0,0,0,0,0,0,0,0.0135841446019658,0.176940741781115,0,0,0.031343026235704,0,0,0,0.188424164586899,0,0,0,0,0,0,0,0.0234719914894255,0,0.225272800962308,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0371478135268513,0.359296238359562,0,0,0,-0.340599866319141,0,0,0,0.596945234889778,0,-0.823511678139564,0,0.814623965569404,0,0,0,0,0,0,0,0,0,0,0,0,0.243504322403771,0,0,0,0,0,0,0,0,0.127184408279278,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.328381695793702,-6.93889390390723e-18,0,0,0,0,0,0.215838266577213,0,0,0,0,0,0,0.177084892541669,0,0,0.0468323447996083,0,0,0,0,0,0,0,0.0462474465877819,0,0,0.0178495740005548,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601658.CH.Equity,0,0,0,0.165439992352505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138378967473902,0,0,0,0.141133867321793,0,0,0,0.294855346637205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
