,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.221133960042041,0,0,0,0,0,0,0,-0.0132792861722744,0,0,0.152564874353556,0,0,0,0.18172554494939,0,0.337803295395207,0,0,0,0.021843729726947,0,0,0,0,0,0,0,-0.16907573511926,0,0,0,0,0,0,0,0,0,0.166724355446917,-0.0516485559229352,0,0
X601939.CH.EQUITY,0.145751708938225,0,0,0.396173764272445,0,0,0,0,0,0,0,0,0,0.115952556545662,-0.0407305421862162,0,0,0,0,0,0.00688758690169633,0,0,0,-0.101847888548714,0.314542272128591,0,0,0,0,-0.130252417056456,0,0,0,0,0,0,0,-0.0190754183369433,0,-0.0424402171543783,0,0,0,0,0,0,0.172450970694363,0,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261676238415033,0.0777605285008839,0,0.22609056023278,0,0,0,0,0,0.370501508088838,0,0.174896788645316,0.0438028504948548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176103999535815,3.46944695195361e-18,0,0,0,0,0,-0.0427062500455295,0,0,0,0,0,0,-0.123693469538733,0,-0.0600216750666981,0
X601988.CH.EQUITY,0,0.0525384193864903,0,0.383231520538205,0,0,0,0,0,0.321174975213954,0,0,0,0,0,0.101454416563241,0,0.113689292712977,0,0,0,0,0,0,0.166405121249781,0,0.0839477735580237,0,0,0,0,0,0,0,0,0,0,0,-0.561813921287132,0,0.0242978065653262,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.245366419488689
X600036.CH.EQUITY,0,0.175164132742237,0,0,0,0,0,0,0.097139774893243,0,0,0,0.0355544339895058,0,0,0,0,0.175141595459152,-0.00182782252318444,0,0,0,0,0.181264416186306,0,0,0,0,0,0,0,0,0.370011940224016,0,0,0,0,0,0,0,0,0,0.0430114524616714,0.00829283767042184,0,0.0893248251019033,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0,0
X601628.CH.EQUITY,0,0,0.20841682407301,0,0,0.0710911222265603,0,0,0,0,0,-0.219535744472191,0,0,0,0,0.1515714555717,0,0,0,0,0.237307217564949,0,0.0232596275741017,0,0,0,0,0,0,0,0,0,-0.0390205031371905,0.0573425439551323,0,0,0,0,0,0,0.0304588132462783,0,0,0,0,0,0.317029295628768,0,0,-0.015801909705983
X601658.CH.Equity,0,0.14549852607537,0,0,0.0151752005611051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394246772067343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187779726952614,0,0,0.111773145175814,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0.00877205777979386,0,0,0,0,0
X601328.CH.EQUITY,0.356484368665001,0,0,0.243632650309472,0,0,0,0,0,0,0,0,0,0,0,0.089694024203235,0,0,0,0,0,0,0,0,0,0.0498899037910364,0,0,0,0.225035999192768,0,0.0586118647313454,0,0,0.04323804868794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.306784866546887,0,0,0,0.104012267685609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938561973972174,0,0,0.0245102420010496,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0231757803218265,0,0,0,0,0,0,0
X601166.CH.EQUITY,-6.93889390390723e-18,0,0.0557582592800525,0,0,0.344216217763213,0,0,0,0.00877288610055785,0.0660397020831637,0,0,0,0.056496185363368,0,0,0.0161472297096937,0,0,0.0533567889047477,0,0,0,0,0,0,0,0,0.26391368655577,0,0,0,0,0,0.0465412803296833,0,0,0,0,0,0,0,0,0,0,0,0.119811593029795,0,0,0
X600000.CH.EQUITY,0,0,0,0.120495225652755,0.134918246319821,0,0,0,0,0,0,0.00932197397072534,0.342843829950405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146343065780788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793335940687706,0,0,0
X000002.CH.EQUITY,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0374150655259742,0,0,0,0,0,0,0,0,0,0,0.328740292845199,0.0315051220153146,0,0,0.415493394897579,0,0.0109666899692737,0.0395920049147588,0,0.0671592859007069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580082975624644,0,0,0.0101574537178143,0,0,0,-3.46944695195361e-18,0,0,0.372990903224705,0,0,0,0,0,0.0178968154324777,0,0.0661540801169179,0.214716214319951,0.137123583881649,0,0.0100703289603651,0.116454268710526,0.0689044953597062,0.0245952218003222,0,0,0,0,0,0,0,0,0,0,0.0788287118656629
