,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.130895776013805,0,0.0682030769497049,0,0,0,0,0,0,0,0.369811047786163,0.0771873019457772,0,0,-0.113539304962392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126278567310277,0,0,0,0,0,0,0.185980258050513,0,0,0,0,0,0.125974237915137,0,4.33680868994202e-19,0,0.0492925616662325,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0
X601939.CH.EQUITY,0.221134944967574,0,0,0.255973683028,0,0.148199556136782,0,-0.0489881811838636,-0.0289595281134369,0,0,0,0,0,0.0320288901038005,0,0,0,0,0,-0.00975820316281964,0.0635223632789278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487389434935029,-0.0956215651236153,0,0,0.0178348821198424,0,-0.0385413645929865,0,0,0.0344955213236861,0,0
X601288.CH.EQUITY,0.529134790963049,0,0.197059895309803,0,0,0.15527450034955,0,0,0,0,0,0,0,0,-0.154679744494614,0,0.00722474428563144,0,0,0,0,0,-0.0262798090551515,0,0,0,0,0.0455492989901421,0,0,0,0,0,0,0,0.0287094333793115,0,0,0.0574957920446106,0.0666144610807792,0,0,0,0,0,0,0.0123318427126646,0,0,0.171028093004013,0.0974172310643926
X5.HK.EQUITY,0,-0.0446537945279013,0.0403410888707366,0.241480791747164,0,0.0458758976060673,0,-0.139088275234229,0,0,0,0,0.131991765277898,0,0,0,0,0,0,0.690363928283699,0,0,0,0,0.117916387849978,0,0,-0.0900625553577925,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.184984400972242,0,0,-0.100434636298647,-0.0255648706446207
X601988.CH.EQUITY,0.140619041617253,0,0.125676567988202,0.149438942337888,0,0,0,0,0.100392578238146,0,0.102044848012718,0,0,-0.241938870112276,0,0,0,0,0,0,0,0,0.0697188316075924,0.250632384350025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113190103588151,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0987556428026011,0,0,0,0,0,0.134112768332803,0,0,0,0,0.0565245100823749,0,0.295707772747378,0.0647435736175904,0,0,0,0.0747212393566763,0,0,0,0,0,0,0.0521152473693361,0,0,0,0,0,0.121073573218201,0,0,-0.0703570003124148,0,0.17877923206637,0,0,0,0,0.111470035855942,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00308200767090442,0.0103203053445617,0,0,0,0.209825329869022,0,0,0,-0.141522380597897,0,0,0,0.335597192760121,0.239012060116725,0,0,0.0201884744700016,0,0,0,0,0.153071217285735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607732057325391,0,0.121161942551747,0,0,0,0
X601628.CH.EQUITY,0.139963276563165,0.359514101808012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379846336729,0,-0.107146180813699,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.091850453608126,0,0,0,-0.044803819100191,0,0.0667826526021219,-0.148411177712329,0,0,0,0,0,0.318777425914188,0,0,-0.0549176411740622,0.00849149612133715,0,0,0,0.176739672593075
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0
