,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.141422220811148,0,0.126674872878865,0,0,0.0262503611616647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486953576466158,0,0.41835320336302,0,0.215959832235982,0,0,0,-0.111984813751018,0,0,0,0,-0.186379293666379,0,0,-0.0357504300806901,-0.0852784776193946,0,-0.687487248436036,-0.0580344120803233,0,0.0917781911077424,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.277989208186333,0.032057477578055,0,0,0,0.189600873391262,0,0,0.0177773758748842,0,0.317995591521586,-0.102842443361781,0,-0.101798812977519,0,0.0062988628112837,0,0,0,0,0,0,0.0779643050911849,0,0,-0.270309173970932,0,0,0,0,0,0,0,0,-0.0556702195459778,-0.0218308339560992,0,0.157898119943753,0,0,0,0,0,0.197415343752864,0,0.192343117568594,0,-0.0517993956382652
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0
X601288.CH.EQUITY,0,0.461399780741142,0,0,0.0600880361109268,0,0,0,0,0,0,0.124612183048703,0.268447048667384,0,0,0,0,0,0.036510015379803,0,0.0910815336785995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14786480134735,0,3.46944695195361e-18,0,0,0,0,0,-0.0780452515778551,0,0,0,-0.132144924639821,-0.113373522913788,0,0
X601988.CH.EQUITY,0,0,0,0.387670855828946,0,0,0,0,0,0.282079354197487,0,0,0,0,0,0.163021996412717,0.113164119822169,0,0.134006698659093,0,0,0,0.147053935972909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565847076250363,0,0,0,0,0.101274407070851,0,0,0,0,0,0,-0.254592253671214
X600036.CH.EQUITY,0,0.0414429317275063,0,0.0707399072693494,0,0,0.00703600299522284,0.0505858374324754,0,0,0,0,0,0,0,0,0,0,0.0204568811810781,0,0,0.175376905938416,0.0635894962684815,0,0,0,0,0,0,0,0,0,0.0599575133549079,0,0,0,0,0,0,0,0,0.138158340459973,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.33098220184922,0.115490644302575,0,0,0,-0.128377206667755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386793638162114,-0.0145820205132952,0,0,0,0,0,0,0,0,0.114832900075626,0,0,0,0,0,0.167325841839521,0.102862246989241,0,0,0.0424478896223536,-0.0374606898192752,0,0,0,0,-0.0188093449078485
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0
X601658.CH.Equity,0,0.0971478224400515,0,0.144217728899006,0,0,0,0,0,0,-0.0497235252460869,0,0,0,0,0,0,-0.12411721938942,0.129574585335969,0.28850670585081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852259735864404,0.289036213819221,0,-0.022489709662678,0,-0.0230552896287645,0,0,0,0.0419256125038581,0,0,0
