,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.260410755308805,0.0295877188868144,0.0581924389612011,-0.0129274843181773,0,0.450322790294582,0,0,0,0.0397696567177373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812186847473657,0.0339219523585693,0,0,0,0,0,0,0,0,0,0,0.080151242221154,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.205324624260774,0,1.73472347597681e-18,0,0,0,0.186318412129705,0,0,0,0.0380606232325534,0,0.0775028381682282,0,0,0.135276585447666,0,0,0.0721303875092218,0,0,0,0,0,0,0.0528640534133208,0,0,0,0,0,0,0,0,0,0.0236953163247401,0,0.00853178336830166,0,0,0,0,0,0,0,0,0,0,-0.223140143022459
X601939.CH.EQUITY,0.305800593623359,0.182311056770964,0,0.186015195325976,0,0,0,0.0510005643222039,0,0,0,0.0338850907150376,0.0552263802706191,0,0,0.0294193525839425,0,0,0.247502461087643,-4.33680868994202e-19,0,-0.240071472269027,0,0,0,0.13119138573828,0,0,0.078308382303039,0,0,0,0.208372881968904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0218093251259175,0,0,0.0978495547280838,0,0.472222673951735,0,0,-0.06597645810964,0.122592361426678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157823977584727,0,0,0.0455130637614095,0.0329716719423313,0,0,0,0,0,0,0,0,0,0,0,0.0330686865472788,0,0,0,0,0.100920389722526,0,0.0377341998606774,0,0.0463038635418029
X600036.CH.EQUITY,0,0.0739729192130768,0,0,0,0.135553022836824,0.126104912497936,0.0490476949605898,0,0,0,-0.0518077646294587,0.218867496078282,0,0,0.0889645438427183,0,0,0,0.0337472831412509,0,0,0,0,0,0.201469271254459,0.229336904043133,0,0,0,0,0,0,0,0,0,0,0,0.19783361440922,0.00769242266679989,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152859713247153,0,0,0.0174236391088733,0,0,0.194887063753067,0,0,0,0,-0.144735911816594,0,0,0,0,0,0,0.00101167582720381,0.629453523357258,0,0,0,0,0,0,0.122240342467027,0,-0.0691062937903205,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.160544813458664,0,0.0795618536791935,0,0,0,0,0,0.238743550217908,0,0,0,0.130596024987036,0,0,0,0,0.144907099968273,0,0,0.113722105135424,0,0,0,0,0,0,0,0,0,0.0695350569767033,0,1.73472347597681e-18,0,0,0,0.0259584393895693,0.106971315725272,0,0.118323972760899,0,0.143849820931765,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.105093990885923,0.471972967128173,0.0856545558886862,0,0,0,0,-0.0091531436990367,0.0222457937055054,0,0.255401343317372,0,0,0,0.0367205899765456,0,0,0,0,0,0.0462578703684729,0,0,0,0,0,0,0.0528956060362723,0,0,0,0,0,0,0.0380891643230353,0,0,0.0480436892348544,0,0,0,0.00866328535172627,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.168640024758295,0,0,0,0.0701508059453534,0,0,0,0,0.00724397971399203,0,0,0,0,0,0,0,0,0,0.120521302845828,0,0.23312473579549,0,0.156524050844813,0,0,0,0,0,0,0,0.067234905484466,0,0,0,0,0,0.185468457458009,0,-0.118463949063245,0.0465101412495023,0,0.244743708063003,0,0,0,0,0,0,-0.0135987770017048
X601166.CH.EQUITY,0,0,0,0,0.176452876038798,0,-0.0276209290343539,0,0,0,0,0.131373143779712,0.116764787878054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113077999626698,0,0.365972246468498,0,0,0,0,0,0.0131876863958782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865380046979112
