,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.379392140382724,-0.0169265093320136,0.152980730614545,0.0243130742448722,0.00173475159118444,0,-0.0118462770944887,0,0,0,0,-0.0129674587704491,0,8.67361737988404e-19,0.0621898452798924,0,0,-0.0716946870278638,0,0,0,0,0,0.0698045936633724,0,0,0,0,0,0,0,0,0,0.0483205944005228,0,0,0,0,0,0,0.0288842860848034,0.305858543406047,-0.0250265904047467,0,0,0,0,0.0179533874330359
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905707696520838,0,0,0,0.289172828192794,0,0,0,0,0,0,0,0,0,0,0.0304742244178839,0,0,0,0.0748741761665793,0.295308037818537,0,0.0452410990756028,0,0,0,0,0,0,0,0,0,0,0,0,-0.140872473786615
X601939.CH.EQUITY,0,0,0,0.771530498374119,0,0,0,0,0,0,0.101771719376714,0,0,0,0,0.112996772796481,0,0,0,0,0,0,0,0,0.00971684684378044,0,0.0672504317857915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581417274970054
X601288.CH.EQUITY,0,0,0.846581325713493,0,0,0,0,-0.0406039116700715,0,0,0.0245474863086195,0,0,0,0,0,0.0318552375177604,0,0,0,0,0,0,0.257367749169982,0,0.0506126814407164,0,0,0,0,0,0,0,0,0,0,0,0,-0.130858571763778,0,-0.00555759803788084,0,-0.171196655490654,0,0,0.0381741330875363,0,0,0,0,-0.00338638737673191
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307009441465876,0.257064664776304,0,2.77555756156289e-17,0,0,0,0,0,0,0.401758162167164,0,0,0,0,0,0,0,-0.0437128976416609,0,0,0,0,0,0,0,0.156845134837828,0,0,0,0,0,0,0,0,0,0,0.103306489998003,0,0.224457376349176,0,0,0
X600036.CH.EQUITY,0.176575903050778,0,-6.93889390390723e-18,0.305081122009959,0,0,0,0,0,-0.0321876509574292,0,0,0,0,0,0.128915629828137,0,0.0812188428307605,0.0141315959050809,0,0,0,0,0,0,0.125722567577618,0,0,0,0,0,0,0,0,0,0,0,0.0622732115740678,0,0,0,0,0,0,0.0308683057483516,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0409656008040257,0,0,0,0,0,-0.0830683439306121,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0149030322102652,0,0,0,0,0,0,0,0,0,0,0,0,-0.00338566939768472,0,0,0,0,0,0,0,0,-0.0303825314341388,0,0,0,-0.0254297313127435,0,1.00703082360817,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0715484028617523,0,0,0.117441083620995,0,0,0,0,0,0,0,0,0,0.32884978536553,0,0,0,0,0,0,-0.0674320964389216,0.000357667335341516,0,0,0,0,0,0.161148621822812,0.104776298620788,0,0,0,0.191581769415727,0,0,0,0,0,0,0,0,-0.0446512572759476
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12466845554264,0,0,0,0,-0.191413451930383,0,0,0,0,0,0,0,0.0743210840970906,0,0.360625861868968,0.0907765256882588,0,0,0,0,-0.0727778719708866,0,0,0.207583753508499,0,0,0.0623635894969793,0,0,0.16233601549921,0.214777071610465,0.117411425253656,0,0,0,0.412599108255034,0
X388.HK.EQUITY,0,0.277132952501262,0,0,0.320257508799071,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0507165534835392,0,0,0,0.0239939499827917,0,0,0,0.187566389085904,0,-0.037205755217959,0,0,0,0,0,0,0,0,0,0,0.309746430584583,0,-0.224850773198153,0,0,-0.164213032766796,0,-0.142744247468528,0.279236973588469,0,0,0,-0.0506932980357988,0
