,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.105318772021038,0,0,0,0,0,0,0,0,0.118828325280619,0,0,0,0,0,0,0,0,0,-0.185685819754097,0,0,0,0,0,0,0,0,0,0,0.0567862530739708,-0.282277724693912,0,0.0617548300845977,0,0,0.669079199510719,-0.233992779773863,0.0615736876924913,0.142053216595238,0,0,0,0,0,0,0.214233090638557
X601318.CH.EQUITY,0,0,0,0,0,0,0.113880102072864,0,-3.46944695195361e-18,0.0256532647836136,0,0,0,0.00811576383081281,0,0.0445597251470435,0,0,0,0,0,0,0,0,0.164926177814393,0,0,0,0,0.0511870608657761,0,0,0,0,0,0,0,0.483467361890344,0,0,-0.0430478337930718,0.042808409865926,0,0,0,0,0,0,0,-0.0143403339061823
X601939.CH.EQUITY,0.409539150312138,0,0,0,0.00783478895175633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114129244250492,0,0,0,0,0,0.151119917923924,0,0.0724822830936096,0,0,-0.160481729663327,-0.106887897083943,0,0,0,0.461192742193086,0,0,0,0,0.0871183856260743,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.110224522450151,0,-0.168147177245443,0.0527355474355297,0,0.355596526714897,0,0.371399795643837,0,0,0,0.0806709240440178,0,0,0,0,0,0,0,0,0,-0.0369527731063641,0.0195307108051112,0,0,0,0,0,-0.475777152028361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540558654378896,0,0
X5.HK.EQUITY,-0.123789314882209,0,0,0,0,0,0,0.0851644601094771,0,0,0.0835463932121189,0,0,0,0.0720526815887896,0.2389018854913,0,0,6.93889390390723e-18,0,0.254263730978056,0,0.41254799042284,0,0.00322457727206763,-0.0223274834497701,0,0,0,-0.343128385598777,0,0,0,0,0,0,0,0,0,0,-0.0579906590222648,0.247085009640942,0,0,0,-0.140022677821324,0,-0.251075963034718,0,0.0886416134486154
X601988.CH.EQUITY,0.173633141487804,0,0.0331093884585203,0.623882664447443,0,0,0,0,0,0,0.103984302393888,0,0,0,0.114004341219471,0,0,0,0,0,0,0.0206905958312991,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.179303859002552,0,0,0,0,0,0,0.0794185940219563,0,0,0,0
X600036.CH.EQUITY,0,0.447155267000645,-0.0830740499679838,0,0,0,0,0,-0.00546607163373664,0.50946376474213,0,0,0,0,0,-0.145612245054884,0,0.0460921933177575,0.0620942960089032,0,0,0,0,0,0,0.0826894593414705,0,0.0208107149880936,0,0.361904918671112,0,0,0,0,-0.28092115080823,0,0,0,0,0,0,0.101852595509861,0,0,0,0,0,0,0,-0.105230295330695
X1299.HK.EQUITY,0,0,0.00647491584371128,0,0.0889358458459732,0,0,0,0,0,0,-0.0399229393940378,0,0.0539328407613492,0,0,0.149245409532293,0,0,0,0,0,0,0.043981272515174,0,0.204496328988626,0,0,0,0,0.125111279184839,0.162257537559938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0583794577519418,0,0.0539385162052216,0,0,0,0,0,0,0,0,0,0.32884849001531,0,0,0,0,-0.0237766962419153,0,0,0,0,0.118545928642939,0,0,0,0,0,-0.0584465129791457,0,0,0,0,0,0,0.0447878170091341,0.214994929085417,0.0118092303154184,0,0,0,0,0,0,0,0,0,0.13851466778417,0
X601328.CH.EQUITY,0,0.136657754884115,0.327678807545353,0.0354214223613642,0,0,0.344418759142295,0,0,0,0,0,0,0,0,0,0,0.284854068640225,0,0,0,0.00494540284853264,0,0.023513180167582,0,0,0,0,0,0,0,0,-0.131056680896909,0,0,0,0,0,0,0,0,0,0,0,0.0377449910189293,0,0,0,0,0
