,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X600606.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.10908089204175,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433971035817877,0.362357912143853,0.000158242776184845,0,0,-0.271890647232562,0,0.32537728281334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162340883265665,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.207712257417042,0,0,0,-0.0424846904569062,0,0,0,0,0,0,0,0.0486801410190478,0,0,0,0,0,0,0,0,0,0,0,0,0.0958529730186763,0.0610460313537234,0,0,0,0,0.257633918942433,0,0.170274063705134,0,0,0,0,0,0,0,0,0,0,0.185807889037413,0
X601939.CH.EQUITY,0,0.0684933447058403,0,0.804173077153029,0,0,0,0,0,0.00205414996575197,0,0,0,0,0,0,0.0829095106639153,0.0184495703364205,0.0584006948770651,0,0,0.00323239342719518,0,0,0,0.0104623139426863,0,0,0,0.00997762727723636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.87335966901475,0,-0.0596858734252062,0,0,0,0,-0.00312486720578808,0,0,0,0,0,0.0645589464043248,0.0576402532687534,0.138516668163431,0,0,0,0,0,0,-0.0963850179647074,0.0175457873008621,0,0,0,0,0,0,0,0,0,0,0,0,-0.0112413483379073,0.0154766404980838,0,-0.116407474059909,0,0,0,0,0,0,-0.0288510081985874,0,-0.00178109923822581
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0637935282133617,0,0.379754487880537,0.126937511891127,0,0,0,0,0,0,0,0,0.00193693245537972,0,0,0,0,0,0,0,0,0.0186572173488346,0,0,0,0,0.00669341511203247,0.276451492545473,0,0,0,0,0,0,0,0,0.301239102992399,0.11926224332994,0,0,0,0
X600036.CH.EQUITY,0,0,0.408357945046334,0,0,0,0,0,0.0245910713992872,-0.00634431549246182,0,0,0,0,0,0,0.106654905031055,0,0,0.00503516355043897,0.0125352825238847,0,0,0,0,0.189130652500013,0,0,0,0.124475083807659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,-3.46944695195361e-18,-0.0408742727382873,0.140451646431748,0,0,0,0,-0.069584549144734,-0.0929407987609321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574452266457029,0,-0.116843670129562,0,0,0.019343861210737,0,0,0,-0.0484456212608798,1.08290207278939,0
X1299.HK.EQUITY,0,0,0,0,0.170624915432241,0,0,0,0,0.128576869571685,0,0,0,0,0,0,0,0,0,0,0,0,-0.230799019434321,0,0.00232980065269342,0.408896673664419,0,0.0918701374945772,0.180812875298731,0,0.354467486853983,0.0409784529063653,0,0,0,0,0,0,0,0,0,0,0,0.0310475348983066,-0.138910142225895,0,0.0630295285846087,0,0,0,0
X5.HK.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.12703900519456,0,0,-0.0349522103413823,0,0,0,0,0,0,0.29040864446997,0.320793134611441,0,0,0,0,0,0,0,0,-0.295072553588296,0,0,0,0,0,0,0,0.0477196950185146,0.0212144771765365,0,0,0,0.298300488050091,0,0
X388.HK.EQUITY,0,0,0,0,0.226037142183677,0,0,0,0,0,0,0,0,0,0,0.0253105002570715,0,0,-0.214779228567069,0,0,0,0,0,0.434023539828457,0,0,0.126382130000438,0.0145225189014585,0,-1.38777878078145e-17,0,0,0,-0.0561807300314753,0,0,0,0,0,0,0,0,-0.242729065546176,0,0.0757099503216117,0.155495659314381,0,0,0,0
