,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.550706462911814,0,0,0,0,0,0,0,0.0983479159888549,0,0,0,0.14227405012197,0,0.134916028182936,0,0,0,0,0,0,0,0.000967885220774364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472135673895442,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.106433330293589,0.310365968457304,0,0,0,0,0,0,0,0.262622082417913,0,0,0.0869524190972494,0.0598329438993957,0,2.71050543121376e-20,0,0.00343019902372335,0.0949107162011864,0,0,0,0,0,0,0,0,0.00916588189324274,0,0,0,0,0.0308397121201988,0,0.0104528911129093,0,0,0,0,0,0.0158714013647516,0,0
X601939.CH.EQUITY,0,0,0,0.539430430465654,0,0.0509783973244278,0.125640098552032,0,0,0.0190064332452029,0.0893234464714841,0,0,0,0,0,0,0,0,0,0.0251020420794431,0,0,0,0,0,0,0.201607614954848,0,0,0,0,-0.0203754168007198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.10815106033901,0,0,0.711790420550622,0,0,0,-0.23027823184698,0,0,0,-0.292328898547074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118050475807667,0.00990867432053247,0,0.103769120727275,0,0,0,0,0,0,0,0,0,0,0.105497570296852,0,-0.154178389043452
X5.HK.EQUITY,0,0,0,0,0,0.144131617297498,0,0.353666456431996,0,0.0756197879526485,0.0312930706284832,0,0,0,0,0,0,0,-0.0182098582671623,0,0,0,0,0,0,0.0108891404802585,0,0,-0.159273721710027,0,0,0,0,0,0,0,0.115391692966175,0,0,0.260731437974442,0,0,0,0,0,0,-0.0991571658856653,0,0.0475912738930795,0
X601988.CH.EQUITY,0,0,0.240646854339949,0,0.185816856687883,0,0,0.0968758042754124,0,0,0,0,0,0,0,0.158114432959368,0,0,-0.0568551023267122,0,-0.224304362313337,0,0,0,0.204577698275104,0,0,0,0,0,0,-0.127746833958749,0,0.0286980568367057,0,0,0,0,0,0,0,0.0572123395231089,0,0,0,0,0,0,-0.0155495897019175,0
X600036.CH.EQUITY,0,0.120886329627275,0,0,0,0,0,0,0,0.421895454502875,0,0,0,0,0,0,0.153619092274332,0.059336138736473,0,-0.12985664852391,0,0,0,0,0.0759199869412586,0,0,0,0,0,0.214280108696435,0,-0.0380299837213361,0,0,0,0,0,-0.0692001298790622,-0.165546311314386,0,0.124602474721333,0,0,0.198827010500853,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.19617250744531,0,0,0,0,0,0,0,0,0,0.0109541146534858,0,0,0.138220459240534,0,0,0.0759142460624038,0,0,0,0,0.0231952412490853,0,0,0.0470680554045528,0,0.0995617084722567,0,0,0,0,0,0.463408271216749,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0309246292078382,0,0,0,0,0,0,0,0.132883426081615,0,0,0,0,0.404383769453036,0,0,0,0,0,0,0,0.00350971705710873,0,0,0,0,0,0,0,0,0,0.066833035497702,0,0,0.180056250259501,0,0,0.185602681139905,0,0,0.07340200546558,0.0478367988964932,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.207957412073203,0,0,0,0.417758229706233,0,0,0,0,-0.0416018972469481,0.499199308988189,0,0,0,0,0,0,0,0.0471398902593826,0.147605439835119,0,0,0,0,0,0,0,0,0,0,-0.0366856807032521,-0.0484318366131708,0,0,0,0,0,0,0,-0.116782003806687,0,0,0,-0.12224900900178,0,0,0,0
