,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.338181939799593,0,0.160448143924277,0,0.0776018612828672,0,0,0.220006444745129,0,0.145110977557925,0,0,0,0,0,0,0,0,0,0,0,-0.0763430457289009,0,0,0,0,0,0,0,0.0599670147332463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.425361319117843,0,0,0.20742345302411,0,0,-0.12332912027925,0,0,0.042624037878074,0.00603489293954193,0,0.203902223978676,0,-0.0267568442511464,0,0,0,0,0,0,0,0,-0.00860354152622125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0372170369935896,0,0,-0.0116329333626616,0,0,0,0,0,0,0,0.169308306402555,0,0,0
X601318.CH.EQUITY,0.0856221222104746,0,0,0,0.143602156497193,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0300042356629489,0,0,0,0,0,0,0,0,0,0.182749925678026,0,0,0,0,0.244405416607641,0,0,0,0,0,0,0.0885160936854134,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292186025177688,0.158919612997997,0,0,0.125024831293411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163515326221331,0,0,0,0,0,0,0,0,0,0,0.0382844443837589,0,0,0.0243015310629585,0,0,0,0.109904770095117,0,0.000713486150002658,0.0761810642687948,0,0,-8.67361737988404e-19,0,0,0,0,0
X601988.CH.EQUITY,0,0.00338617465172841,0,0.516422690234523,0,0,0,0,0,0.279452911150447,0,0,0,0,0,0.0696221270446735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164518805859448,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0150977725453818,0,0,0,-2.71050543121376e-20,0,0,0,0,0.351606686846488,0,0.0240579785051101,0,0,0,0,0,0,0,0,0.00661943189975113,0.112363380022723,0,0,0,0,0,0.0324532114570526,0,0,0,0.0498373387403914,0,0,0,0,0,0,0.0531860529671654,0.0682242563387438,0,0,0,0,0,0,0.285736362127535,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.11070143319454,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242738397760823,0,0,0,0.153991204864363,0,0,0.147898659022081,0,0,0,0,0,0,0,0,0,0,0,0.149873577877894,0,0.0294514281585815,0,0
X5.HK.EQUITY,0,-0.215733699599028,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,-0.150510012438363,0,0,0,0,0,0,0,0.668709709594807,0,-0.343459415558907,0,0.787355564231884,0,0,0,0,0,0,0,0,0,0,0,0,0.433720689474751,0,0,0,-0.376949727210369,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127867187592492,0,0,0,0.146676409567573,0.127165015109889,0,0,0,0,0,0.189726784692003,0,0,0,0,0,0,0,0,0,0,0,0.0453892184229746,0,0,0.0275582480898326,0,0,0,0,0.251773260503712,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968780346217729,0.209182866026337,0,0,0,0.0215552346377094,0.504776967612678,0,0,0,0,0,0.161008286482585,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0
X601328.CH.EQUITY,0.238008176208664,0,0,0.0530167520380964,0,0,0,0,0,0,0,0,0.0740779133664015,0,0,0,0,0,0,0.0790680120373368,0,0,0,0,0,0,0,0,0,0.000657326739809033,0.131417704093599,0,0,0,0,0,0.114974213418267,0,0.175728291908637,0,0,0,0.181750184529517,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0283450506984032,0.061377243193377,0,0,0,0.28489195244495,0,0,0,0,0.076540312720473,0,0,0,0,0.0182191401931288,0.0901225546563912,0,0,0.0563831659642336,0,0,0,0,0,0,0,0,0,0,0.163622811336414,0,0,0,0,0.02830095732923,0,0.00188135842968918,0,0,0,0,0,0,0,0.0553066822113329,0,0.118491145988868,0.033671887900561,0,0
X600000.CH.EQUITY,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.270741927212173,0,0,0,0,0,0,0,0,0.200437512262098,0,0,0,0,0,0.23168759930839,0,0,0,0,0,0,0.0068613725056389,0,0,0,0,0,0,0,0,0,0.134781204516222,0,0.122427084669154,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.317090296729577,0,0,0.00165601302693046,0.314258972965837,0,0,0,0,0,0,0,0,0,0,0,0.0491979454745899,0,0,0,0,0.0339568272892493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.00701917379728991,0,0,3.46944695195361e-18,0,0.0965592268688477,0.399765070828399,0,0.0834933930926381,0,0.0432859072900361,0.151214804714796,0,0,0,0,0.0858240033806301,0,0,0,0,0,0,0,0,0,0,0
