,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.48874513302058,0,0,0,0,0,0,0,0.215540181010903,0,0,0,0.137639165171109,0,0.0592878651240484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316665879256347,0,0,0,0,0,0,0,0,0.078049047330097,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.183865227308956,0.187900623675076,0,0,0.00792303372721981,0,0,0,0,0.223410762126533,0,0,0.0656675237021985,0,0,0,0,0,0.147919017386456,0,0,0,0,0,0,0,1.73472347597681e-18,0.165346412715252,0,0,0,0,0.0536440153905048,0,0,0,0,0,0,0,0.0412920568594256,0.0633659997003791,0
X601939.CH.EQUITY,-4.33680868994202e-19,0,0,0.725099460315735,0.031861736177264,0.0537879214484048,0,0,0,0.23424419853975,0,0,0,0,0,0,0,0,0,0,0.0502161913363624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0233082778752406,0,0.0230734302728427,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,-0.180379703409342,0.0847270525611419,0,0.635217287590537,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366528007312392,0.052339927342222,0.0458379059525496,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.119320100012695
X5.HK.EQUITY,0,0.0653699292972533,0,0,0,0.146613807299418,0,0.313361483638806,0,0,0,0,0,0,0.0102655385181209,0,0,0,0,0,0,0,0,0,0,0.0110345939494457,0,-0.181638095046828,0,0,0,0,0,0,0,0,0.116733369241288,0,0,0.287745617005967,0,0,0,0,0,-0.0867474727946437,0,0,0.0543163698924726,0
X601988.CH.EQUITY,0,0,0.0375398297395354,0,0.268103261574548,0,0,0.0509371902111143,0,0.0632490855538515,0.179902681201474,0,0,0,0,0.164458651678313,0,0,0,0,-0.0818578869140665,0,0,0,0.137798494409801,0,0,0,0,0,0,-0.194135602461795,0,0,0,0,0,0,0,0,0.0721474527531498,0,0,0,0,0,0,0,-0.0247463321833735,0
X600036.CH.EQUITY,0,0.111670140836121,0,0,0,0,0,0,0,0.396300208232177,0,0,0,0,0.0412015629661084,0,0.160809320582293,0,0,-0.109479643625542,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.20976422934674,0,0,0,0.0419249753129559,0,0,-0.0292759877816603,0,-0.112657619652513,0.0720651841133678,0,0,0.201619176015428,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.191339290086823,0,0,0,0,0,0,0,0.0897932681319254,0,0,0,0,0.193728655110951,0,0,0,0,0,0,0,0.031663551024464,0,0.084949122438208,-0.209887266957552,0,0.069785404948722,0,0.058213479171611,0,0,0,0.409093625651515,0,0,0,0,0,0,0,0,0,0,0,0,0.0586701697072645
X601628.CH.EQUITY,0,0.109960232072739,0,0.00633304826103108,-0.0905906381429848,0,0,0,0,0,0,0.0298233251193814,0,0,0,0,0.180301365781163,0,0,0,0,0,0,0,0,0,0,0.0153077745784844,0,0,0,0,0,0,0.425356049771346,0,0,0,0,0,0,0.202370547012509,0,0.0851526505775019,0.0701374269333598,-0.0203558772788207,0,0,0,0
X601328.CH.EQUITY,0,0,0.0858698744760092,0,0,0,0.397742351584131,0,0,0,0,0,0.434575561233717,0,0,0,0,0,0,0,0.151515692681408,0,0.237590386799769,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.113925696411343,0,0,0,-0.066648814951113,0,-0.12588325541224,0,0,0,0,0,0,0,-0.139554713743037,0,0,0
X601166.CH.EQUITY,0.160794309838616,0,0.0287361702780468,0.271066008036022,0,0,0,0,-1.73472347597681e-18,0.123273318851445,0,0,0.156727767217011,0,0,0,0,0,-0.00247312139891609,0.0858679554140311,0,0,0,0,0.0602810210488583,-0.0624829839373308,0,0,0,0,0,0,0,0,0,0.115275286735864,0,0,0,0,0.0729371706542774,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0502287068753454,0,0,-0.16206141828552,0,0,0,0,0,0,0,0,0,0,0.00501032544073122,0,0,0,6.93889390390723e-18,0.0163185759023892,0,0,0,0,0,-0.0600765369991565,0,0,0,-0.00513425088955827,-0.00224490610729843,0,0,0,0.0357983952542502,-0.0600259445388398,0,0.131801170969009,0,0,0,0.380042583315756,0,0,0.110755313765691,0,0,0,-0.222655962145357
