,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00995217376975906,0.564810770433256,0,0,0,0,0,0,0,0.142166103251305,-0.0172816261956554,0.0917843253145201,0,0,0,0,0,0.0218989576632383,0,0,0,0,0,0.0594164458249894,0,0,0,0,0,0,0,-0.00878872390118778,0,0,0,0,0,0.104470927576338,0,0,0,0,0,0.00632814758245143,0,-0.0644265122594992,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0
X601939.CH.EQUITY,0.236685381153326,0,0,0.531646316497713,0,0,0,0,0,0,0,0,0,0,0,0.0389773213903908,0,0,0,0,0,0,0,0,0,0,0,0.0433626926669002,0,0,-0.0196386734949072,0,0,0,0.0959851679798721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.209763267635768,0,0.2241760412668,0,0,0.0593458894286548,0,0,0,0,0,0,0,0,0,0,0,0,0.139059398226882,0,0,0,0,0,0.0471056727511427,0,0,0.123883550740735,0.0649122623092833,0,0,0,0,0,0,0,0.0103868628566235,0,0,0.0578708902765222,0,0,0,0,0,0,0,0,0,-0.10867505527171
X5.HK.EQUITY,0,0.0595951943718797,0,0,0,0,0,0.31210789267209,0,0,0,0,0,0.0993457401660693,0,0.406792915606209,0,0,0,0,0,0,0,0,0,0,0,0,0.365804285854928,0,0,0,0,0.155514499334212,0,0,0,0,0,0,0,0,0,0,0,-0.27684735250158,-0.0939550417124692,-0.184021140868088,0.0202798936748304,0
X601988.CH.EQUITY,0.256896549433941,0,0,0,0,0,0,0,0.0820535020985375,0,0,0,0,0.184380407556589,0,0.00446849879784776,0,0,0.0148871028319004,0,0,0.391723155078965,0,0,0,0,0,0,0.0536808503491335,0.0521350142419106,0,0,0,0,0,0,0,0.0543325327377614,0,0,0,0,0,0,0,0,0,0,-0.0301959022150631,0
X600036.CH.EQUITY,0,0,0,0,-0.0242275214398802,0,0,0,0.0430145400622448,0,0,0,0,0,0,0,-0.0167403798355086,0,0.0285062809639651,0,0,0,0,0,0.72511385794293,0,0,0.0407759534920123,0.106835429748463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702226704071545,0,0.0668415002886477,0,0,0,0,-0.00552265023572884
X1299.HK.EQUITY,0,0,0,0,0.227178768095855,0,0,0,0,0,0,0,0.155731252436736,0,0,0,0,0.125158677463972,0,0,0.115470088371582,0,0,0,0,0,0.0346880254160693,0,0,0.089277874561602,0,0.0498409579763022,0,0.184336459462887,0,0,0,0,0,0,0,0,0,0,-0.113640361844415,-4.33680868994202e-19,0,0,0,0.0580274537078126
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171231711644662,0,0,0,0.115788676981053,0,0,0,0,0,0,0.260403007588496,0,0,0,0,0,0,0,0,0.228194589746757,0,0,0,0,0.0669998451034263,0,0,0,0.00600791337743191,0,-0.00595731880484197,0,0,0,0,0.202637665937841,0,0,0,0,0,0.0022817462317098,0,0,0,0.0288017682020366,0
X601166.CH.EQUITY,0.166853715244873,0,0.18291188883257,0,0,0,0.130524300245167,0,0.00641203524378426,0,0,0,0,0.176280634850902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104050353613202,0,0,0,0,0,0,0.0832283903118306,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.227535831250378,0,0,0,0,0,0,-0.0264324997164614,0,0,-0.00294690425002612,0,0,0,-0.0099931544303616,0,0,0,-0.0750391971796237,0,0,0.135931016421074,0.343090313545099,0.273362778266144,0.175015587064143,-0.164747973327632,0.0478073243552875,0.136047973083902,0,0,0,0,0,0.0722737690479205,0,0,0,0,0.102531439609875,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124146934450172,0.402531556291479,0,0,0,0,0,0,0,0,0,0.259466055191948,0.360221418950309,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.182886866179741,0.0802155216335934,0.0830959478721213,0.0447575105969444,0,0,0.0109966573452364
X600000.CH.EQUITY,0,0,0,0,0.0258249512643285,0,0.277623004174723,0,0,0,0.217158307278845,0,0.0776449660704252,0,0,0,0.112527383681907,1.38777878078145e-17,0,0.0553867711826144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116449826801605,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.255123336842898,0,0,0,0.139197322925742,0,0.122030357661211,0,0,0,0,0,0,0,0,0,0.306918789905817,0,0,0,0,0.210672374222967,-0.262628525247883,0,0,0.557804435628154,0.160466124598565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0500719321543248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615088948388867,0.0486243083449616,0.115112750420699,0.00990094187475734,0,0.675182874613228,0,0,0,-0.0365798455426624,0,0.126110874872935,0,0,0,0,0,0,0,0.151554821185979,0
X2388.HK.EQUITY,0,0,0,0,0.250231401068644,-0.129345433612007,0,0,0,0,0,0,0.00115403416559855,0,-0.23579911153527,0,0,0.348313348086947,0,0,0,0,0,0,0,0.296297635667443,0.214096856019899,0,0,1.73472347597681e-18,-0.327700723816009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150455537731108
X388.HK.EQUITY,0,0,0,0,0,0,0,0.276080372202479,0,0,0,0,0,0.373189951504865,0,0,0.0381876927834025,0,0.14489149023287,0,0,0,0,0,0,0.186750108290681,0.0871120972871817,0,0,0,0.083114870111227,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128549183942101,0,0,0,0
X601601.CH.EQUITY,0.106211700945251,0.0663345681455186,0,0,0,0,0.169975805515702,0,0,0,0,0,0,0,0,0,0,0.0345356105336219,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155852316181882,0,0,0,0.114000270407252,6.93889390390723e-18,0,0.0156745240607709,0,0,0,0,0,0,0,0,0,0.277711659457276,0,0
X267.HK.EQUITY,0,0,0,0,0.0548250942406508,0,-0.290767564147458,0,0,0,0,0,0,0,0,0,0,0.148662923150468,-0.2788307938149,0,0,0,0,0,0,0,0,0,0.105708880729707,0,0.20697814213048,0,0,0.113747501304384,0,0,0,0,0.402380949876101,0.152914301806732,0,0,0,0,0,0.514464350091477,0,0,0.0451804429997102,0
X688.HK.EQUITY,0,0,0.11032495868502,0,0,0,0,0,0,0.0721332887316471,0,0,-0.0461083909743674,0,-0.0791626013636113,0,0,0,0,0,0,0,0,0,0,0,0.490934122331384,0,-0.0466711361883512,0.0862272466908019,0,0,0,-0.039347231247271,0.0615424924780196,0,0,0,0,0,0,0,0,0,0,0.183886146583368,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.153118390847872,0.231118972426109,0,0,0,0,0,0,0,0.0117354950206166,0,0,0,0,0,1.73472347597681e-18,-1.73472347597681e-18,0,0.0956579670505193,0.00505465743862774,0,0,0,0,0,0,0,0,0,0.0569737411842935,0,0,0,0.346900139289623,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0308211703986368,0.058103349085617,0,0,0,0,0,0.43888205726748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422583736733943,0,0,0,0,0.0763638641024619,0,0,0,0,0,0,0.154073660420429,0,0,0,0,0,0,0
