,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.47671695023848,0,0,0,0,0,0,0,0.297783899105412,0,0,0,0.159749843150035,0,0,0.0440862788946135,0,0,0,0,0,0,0,0,0,0,0,0,0.0434389760235291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830945094228952,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.132514802498047,0.254875281056262,0,0,0,0,0,0,0,0,0.288984955392613,0,0.0811119426947435,0.0435354393682141,0,0,0,0,0.0971756392690069,0,0,0,0,0,-0.0111475157592737,0,0,0,0.0603058506300549,0,0,0,0.0234267428091298,0,0,0.0157841136311599,0,0,0,0,0.0303908012958519,0.00282020630181066,0
X601939.CH.EQUITY,0,0,0,0.709798775461414,0.0319948210285336,0.0528875958378296,0,0,0,0.243649306424731,0,0,0,0,0,0,0,0,0,0,0.0476600611854307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223710538359328,0,0,0.0226225816495072,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.115692288953971,0,0,0.560511028871405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11189272502235,0.138948016585939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124054241556592
X5.HK.EQUITY,0,0,0,0,0,0.149985609981355,0,0.300970673937394,0,0,0,0,0.0432293410881902,0,0,0,0,0,0,0.0206315049079695,0,0,0,0,0,0.0145726959235026,0,-0.139970598783674,0,0,0,0,0,0,0,0,0.109302999706173,0,0,0.282315354460199,0,0,0,0,0,0,-0.0573421679774623,0,0.0584834740833399,0
X601988.CH.EQUITY,0,0,0.0525550432336574,0,0.206118180180169,0,0,0.111964339361061,0,0.0777789065957967,0.183083182721486,0,0,0,0,0.179303018595126,0.0455301649015006,0,0,0,-0.0958860345600623,0,0,0,0.104966754329598,0,0,0,0,0,0,-0.187194988950849,0,0,0,0,0,0,0,0,0.0624912642945554,0,0,0,0,0,0,0,-0.0201843501710735,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.42935525984542,0,0,0,0,0,0,0,0.185094117776144,0,-0.110479300037258,0,0,0,0,0.210737127077086,0,0,0,0,0,0.177376370463382,0,0,0,0,0,0,-0.0189997087458108,0,-0.196214434071723,0.14516337636535,0,0,0,0.128308494150547,0,0,0,0,-0.0178612545434878
X1299.HK.EQUITY,0,0,0,0,0.194424196188144,0,0,0,0,0,0,0,0.0915375513326188,0,0,0,0.195214693939381,0,0,0,0,0,0,0,0,0.0311922991231491,0,0.0835046014904946,-0.208141313308659,0,0.0684481985979379,1.73472347597681e-18,0.0575122400834897,0,0,0,0.399486368463302,0,0,0,0,0,0,0,0,0,0,0,0,0.0570991040386067
X601628.CH.EQUITY,0,0.125733244782432,0,0.00170333665606479,-0.0907652260341342,0,0,0,0,0,0,0.0232564446857452,0,0,0,0,0,0.193641224543687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407556300545161,0,0,0,0,0,0.203833346860074,0.0662192879770934,0,0.0781416119240019,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.153481566764758,0,0,0,0.383096148800419,0,0,0,0,0,0.464959101668551,0,0,0,0.0411376325720735,0,0,0,0.0891448999039548,0,0.20400053264877,0,0,0,0,0,0,0,-0.0111047155242798,1.73472347597681e-18,-0.0730933608595637,0,0,0,0,-0.0831509407149272,0,0,-0.0720601176053822,0,0,0,0,-0.120625927475704,0,0,0,0
