,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.133822680644372,0,0.110767895278226,0,0.0698827653026955,0,0,0.333918121711759,0.0505185958297771,-5.55111512312578e-17,0,0,0,0,0,0,0,0.123657116301342,0,0,-0.0722473879624188,0,0,0,0,0,0,0,0,0.19613313340645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.395924003671647,0,0,0.0517754116878621,0,0,-0.0805262504080363,0,0,0,0,0,0.489449901126491,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684940059824896,0,-0.0304898317600388,0,0,3.46944695195361e-18,0.0848782973076755,0,0,0,0,0,0,0,0,0.0076384874818088,0,0,0,0,0,0,0,0,0.0315204400821173,-0.103511190523418
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0421753457074601,0,0.0228730781609813,0.303971564326777,-2.16840434497101e-19,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978477074194681,0,0,0.112967162482402,0,0,0.0819791146277936,0.207968159977971,0,0,0,0
X601288.CH.EQUITY,0.38537886704649,0.00419175335707147,0,0,0.345541374263175,0,0,0,0,0,0.100047887391054,0,0,0,0,0.0613689000017263,0,0,0.0616467615288856,0,0,0,0,0,0,0,0,0,0,0,0.0135391254127221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375758707129741
X601988.CH.EQUITY,0,0,0,0.358720411733146,0,0,0,0.0167715746611161,0,0,0.221728629768027,0.0990693751765922,0,0.102149883436127,0,0,0,0,0.166681041202431,0,0,0,0,0,0,0,-0.0306731729530905,0.0357824000642377,0,0,0,0,0,0,0,-0.0205204584370594,0,0,0,0,0.0569053503020998,0,0,0,0,0,0,0,0.0179304770844209,0,0
X600036.CH.EQUITY,0,0,0.0208627643024733,0,0,0,0,0,0,0,0,0.41351204566421,0,0,0,0,0,0,0,0,0,0.0528916386922198,0,0,0,0,0,0.131903969517757,0,0,0,0,0,0,0,0,0.0824452417401594,0,0,0,0.0590567091599964,0,0,0,0,0,0,0,0,0.259886581107176,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0130491882442701,0,0,0,0,0,0,0,0,0.00868983368542636,0.324592083394034,0,0.0702099458809821,0,0,0,0.0641126529186419,0,0,0,0.196656010753091,0,0,0,0,0,0,0,0,0.168123072326679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320683925689115,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406098311769424,0,0,-0.536027980084694,0,0,0.810581228510988,0,-0.833264075721164,0,0,0.635740050119202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154790668610357,0,0,0,0,0.255043646812486,0.0306723385448793,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.407166951247691,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0502374859510875,0,0.284474156264618,0,0,0,0,0,0,0,0,0,0,0.0128780670104705,0,0,-0.0480026424175456,0,0,0,0,0.129798152686574,0,0,6.93889390390723e-18,0,0,0,0
X601658.CH.Equity,0,0.090167073725583,0,0.219256233012537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052844968887818,0,0.367344106146435,0.506016635153212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266847348714471,0,-0.638278121028229,0,0
