,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.213314323446798,0,0,0,0,0.0993026628066782,0,0,0,0,0,-0.216837625962216,0,0,0,0,0,0,0,-4.33680868994202e-19,0.222593078804701,0,-0.340864048455318,0,0,0,0.598446380854706,0,0.0359416454097505,-0.248317061337946,0,0,0,0,0,0,0,0.263558887559609
X601318.CH.EQUITY,0,0,0,0,0,0,0.135941019406001,0,0,0.032965022659895,0,0,0,0.0663010885851617,0,0.0176457780706889,0,0.140201041776513,0,0,0,0,0,0,0.0257845258886447,0,0,0,0,0.0826243450404052,0,0,0,0,0,0,0,0,0,0.552020239251108,0.0390121663797592,-0.0676273064715184,0,0,0,0,-0.0492161363083363,0,0,-0.04572707256316
X601939.CH.EQUITY,0.237167657819478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102306335363574,0,0,0,0,0.0684697417151961,0,0.0277304317505764,0,0,0,0,0,0,0.34449396617127,0,0,-0.00162011677994281,0,0.118384168267104,0,0,0,0,0,0.0107811135012257,0
X601288.CH.EQUITY,0,0.0447191079278222,0,0,0,0.239850780052915,0.0657379127687963,0,0,0.00149231747177479,0,0,0.101980317389601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230896525562649,0,0,0,0,0,0,0,0,0,0.0451772400593522,0,0,0.0940470217573405,0,0,0,0,0,0,0,0.117618319481274,0,0.141857388712516
X5.HK.EQUITY,-0.146871377266837,-0.293559713559372,0,0.173604295321682,0,0,0,0.0377010753055551,0,0,0,0,0,0,0,0.263721615230508,0,-5.42101086242752e-20,0,0.0939598967082426,0.166038925697385,0,0,0.430673334487509,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194778195483122,0,0,0,0.208861155056521,0,0.00669865002405283,0,0,-0.0300067324342498,0,0,0,0.0556164736324361
X601988.CH.EQUITY,0.192248765000707,0,0.00813028150651011,0.611899448771626,0,0,0,0,0,0,0.107752399245509,0,0.152592356352601,0,0,-0.0903543570584261,0.0989314557448813,0,0,0,0,0.0217450336236974,0,0.0370909839558663,0,-0.0225772465566905,0,0,0.0102907165794678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.563605385602811,0.0028436365599451,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0957313308715989,-0.139686639600205,0,0,0,0,0,0,0,0,0,0,-0.0012179696485476,0.277053916346137,0,-0.13717042821523,0,0,0,0,0,0,0,0,0,0,0,0,0.174114317550528,0,0,0,0,0,0.137118166740857,0,0,6.93889390390723e-18
X1299.HK.EQUITY,0,0,0.00153093863327291,0,0,0,0,0,0,0,-0.0879065162001095,0,0,0,-1.73472347597681e-18,0.0643871543572814,0.276323541910281,-0.058071397958896,0,0.049173985870726,0.292102365003483,0,0,0,0,0.233554670162241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193170257082418
X601628.CH.EQUITY,0,0.184761883290246,0,0.000438295200384409,0,0,0,0,0,0,0.01434514297977,0,0.0261572694689831,0.268838451693678,0,0,0,0,0,0,0,0,0,0,0.0997298214997001,0,0,0,0,-0.0427320563132693,0,0,0,0,0,0,0.0233828805186592,0,-0.0603583451638319,0.170137943276424,0,0,0,0,0,0,0,0,0.107586408253087,0
X601328.CH.EQUITY,0,0.353451660074078,0.316513687391811,0.20961326745765,0.0961612761024325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173708700089156,0,0,0.333226883207589,0,-0.124582255388412,-0.0419439162122909,0,0,0,0,0,0,-0.0328244473047471,0,0.06472749322734,0,0,0.0242510668742315,0,0,-0.0870990048698453,0,0,-0.373279081965488,0
