,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,-0.127857839201884,0,0,0,0,0,0,0,0.153413163708048,-0.0786273080325581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745252805904605,0.155362386496177,0,0,0,-0.213861443213019,0,0,0,0,0.569924842322887,-0.062356281939007,0.0766410708466881,0,0,0,0,0,0,-0.0329163617090963,0.10416647163573
X601318.CH.EQUITY,0,0,0,0,0,0,0.0472563901664297,0,0.169108227858024,0.0261529834409013,0,0.0473155371451748,0,0.237981582599547,0,0,0,0,0,0,0,0,0,0.116686454885672,0,-3.46944695195361e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.128787648346588,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410443564262726,-0.0866939657800689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302913709150889,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0863934591774869,0,0,0,0,-0.238923501307056,-0.143363200116355,0,0,0.532476141172467,0,0,0,-0.0275884323169747,0.131106059226437,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0316885954882504,0,-0.117263691005461,0.131045950556385,0,0.557288001801762,0,0,0,0.0877743584797781,0,-0.206774229645474,0,0,0,-0.0644800245149742,0,0,0,0,0,0,0,0,0,-0.791385152199009,0,0,0,0,0,0,0,0,0,0,0.388171215733244,0,0,0,0,0.212211512822714,0,0,0
X5.HK.EQUITY,-0.215831421909585,-0.154315859307992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287026859465256,0,0,0,0.237522648153475,0.0749303208631068,0,0,-4.33680868994202e-19,0.435670316078307,0,0.00627330388125373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109415735422612,0,0.232721693821172,0,0,0,-0.0300916222341776,0,-0.0274541230822628,0.0533628843049692
X601988.CH.EQUITY,0.137142311174554,0,0.0151189534107835,0.399108654485334,0,0,0.0352444761669205,0,0,0,0.177726379594418,0,0,0,0,0,0.196928156175253,0.148920173823076,0,0,0,0.0352886371626061,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0892336175095144,0,0,0,0.123106154702405,0,0,0,0,0.0907760617120861,0.162614711632727,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0447934745799938,0,0,0,0.592282647961905,0,0,0,0,0.104990190921557,0,0,0.243766284672599,0,-0.106343652337861,0,0,0,0,0.055510314993458,0,0,0.0144879928403152,0,0.337711195772463,0,-0.183442973508808,0,0,0,0,0,0,0,0.0121622773828342,0,0,0,0,0,0,-0.216758610831305
X1299.HK.EQUITY,0,0.0923653151198246,0.0139362230462565,0,0,0,0,0,0.0248315951681867,0,0,0,0,0.144021009896319,0.222463019040436,0,0,0,0,0,0,0,0,0,0,0.0237242409882187,-0.00253848526496104,0,0,0.0207304811349879,0,0.304971059409798,0,0,0,0,0,0,0,-0.104673617257291,0,0,0,0,0,0,0.0777980283001452,0,0,0
X601628.CH.EQUITY,0,0.0323375346580125,0.00606564424062241,0.0454417976240207,0,0,0,0,0,0,0.0157566470212562,0,0,0.326614317256125,0,0,0,0,0,0,0,0,0.0763848248609015,0.0073776030142608,0,0,0,0,0,0,0,0,-0.0460534324306886,0,0,0,0.055643845096711,0.230342365914951,0,0,0,0,0,0,0,0.131480713562321,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.608273436928963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279069967100185,0,0,0,0,0.0522835546741414,0,0,0,0,0,0,0,-0.0361304163386364,0,0,0,0,0,-0.0559085468245507,0,0,0,0,0.0428304339886548,0,0,0,0,0
