,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.370168941779445,0,0,0.0995099315430203,0,0.319693300624695,0,0,0.0923651186713542,-1.73472347597681e-18,0,0,0,0,0.0891798964151838,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0162654071300937,0,0,0,0,0,0,0,0,0,0,0,0.00697451705235635,0,0,0,0
X601939.CH.EQUITY,0.423636967626492,0,0,0.0418066950418818,0,0,0,-0.115319564897913,0,0.0455232123237922,0,0,0.431138034142834,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.0504244629272253,0,0,0,0,0,0,0,0.0482607843409096,0,0,0,0,0,0,0,0,0,0,0.0271159581705194,0,0,0.0390153147799763,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0
X601288.CH.EQUITY,0.399010582255572,0,0,0,0.342955303793958,0,0,0,0,0,0.102487994775711,0,0,0,0,0.0505498124880198,0,0.0713225656310452,0,0,0,0,0,0,0,0,0,0,0,0.00754389031439408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307426835391914
X601988.CH.EQUITY,0,0,0,0.28072929516415,0,0,0,0,0,0.00353714423313092,0,0,0,0.00643857454480983,0,0,0,0.137542342773974,0,0.135427623670038,0,0,0,0,0,0,0,0,0,0,0.0682758835354136,0,0.00943215384547319,0,0,0,0.0419713421912445,0,0,0,0,0,0,0,0.172238344533943,0,0.139444877035597,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0897661906138244,0,0,0,0.0448709344430967,0,0,0,0,0,0,0.47981570105802,0,0.0214326814981808,0,0,0.457739503907996,-0.400194045578389,0,0,0,0,0,0,0,0,0.0418670933287611,0,0,0,0,0,0.33766999358276,0,0,0,0,0,0,0,6.93889390390723e-18,0
X600036.CH.EQUITY,0,0,0.0517896924569395,0,0,0.0830580569102451,0,0.0579704504947797,0,0.0133381276825491,0,0.346659023220639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921970781271896,0,0,0,0,0,0.0927106956621277,0,0,0,0,0,0,0.0518746263915736,0,0,0,0,0,0,0,0,0.246026145900459,0.0067340386458453
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180146012788435,0,0.0174293662726691,0,0,-1.38777878078145e-17,0,0,0,0.330897304565447,0.00695822406463029,0,0,0,0.0970886013472244,0,0.0641592244156955,0,0,0,0.18683062397183,0,0,0,0,0,0,0,0,0,0.168030148373581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0584987113190277,0,0,0,0,0,0,0,0,0,0,0.0781048637786212,0,0,0,0,0,0.211748817359462,0,0,0,0,0,0.176533735513814,0,0,0,0,0,0,0.0337135931930007,0,0,0,0.0557575783420634,0,0,0,0,0.176021428612968,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799437208965731,0,0,0,0,0,0,0,0.361951774653471,0,0,0,0,0,0,0,0,0.0943783726888214,0.0908307216537598,-0.519059203366625,0,0,0,0,0.812551510102504,0,0,0,-0.192205501947628
