,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.046027533590756,0,0.0869268659087176,0,0,0,0,0,0,0,0,0,0,0.0412325950575243,0,0,-0.259170600440691,0,0,0,0,0,-0.173364507183009,0,0,0,0.824136370182157,8.67361737988404e-19,0,0,0,0,-0.0286931761506866,0,-0.0114573047412931,0,0,0,0.174867557241348
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.220748934237877,0.0173825498273915,0,0,0,0,0.0610284713210685,0,0,0,0,0,0.0249496000693716,0,0,0,0,0.0250558284767559,0,0,0.0763881371131931,0.0204454900721751,0,0,0,0,0,0.271718161060352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.134580461889414,0,0,0,0.0811239413700807,0,0,0,0,0.00612321421221317,0,0,0,0,0,0,0,0.125576068861482,0,0,0.021261419972597,0,0,0.0528027634850281,0,0,0,0,0.0370059160830129,0.0705195275402533,0,0,0,-0.272076750916298,-0.142065565095771,0,0,0.206831295862869,0,0.474522267151332,0,0,0.115553102130578,0,0,0,0,0,0,-0.0927112266908289
X601288.CH.EQUITY,0,0,0,0,-0.0743781896148747,0,0,-0.637218540027072,0.276564561195554,0.131727994548459,0.518299904056101,0,0,0,0,0.311133073116752,0,0,0.22343093125807,0,0,0,0,0,-0.469551007892395,0,0,0.00376640094924977,0,0,0.121883662699843,-0.688228590115726,0,0,0,0,0,0,0,-0.416423135271593,0,0.256124539637797,0,0,0,0,0.437993312694074,0,0,0
X5.HK.EQUITY,-0.0652520246392013,-0.0670788831840822,0,0,0,0,0,0,0,0,0,0,0,0,0.51713603273161,0,0,0,0.406367625763379,0,0,0,0,0.0663276527354233,0.169809300064536,0,0,0,-0.0794867417614522,-0.111335010278215,-0.0927232815958684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234902130048732,0,0,-0.110176647129377,0,0
X601988.CH.EQUITY,-0.343945904329575,0,0,-0.0185851615605297,0.486736745139362,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.00777619244545508,0.72549049029722,0,0,-0.0779725394411448,0,0,0,0,-0.584859728744911,0,0,0,0,0,0,0,0,0,0,0.161549721490277,0,0.142098425196353,0,0,0,0,0,0,-0.0341722144486722
X600036.CH.EQUITY,0,0.333001893027184,-0.0817349355704092,0,0,0.00655172862924058,0,0,0,0,0,0.625944195295478,0,0,0,0,0.00631845158025169,0,0,0,-0.17937966984031,0,0,0,0.159282196936656,0,0,0.0131990211509371,0,0,0.0396568501220443,0,0,-0.0308772773765896,0,0,0,0,0,0,0,0,0,0,0.110258118729306,0,0,0,0,-0.441421364610887
X1299.HK.EQUITY,0,0,0,0,1.38777878078145e-17,0.0121779998348536,0,0,0.0807689869805837,0,0,-0.0892587065886113,0,0,0.0515370564042361,0.106105070458516,0,0,0.165531190063722,0,2.16840434497101e-19,0,0,0,0,0.146058257698024,0,0,0,0,0,0,0.181681189333729,0,0,0,0,-0.0405670722856971,0,0,0,0,0.149418008038219,0,0,0,0,0,0.0144755965663766,0
X601628.CH.EQUITY,0,0.145925676751215,0.0445314006366982,0.0910406345758888,0,0,0,0,0,0,0.0300302517873366,0,0.332684902842662,0,0,0,0,0,0,0,0.0838025187452684,0.0382761338489094,0,0,0,1.73472347597681e-18,0,0,0,0.027068049808876,-0.0526355054488024,0,0,0,0,0.146094401870943,0.206173513726163,0,0,0,0,-6.93889390390723e-18,0.0207720005613489,0,0,-0.183314629895649,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.57787351232508,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.00848333229607154,0,0.12623639929811,0.282349662496428,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686015672898215,0,0,0,-0.129284068859403,0,0,0.0223799512070746,0,0,-0.0132278661727027,0
