,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,macro_return_add
X601398.CH.EQUITY,0,0.143954594482265,0,0.0166276567545126,0,0,0,0,0,0,0.283035921561561,0.244482698855536,0,0,0,-0.0962308063219109,0,0,0.0178915889259753,0,0,0,0,0,0,0,0,0,0,0,0,0.265287947286086,0.0253176710708175,0,0,0,0,0,0.0408272201668033,0,0,0.0614911299106851,0,0,0,0.0203451201617412,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0
X601939.CH.EQUITY,0.473978802525672,0,0,0,0,0.184222302622832,0,0,0,0,0,0,0,0.0612287802519826,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370526574705069,-0.115393421568566,0,0,0.049043035516209,0,0,-0.0446092146346759,0,0,0,0
X601288.CH.EQUITY,0.565653178137207,0,0.130001431423561,0,0.125553166299742,0.069767401688838,0,0,0.0238494879573004,0,0,0,0,-0.0529706180479456,0,-0.0294351720471099,0,0,-0.0387299465069103,0,0,0,0,0,0,0,0.0583535461924925,0,0,0,0,0,0,0,0,0.0513663513833443,0,0.0269457924641846,0.211013549201177,0,0,0,0,0,0,0.0201267996491777,0,0,0,0
X5.HK.EQUITY,0,0,0.208585610272639,0.056820249530749,0,0,0,-0.119941584230978,0,0,0.103076876768849,0.215708424803037,0,0,0,0,0,0.653515546598183,0,0,0,0,-0.116638362186485,0.0297828785648143,0,0,-0.154618404288217,0,0,0,0,0,0,0,0,0.0279072806004358,0,0,0,0,0,0,0,0,0,0.181297267175885,0,0,0,0
X601988.CH.EQUITY,0.0865955221310595,0.00340898251077359,0.135113439514698,0.169127011146288,0,0,0,0,0.137569098575514,0.114966997970891,0.124528553102686,0,-0.310271478492934,0,0,0,0,0,0,0,0,0.238395278649962,0,0,0,0,0.0794089208562643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175228827413076,0.00780556384342939
X600036.CH.EQUITY,0,0.274961397146545,0,0,0,0,0,0,0,0,0,0.0880020177122981,0,0.180648843010644,0,0.106680833738692,0,0,0,0.00290655295465876,0,0,0,0.0818139148484415,0,0,0,0,0,0,0,0,0.166425417996723,0,0,0,0,0,0,0.0878374203098982,0,0,0,0,0,0,0.0635870703279117,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129120171589329,0,0,0,0,-0.0165939867992784,0,-0.0323936845457971,0,0,0.225680065584572,0.259458422170809,0.19725943498697,0,0,0,0,0,0,0,0.0957918323341966,0,0,0.0238157235562232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.115188509067216,0.383816472004894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847105942292835,0,0,0,0,0,0,0,0,0,-0.0361476338589062,0,-0.247887152359746,0,0.0852317630589828,0,0,0,0,0,0,0,0.246546879621759,0,0,-0.0921087444629739,0.110017606739116,0,0,0,0.153013704045964
X601166.CH.EQUITY,0.168409183410401,0,0,0,0,0.124204215865092,0.155174339606214,0,0,0,0,0,0,0.136999491754668,0,0.492514272058573,0,0,0,0,0,0,0,0,0.10319596510528,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346564031406489
