,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.221900006097785,0,0,0,0,0.384156075089483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265339794561893,0,0,0,0,0.0179380846852433,0,0,0.0897737677678584,0,0.0659331463039834,0,0,0,0,0,0,0,0,0.0131748460868484,-0.00787285080976154,0,0,0,-0.0983709015910308,0,0
X601318.CH.EQUITY,0,0,0.0291760248103672,0,0,0,0,0,0.222195872520885,0,0,0,0.262699674922474,0,0.101182117950434,0,0.00855506940238133,0,0.042192231178384,0,0,0.167657365698707,0,0,0,0,0,0,0,0.195840074982439,0,0.0196648581012085,0,0,0,0,0,0,0.0681412008362789,0,0,0,0,0,0,-0.0927058282455553,0.0706899149836907,0,0,0,-0.0156771557119572
X601939.CH.EQUITY,0.510665266483768,0.0578642777085513,0,0,0,0,0,0,0.150485647244558,0,0,0,0,0,0,0,0,0.0749048245231335,0.117495539730428,0,0,0,0,0,0,0,0,0.341933309142585,0,0,0,0,0.137579923916731,0,0,0,0,0,0,0,0,-0.138914791675479,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.166504092204393,0,0,0,0,-0.0733535232646574,0,-0.027041817181403,0.0700037194598437,0,0,0.118803264829401,0,0,0.0526210460222222,0,0,0,0,0,0,0.440026939572125,0,0.108152825994712,0,0,0,0,0,0,0,0,0,0,-0.102929436272676,0,0,0,0,0,0,0,0,0,0,0,-0.0580175791145055
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0699201808254309,0,0.263196255460345,0,-0.0741810256420202,-0.0388678638606303,0,0,0,0,0,0,0,0,0,0,0.173673389054787,3.46944695195361e-18,0,0,0,0.0250625529113739,0,0,0,0.160167393463015,0,0.0408791354663967,0,0,0,0,0,0,0.202430969866964,0,0,0.223397222021319,0,0,0,0.151571922033171,0,0
X601288.CH.EQUITY,0,0,0.100439867633227,0,0,0,0,0.563698609760145,0,-0.0665894937704023,0,0,0,0,0,0,0,0,0.0169103844398842,0,0,0,0,0.125972667693208,0.057064983708651,0,0,0.122952369871255,0,0,0,0,0.0231605599115744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169041704180457,0.00370523715750702,0,0.0102079396346321
X601628.CH.EQUITY,0.158143761707228,0,0,-0.00132784349652014,0,0,0,0,0,0,0,0,0,0,0,-0.0248701065600056,0.135153445376325,0,0,0.0324748990058837,-0.0415208310365123,0,-0.172575786536832,0,0,0,0,0,0,0,0,-0.0545467154922363,0,0,0,0.487704484686834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.273772607016942,0,0,0,0,0.306614586041064,0,0,0,0,0,0.0870332409902237,-0.00524242411886636,0,0,0,0,0.11668137681003,0,0,0,0,0,0,0.0812565895572907,0,0,0,0,0,0,0,-0.22101718490898,0,0,0,0,0,0,0,0,0.0617986168291117,0.0810027011759498,0,0,0,0,0,0,0,0.0155760807671515
X5.HK.EQUITY,0,0.160944138928719,-1.38777878078145e-17,0,0,0,0,0,0,-0.14577626603173,0.0640840830601044,0.0954044604990702,0,0,0,0,0,0,0,0,0,0,0,0.324696967773823,0,0,0.13978497872287,0,0,0,0,0,0.138582117908626,0,0,0,0,0,0.204522459145939,0.00783276134526213,0,0,0,0,0.200124012682735,0,0,0.0619386998915368,0,0,0
X388.HK.EQUITY,0,0,0,-0.160771133030189,0,0.0564380847123358,-0.123406809075275,0,-0.162755304825903,0,0,0,0,0,0,0,0,0,0,0,0,0.0969735464569164,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.229316039967287,0,0,0.213504905951844,0,0,0,0,0.177821075012468,0,0,0.259095983601158,0,0,0,6.93889390390723e-18,0.189609027534284,0,0
X601166.CH.EQUITY,0,0,0,0.0133764091406627,0,0,0,0,0,-0.0526930132813116,0,0,0.449589533099421,-0.0699630276404156,0,0.0332529196170753,-0.00213894116996187,0,0,0,-0.152871366758577,0,0,-0.0145271581407267,0,0,0,0.214372235514779,0,-8.67361737988404e-19,0,0.145435857069025,0.116973531882752,0,0,0.0944818586018761,0,0,0,0,0,0,0,-0.0781181823240821,0,0,0,0.0243869967726871,0,0,0
X601658.CH.Equity,0,0,0,0,-0.0645675742750811,0,0,0.562970237379943,0.0678068067810669,3.46944695195361e-18,0,0,0,0.0813746843076763,0,0,0,0.0238620704911317,0,0,0,0,0,0,0,0,0.0523780766745453,0.145418854229281,0,-0.274961310887132,0,0,-0.122855313123315,0,0,0,0,0,0,0,0,0.0489040340255561,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.230281776006268,0,0,0,0,0,0,0.331368262343311,0,0,0.0239020541792274,-1.73472347597681e-18,0,0.23644158269459,0,-0.0344924726732557,0.0451083816622042,0,0,0.231676294037072,0,0,0,0.000930755889580591,0,0,0,-0.159885034992709,-0.0118353839232042,0,0,-0.0362965540036665,0,0,0,0,0,-0.0485300971394774,0,0,0,0,0,0,0,0,0,-0.240380121973753
X601601.CH.EQUITY,0,0.603878139340115,0,0,0,0,0,0,0,0,0,0,0.172554824512387,0,0,-0.101617843465831,0,0,0,0,0,0,0.030924163126057,0,0,0,0.0659397539960021,0,0.0788387548192891,0,0,-0.0692170682042858,0,0,0,0.0179319952291361,0,0,0,0,-0.0214315861293998,0,0,0,0,0.18713494140249,1.73472347597681e-18,0,0.0346693627387051,0.0292047560267584,-0.0918713695282765
X600030.CH.EQUITY,0,0.0767299580940518,0,0,0,0,0,0,0,0,0,-0.0268696102969914,0,0,0,0,0,0,0,0.284556743785665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000814481324492937,0.157673405019634,0.18313547494837,0,0,0,0,0.171009873464846,0,0,0,0.0649977039509395,0,0,0,0
X000002.CH.EQUITY,0,-0.0816804655535733,0,0.172690180270141,0,0,-0.0647813337964826,0,0,0,0,0,0,0,0,0,0.0477017084815199,-0.0880708671321619,0,0,0,0,0,0,0.1992817425161,-0.0501013722963904,0,0,0,-0.146141540795464,0.0144780042886789,0.69032636482254,0,0,0.0487673426594487,0,0,0,0,0,0,0,0.12156579068748,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.081575988090976,0,0,0,0.052201061708592,0,0.173177938505324,0,0,0,0,0.189604206311148,0,0,0,0,0,0,0,0,0,0.266865267410119,0,0,0,0,0,-0.0768471102826156,0.160692712033757,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.187271526165969,0,0,-0.0236209354105865,0
X601328.CH.EQUITY,0,0,0.102759904436988,0,0,0,0,0.0426150845053241,0,0,0,0.219810789873896,0,0,0,0,0,0,0.321597983042116,0,0,0,0,0,0.0556041965409542,0.0808161901258122,0,0,0,0,0,0,0,0.0300354555482636,0.115134183631289,0,0.080115885565174,0,0,0,0,0.013558131284356,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.021110514876942,0,0.0919788808210455,0,0,0,0,0,0,0,0,0.0505404682268437,0.305174363414009,0,0,0,0,0,0.0745224307837452,0,0.0925535239669145,0,0,0,0,0,0.111428907834269,0,0,0,0,0,0,0,0.0600232680324147,0.0775650224569912,0,0.106095347135131,0,0,0,0,0,0,-0.0414132077288843,0
X601066.CH.EQUITY,0.0571741702219279,0,0,0,0,0,0.237703366767049,0,0,0,0,0,0,0,0.289818257023239,0,0.148092742763208,0,0,0,0,0,0,-0.0379182588437667,0,0,-0.0571912157622892,0.00853360218510526,0,0,0,0,0,0.0215784405438039,-0.0839789802357343,0,0,0,0,0,0.140164253899548,0,0,0,0,0.126146007387966,0.0256437117998378,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0.0568807462595215,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660679125421221,0.0517906223564238,-0.0104296302890667,0.0220133299771221,0,0,0,0,0.0705801011842753,0,0,0,-0.0534956183260145,0.261663430896328,0.550572016613352,0,0,0,-0.519194706708741,0,0,6.93889390390723e-18,-0.0826160623577806,0.0758111906274503,0,0.0557914485492731
X601319.CH.EQUITY,0,0.120385610453599,0.0785701092493485,-3.46944695195361e-18,0,0,0,0.101262988374973,0,0,0,0,0,0,0.374473658105047,0,0,0,0,0,0,0,0,-0.0240857715281679,0,0,0,0,0,0,0,0,0,0,0,0.0547767180818895,0,0,0,0,0,-0.0113928632970871,0,0,0.105486352154085,0,0.0238289759416999,-0.00985579908397106,0,0,0
X002142.CH.EQUITY,0,0.0256190487405863,0,0.206271962086564,0,0,0,0,0,0,0.210890187688756,0,0,0,0.169029229107069,0,0.144189931936223,0,0,0,-0.0550986709788627,0,0,0,0,0,0,0,-0.149553299192658,0,0,0,0,0,0,0.0343378637495467,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0311221425998144,0,0,0,0.0150789573807919
X11.HK.EQUITY,0,0,-0.0903378189408169,-0.0236193386168437,0.0417566485376108,0,0.124367809612447,0,0.496241608953722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10717843261825,0,0,-0.0429790380307747,0,0,0.142204304589702,0,0.153151384831453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.234206246391588,0,0,0,0.0542349892026635,0.333624454580361,0,0.176837196702853,0,0,0,0,0,0,0,0.0148448189248528,0,0,0.0415565369467312,0,0,0,0,0,0,0,0,0.13716360117532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06217827771345,0,0.0152491466655455,0,0,0
X600016.CH.EQUITY,0,0,0,0.0810606158144715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530112914706943,0.365635913450788,0,0,0,0.154157179631301,0,0,0,0,0.053356662264501,0,0,0,0,0,0,0.528436281563221,0,0.083384069281792,0,0,0,0,0,0,-0.205538591645292,0,0,0,0,-0.123790069915551,0,0.153281041926974,-0.149629020229897
X2388.HK.EQUITY,0,0,0,0.0343949220037632,0,0,0,0,0.218557647437934,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.20355346482223,0.169022777024168,0,0,0.412971287662057,-0.0253674854743101,0.0895244418587674,0,0,0.0412696985222825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015157623392787,0,0.0167568399952255,0
X601818.CH.EQUITY,-0.0920018150811057,0.318817733752625,0,0,0,0,0,0,0,0,0.28763175231489,0,0,0.00958729819184144,0,0,0,0,0,0,0,0,0.141032315897669,0,0.323293442178912,0,-0.0477286221693957,0,0,0,0.220154020319889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869276804813875,0,0,0,0,0,0.0549932661436307
X1109.HK.EQUITY,0,-0.0844121974128072,0,0,0,0,0,0,0,0,0,0,0.053786754098314,0,0,0,0,0,0,0,0.000815050486534695,0,0.0964997127861353,0,0,0,0.0391441496000307,0,0,0,2.16840434497101e-19,0,0.264041810761471,0,0,0,0,-0.0366376951632326,0,0.09405468278929,0,0,0,0,0,0,0,0,0,0.141836458745579,0
X600999.CH.EQUITY,0,0,0.00535484270009761,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.297046452522116,0,0,0,0,0.372249412598056,0,0,0.171946370537545,0,-0.0525004158300057,0,0,0,0,0,0,0,0,0,0,0,0,0.0680632268855126,0,0.1636200455739,0,0,0,0.183080551741234,0,0,0,0,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0.006908643918529,-0.0227237562729481,0,0,0,0,0,0.252462912711411,0,0,0,0,0,0,0,0,0,0,0,0,0.227713310042132,0,0,0,0.097281068819006,0,0,0,0,0,0,0,0,0.0186751907532199,0,0,0,0,0.00892193104341964,0,0,0.153512677088229,-0.163917620404422
X600048.CH.EQUITY,0,0,0,-0.0408065111165897,0,0,0,0,0,0,8.67361737988404e-19,0.191046078744011,0,0,0,0.407749342298446,0,0,0.300260302735005,0,0,0.0801984084005662,0,0,0,0,0,-0.0992585632465109,0,0,0.0915508075730327,0,0.0389347502441527,0,0.0670312083319743,0.139697356986431,0,0,0,0,0,0,0,0,0,-0.0381544838899697,0,0,0,0.191312315389617,0
X688.HK.EQUITY,0.400966420734579,0,0.0871492580706001,0,0,0,0,0,0,-0.0912228767413306,0,0,0,0,0,0,0,0,-0.144304113362546,-0.328980350026624,0,0,0,0,0,0,0,0,0.516310937233877,0,0.208934268908983,0,0,0,-0.047421516756733,0,-0.0835980063008814,0,0,0,0,-0.0639307510629994,0,0,-0.18699640564396,-0.0563616606221375,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,-0.040220244293533,-0.0518348241194437,-0.122405403919428,0.0819582790467034,0,0,0,0,0,0,0,0.156947642568491,0,0.0569677399370423,0,0,0.0371324394557186,0,0,0,0,0,0.287598136222613,0,0,0,0,0,0,0,0,0,0.0458959607227113,0.457500615230375,0,0,0,0,0,0,0,0,0,0,0,0,0.0604131280159624,0
X267.HK.EQUITY,0.11770249311798,0,0,0,0.0273113712612808,0,0.104266231689548,0,0,0,0,-0.0230457622765275,0,0,0,0,0,0,0,0,0,0,0,0.104983048287558,0,0,0,0,0.0477717576229447,0.204397405516131,0,0,0,0,0,0,0,0.141763980529911,0.561790015201416,0,0,0.0605787066328326,0,0,-0.47545760992654,0,0,0,0,0.0024081400192066,0
