,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,6.93889390390723e-18,0.576206526708981,0,0.00396562442406129,0,0.0742711291606427,0,0,0,0.12271912112244,0,0.0863653522675012,0,0,0,0,0.00907624918594873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605318817059537,0,0,0,0,0.00755520580413803,0,0,-0.0204109733222634,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.151202775185118,0,0.0885602947550923,0,0,0,-0.00739286843857221,0,0,0,0.0726401782826161,0.255886657421022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117226573458073,0,0,0.0435563318235678,0,0,0,0,0.17996167015826,0,0,0.0427255389302468,0,0,0,0,0,0.143596382949292,0,0
X601939.CH.EQUITY,0,0,0,0.400941957716078,0,0.25816474940681,0,0,0,0,0.0237900744027142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155060973058007,0,0,0,0.00286405023929424,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.212747722274353,0,0.305089815283449,0,0,0.0653086530793203,0,0,0,0,0,0,0,0,0,0,0,0.188883353530435,0,0,0,0,0,0,0,0.0190942254451176,0,0,0,0.0496114755881309,0,0,0,0,0,0,0,0,0,0.0825666789501075,0,0,0,0,0,0,0,0,0,-0.111203126201882
X5.HK.EQUITY,0,0,0,0,0,0.00748619039659085,0,0.332258438077116,0,0,0,0,0,0,-0.289891515015904,0.231134052775352,0.0614475115859843,0,0.25630807476868,2.16840434497101e-19,-0.127402421062284,0,0,0,0,0,0,0,0,0.240346073246243,0,0,0.068355470154928,0.288960125571629,0,0,0,0,0,0,0,0.0733999096954309,0,-0.0971251383124799,0,-0.500187723781942,0,-0.0717646579813437,0,0
X601988.CH.EQUITY,0.233885684182692,0,0.00266457525135519,0,0,0,0,0,0.136879349559508,0,0,0,0,0.198336145328257,0.00505219021824097,0,0,0,0,0,0,0,0.392267553769488,0,0,0,0,0.0366270988349423,0,0.043284220770482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100370726345872,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246377492810243,0,0,-0.0227613569872262,0,0,0,0,0,0.0728116290358862,0,0,0,0,0,0,0.71679539027994,-0.00819479404788503,0.0266980742003344,0,0,0.0964098161623778,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.00128037746325259,0,0.0668720578671752,0.0572261987790304,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.208465043623491,0,0,0,0,0,0,0,0.188555043415997,0.223600102629421,0,0,0,0,0,0.115552846246818,0,0,0,0,0,0,0,0.0846738276615827,0.0438170720404069,0,0,0,0.176821183966088,0,0,0,0,0,0,0,0,0,0,-0.0806464780618052,0,0.0138342195713029,0,0,0,0.104754681215239
X601628.CH.EQUITY,0,0.215115040611806,0,0,0,0,0.0308198581985367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505216459533725,0,0,0,0,0,0,0,0,0,0,0,0,0.404381077121482,0,0.232085800015961,0,0,0.0295635704792854,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,1.73472347597681e-18,0.0643297423951595,0,0,0,0.139490194620992,0,0,0,0,0,0,0.204219353028949,0,0,0,0,0,0,0,0.247153074371665,0,0,0,0,0.0759533812110532,0,0,0,0,4.33680868994202e-19,-0.00694899281971675,0.0484955646401471,-0.00364283427445576,0,0,0.0107043438695422,0.247937357858345,0,0,0,0,0.0419646647154908,0,0,0,0,0.0205853456762553,0
X601166.CH.EQUITY,0,0,0.22354529216873,0,0,0,0.105436935156596,0,0,0.0570641163906584,0,0,0,0.211686880908652,0,0,0.0128878119662406,0.100026303905717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117979271541118,0,0,0,0,0,0,0,0.04536731627256,0,0,0,0,0,0,0,-0.0526891730880173
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784842912668604,-0.199419439808423,0,0,0,-0.105286109623715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243081056303643,0,0.208319346964277,0,0.145207769108345,0.172433977530773,0.259305757385992,0.368894257985276,0,-0.0966405910676401,0,0,0,0,0,0.0586440403791619,0,0,0,0,0.0592015069723632,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0142589858527546,0,0,0,0,0,0,0,0,0,0,0,0,0.0990896399185756,0.388835308483836,0,0.00937448280887972,0,0,0,0,0,0,0.234134894242784,0,0,0.339398322574286,0,0,0,0,0,0,0,0,0,0,0,0,0.0518900999687681,0.239451306972682,0.0734162877317369,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.206341553059655,0.0710699962928274,0,0,0.287233863061177,0,0.109752299278964,0,0,0,0.0364174908703004,0.0207884076802827,0.027018568955158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219462622673557,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.256141294449821,0,0,0,0.138509956859315,0,0.122958324688304,0,0,0,0,0,0,0,0,0,0.303846711203124,0,0,0,-0.256011406926218,0,0.205070543444203,0,0,0.157010112578451,0,0.552735610048162,0,0,0,0,0,0.00688542749493625,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256526071745613,0,0,0,0,0,0,0,0,0,0.0188000625622256,0,0,0,0,0,0.72990705183942,0.0311783461341622,0,0,0,0,0,0.136289910457998,0,0,0,0,0,0,0,0.0208900653374049,0
X2388.HK.EQUITY,0,0.218694390917415,0,0,0.285707757681436,-0.436015088345449,0,0,0,0,0,0,0.125006886146896,0,8.67361737988404e-19,0,0,0,0,0,0.2332669157122,0,0,0,0,0.112165477620126,0,0,0.24412211647621,0,-0.225667647746832,-0.0585938017894808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157788987885905,0.014407506637206,0.0901252376850984
X601601.CH.EQUITY,0,0.0527555026399847,0.0484193728804699,0,0,0,0.160379391042761,0,0.0462680518003183,0,0,0,0,0,0,0,0,0,0,0,0.0272202537213067,0,0,0,0,0,0,0,0,0,-0.00541398738475496,0,0,0.137944501097715,0,0,0,0,0,0,0.0124803628187932,0,0,0,0,0,0,0.230549282023122,0,0
X267.HK.EQUITY,0,0,0,0,0.0689195898768883,0,-0.248408699917202,0,0,0,0,0,0,0.165732563209488,0,0,0,-0.349712223160984,0,-0.0445030491633947,0.0610749081198941,0,0,0,0,0,0,0,0,0.308590981930706,0.121279593820186,0,0.0863324131114887,0,0,0,0,0,0.255779251333343,0,0,0,0,0,0,0.588300757876292,0,0,0.0999327170656962,0.138532580771187
X688.HK.EQUITY,0,0,0.0980043481886062,0,0,0,0,0.150520130306875,0,0.0214652627041209,0,0,-0.0208171171976279,0,-0.0269572725114039,0,0,-0.118128619851845,0.0510382509175518,0,0,0,0,0,0,0,0,0,0.434278997265868,-0.0288965564669402,0,0,0,0.126373341680309,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0169846561788474,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.347998241447312,0.0258396137273317,0,0,0,0,0,0,0,0.227113652244654,0.136110566008787,0,0,0,0,0,0,0,0.139789470323665,0,0,0.0527824981251858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0762865235688346,0,0.043552768397939,0,0.0169341867374751,0,0.370677942360414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00248007689342163,0,0,0,0,0,0,0,0,0,0.206403786522785,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,2.77555756156289e-17,0,0,0,0.155706815577483,0.229405018896249,0,0,0,0,0,0,0.0119231574561056,0,0,0,0,0,0,0,0,0.0940113972997193,0,0,0.00491005311569766,0,0,0,0,0,0,0,0,0.0558883635622129,0,0,0,0.348975526874945,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195661140190466,0.0440883673146317,0,0,0.062177440235903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497822323002909,0,0,0,0.657176632453057,0,0,0,0.0307330240349764,0,0,0,0.128682465180058,0,0.0259465194467782,0,0.0511361175589241,0
X000001.CH.EQUITY,0,0.0649735136116209,0,0,0,0,0,0,0.103066664543043,0,0,0,0,0,0,0,0,0.131939905172191,0,0,0,0,0.0428658606423666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209579170983282,0,0,0,0.233749032366603,0.0320258972601211,0,0,0.00208390478536877,0,0.0212123119123697,0,0
X2007.HK.EQUITY,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0555165919032847,0,0,0,0,0.211951020922264,-0.0105815933199711,0,0,0,0,0,0,0,0,0.081054847727482,0.374892091395258,0,0,0,0,0,0,0,0.299718827912149,0,0,0,0,0,0,-0.176479394843013,0,0.0682052753444073,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,-0.0410400606118542,0,0.213294312392916,0,0,0.278704440096675,0,0,8.67361737988404e-19,0,0,0,-0.0463325726296705,0,0,0,0,0,0.336204859527902,0,0,0,0,0,0.123543737065549,0,0,0,0,0,0,0,0,0,0,0,0,0.121470138108946,0,0,0,0,0,0,0,0
