,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.464058002989976,0.150581358646538,0.125832904180908,0,0,0,0,0,-0.130066223213182,3.46944695195361e-18,0,0,-0.00860236934459959,0,0,0,0,0,0,0,0,0,0,-0.0236137243291027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0345854072938788,0,0,0,0,0,0,0,0,0.0906527043608592,0.129385898445401,-0.0356660292366841
X601939.CH.EQUITY,0.211227737982185,0,0,0.27365403437601,0,0,0,0,-0.0324272638978797,0,0.0109649088494445,0,0,0.263324068693595,-0.158116555177906,0,0,0,0,0,0,0,0.223686043290994,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294201000657304,0,0,0,0,0,0,0,0,-0.0554032112124517,0,0,0,0.167735490351118,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0
X601288.CH.EQUITY,0.360849704664945,0,0,0,0.33290468181659,0,0,0,0,0,0.0231450691237193,0,0,0,0,0,0,0,0,0.0744691108689512,0.0307839031716092,0,0,0,0,0,0,0,0,0,0,0,0.0439907556992759,0,0.0879554897490591,0,0,0,0,0.0418482181821158,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.500788710256651,0,0,0,0,0,0.236303937908269,0,0,0,0,0,0.225149363720718,0.0664365634554414,0,0,0,0.0441236726381813,0,0,0,0,0,0.087048008574276,0,0,0,0,0,0,0,0,-0.583396874116835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0440995220222435,0,0,0,0,0,0,0.231660526977669,-0.0232807134261655,0,0,0,0.114951787420494,0,0,0.0505021931005352,0,0.15203536526628,0,0,0,0,0,0,0,0,0,0.263263363209149,0,0,0,-0.00725235996509536,0,0,0,0,0.113280313736814,0,0.102955694478387,0.0895136382607153,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0349797161984942,0,0,0,0,0,0,0,0,0.15735562733507,0,0,0.0502688990148857,0.502672740141015,0,0,0,0,0,0.135508623037735,0,0,0,0,0,0,0.0884261900612617,-0.0257279993734163,0,0,0,0,0,0,0,0,0,0,0.0777330490827893,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0307992226596855,0,0,0,0,0,0,-0.172473002288166,0,0,0,0,0,0,0,0,0.24827320825471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32625980160672,0,0,0,0,0,0,0.219016208438274,0.11148988844699,0,0
X601658.CH.Equity,0,0,0,0.163998297101322,0.158016741917072,0,0,0,0,0,0,0,0,0.10881830017667,0,0,0,0,0,0,0,-0.0785891474596365,0,0,0,0,0.0334963227682967,0,0.101088634918444,0,0,0,0,0,0,0,0,0.272070192247793,0,0,0,0,0,0,0,0,0,0,0.425785790406584,0,0
X601328.CH.EQUITY,0.061657524308879,0,0,0.600344614468618,0,0,0,0,0,-0.0702700128025712,0,0,0.0041784154703273,0,0.0581690737680931,0.0172116858998377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151602662450114,0,0,0,0,0.11600411963519,0,0,0,0,0,0,0,0,0,0,0,0,0.0226667001159086,0,0.112749765365277,0
X601166.CH.EQUITY,0,0,0,0,0,0.384741552590102,0,0,0,0,0.0557010010298232,0,0,0,0,0,0.0821678394818954,0,0,0.0290061880348093,0,0,0,0,0,0,0,0,0,0.224936016394332,0.0114170227477995,0,0,0,0,0,0,0,0,0.0121120877182928,0,0,0,0.0343587307882169,0,0,0,0.0462831298391295,0.106172535054179,0,-0.00234072459436166
X388.HK.EQUITY,0,0,0.288181484712445,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0517583391004848,0,0,0,0.0416354379015557,0.132556934203299,0,0,0,0,0,0.0455950426360186,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.0590873256237111,0,0,0.0211798903255213,0,0,0
X600000.CH.EQUITY,0.296008189051124,0.0503536194633324,0,0,0.124898621345082,0,0,0,0.108133371737354,0,0,0,0,0,0,0,0.0299864051360013,0,0,0.0523894497289677,0.0784045563036991,0,0,0,0,0,0,0,0.0275528294541863,0,0,0,0.0257611658657697,0,0,0,0,0,0,0.0546552951580474,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0214498494533727,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114168037481081,0,0,0,0.426831567561025,0.0770318597969753,0,0.119487938325593,0,0,0.223335016206662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249206799563906,0,0,0,0,0,0,0.235672390718406,0,0.11987040181125,0,0,0,0.0796205754919528,0,0,0,0.0648394349379238,0,0.0615184822243636,0,0.171425225124715,0,0,0,0
X000001.CH.EQUITY,0,0,0.180000821233184,0,0,0,0,0,0,0,0,0.276704324369308,0,0,0.099530121012571,0,0,0,0,0,0,0,0,0,0,0.138674872212687,0,0,0,0,6.93889390390723e-18,0.0653675037563768,0,0,0,0,0,0.00954334639767082,0,0,0,0,0,0,0,0,0,0,0,0.162505405384957,0
X16.HK.EQUITY,0,0,-0.0358940812322976,0,0,0,0.171229895821213,0,0,0,0,0,0.117303137157788,0,0,0,0,0,0,0.141809001134514,0,0,0,0,0,0,0,0,0,0,-0.0256169063670207,0,0,0.139839053716298,0,0,0.140541069445321,0,0,0.0906125030546901,-0.14295685977146,0.0267746269229845,0.329144477975876,0,0.0147382409307426,0,0,0,0,0,0
X688.HK.EQUITY,0,0.260291636108791,0,0.0139236675240847,0,0,0,0,0,0.0487925064309093,0,0,0,0,0.0544830086923687,0,0,0,0,0,0,0,0,0,0,0,0.0500342631495584,0.180795643129399,0,0,0.126761533189128,0,0,0,0,0,0.304679656184777,0,0,0,-0.0818390958114198,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0365860986959182,0,0.11191921882177,0.133618657924448,0,0,0,0,0.0695265648897075,0.12293535208889,0.172623956148441,0,0.139287479346773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053591470019798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909878966623518,0,0,0.0138880717539902,0,0
