,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.295424771472514,0.0273543333982901,-6.93889390390723e-18,0,0,0.447042175002204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105022478982723,0.0519797231705109,0,0,0,0,0,0,0,0,0,0,0.0796402304335193,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.189387143272921,0,0,0,0,0,0.17780286479384,0,0,0,0.0808989119026986,0,0.0932023220812696,0,0,0.0195017101507115,0,0,0.19558591519201,0,0,0,0,0,0,0,0,0,0.0675172554628483,0,0,0,0,0,0,0.0593166354809026,0,0,0,0.02551881436169,-0.0385196763756606,0,0,0,0,0.0509732799821022,0,0,-0.0880192640462736
X601939.CH.EQUITY,0.50813449391198,0.170926269484364,0,0,0,0.0169364308983968,0,0,0,0,0,0.0230822865441032,0,0,0,0,0.0837577419031158,0,0,0,0,-0.135132743296221,0,0,0,0,0,0,0.202647226878651,0,0,0,0.155380038967657,0,0,0,0,0,0,0,-0.121210046826239,0,0,0,0,0,0,0,0,0.148969646749546,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.167433069721756,0.0707872807628139,0,0,-0.0230478854641359,-0.125701716144955,0.185071297723014,0,0,0.0918437943054232,0,0,0,0,0,0,0,0,0,0.085809508948682,0.151622414670039,0,0,0,0,0,0,0,0,0,0,0,0.057528913733199,0.0992488834585635,0,0,0,0,0,0,0,0,0,0.399848766162245,0
X601288.CH.EQUITY,0,0,0,0,0,0.00458616480217658,0,0.556838948243113,0,0,-0.0843916716410567,0.0455984974863752,0,0,0,0,0,0,0,0,0,0.0747196879191402,0.0792687553604419,0,0,0.0892378814708846,0,0,0.109858281060174,0,0,0,0.0536526314939393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591339768833881,0,0,0
X601628.CH.EQUITY,0.0855389313939228,0,0,0,0,0,0,0,0,0,0,0,-0.0935300566893665,0,0,-0.241025745957984,0,0,0,1.73472347597681e-18,-0.0372175688120765,0.205773674438649,0,0.0552261236583041,0,0,-0.0918055642834192,0,0,8.67361737988404e-19,0,0,0,0.583733992410163,0.05848598793334,-0.0222652847456157,0,0,0,0,0,0,-0.0336600758104027,0,-0.0281749537798363,0.168079443099285,0,1.73472347597681e-18,0,0,0
X1299.HK.EQUITY,0,0,-0.20914280331993,0,0,0,0,0,0,0,0.107444446125502,8.67361737988404e-19,0,0,0,0,0,0,0,0.0200275479604428,0,0,0.112320868097896,0,0,0,0,0,0,0,0,0,0.174401532585653,0,0,0,0,0,0,0.096510763316657,0.164046671628015,0.0677082588088079,0.298372331935315,0,0,0,0.297628510260066,0,0,0,0
X601988.CH.EQUITY,0.138387534212411,0,0.0943709732587917,0,0.37266412788255,0,0,0,0,0,0,0,0.218422211646033,0,0,0,0.111009739524226,0,0,0,0,0,0.0172006566037587,0,0,0,0,0,0,0,0.120430935225923,0,0,0,0,0,0.010897208406196,0,0,0,0,0,0.0059295871789428,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.129829599349738,0,0,0,0,0,0,0,0,0,0,0,-0.0647239924043196,0,0,0,0,0,0,0.226717249729599,0,0.182087516528781,0,0.14397261652285,0,0,0,0,0,-8.67361737988404e-19,0,0.0564735961314407,0,0,0,0,0,-0.078482208980895,0.182873351534414,0.0422402850691859,0,0.284416824770306,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0707155048266039,0.165755435043858,0,0,0.104114554665075,0,0,0,0,0,0,0,0,0,0,0.138456209870149,0,0.42252910773836,0,0,0,0,0.0486665271583302,0,0,0.00623409302670088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216796774111187
