,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X1997.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.5492555449299,0,0,0,0,0,0,0,0.0980089241142638,0,0,0,0.14233234341998,0,0,0.134702036382734,0,0,0,0,0,0,0.000965743914005302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472595806928513,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0766553121279124,0.246944481854512,0,0,0,0,0,0,0,0,0.327847643364969,0,0.0906285861742868,0.0574180456608737,0,0,0,0,0.0921474161629186,0,0,0,-0.0128884608374193,0,0,0,0,0,0.0267390461274847,0,0.00909264805168823,0,0.0425975026468861,0,0,0,0,0,0,0,0,0.0119313020779856,0
X601939.CH.EQUITY,0,0,0,0.682875600640993,0.0210896291315183,0.0514916738618258,0,0,0,0.206980875436268,0.0590338192336264,0,0,0,0,0,0,0,0,0,0.075446086368789,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158974632721719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.178049841773481,0,0,0.667491120706515,0,0,0,0,0,0,0,-0.063305504424879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438271007911473,0,0,0.14852510968779,0,0.00654696482963834,0,0,0,0,0,0,0,0,0,0,0,-0.157592577177458
X5.HK.EQUITY,0,0,0,0,0,0.154172271619988,0,0.306778870332097,0,0,0,0,0.0445076220012722,0,0,0,0,0,0,0.0211654371299997,0,0,0,0,0,0.0149486885803351,0,-0.144301540546743,0,0,0,0,0,0,0,0,0.112304293177135,0,0,0.291271039322379,0,0,0,0,0,0,-0.0588672532019691,0,0.0602245618423432,0
X601988.CH.EQUITY,0,0,0.209637046342111,0,0.163998957661037,0,0,0,0.104553499897732,0,0,0,0,0,0,0.062222119401112,0,0,0,0,-0.134692771975027,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.20447547693768,0,0,0,0,0,0,0,0,0.098331438379726,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.439707332856503,0,0,0,0,0,0,0,0.191676040011758,0,-0.114878267350406,0,0,0,0,0.190691099052068,0,0,0,0,0,0.153312414162294,0,0,-0.0123348472038049,0,0,0,0,0,-0.173831014605712,0,0.146919137869092,0,0,0.139078167183215,0,0,-0.0291605112692262,0,0
X1299.HK.EQUITY,0,0,0,0,0.190748637716883,0,0,0,0,0,0,0,0.0924454212711023,0,0,0,0.195563398598453,0,0,0,0,0,0,0,0,0.0314051058634641,0,0.0844555270161765,-0.210244746696003,0,0.0684711855561885,0,0.057905570497399,0,0,0,0.402684861024157,0,0,0,0,0,0,0,0,0,0,0,0,0.0579003528494495
X601628.CH.EQUITY,0,0.167060384795502,0,0.00497443956980567,-0.107365516024598,0,0,0,0,0,0,0.00754020861632986,0,0,0,0,0,0.184737699311882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207003135213793,0,0.344221245903375,0,0.0375165612833567,0.157977737030057,0,0.0810555785561008,0,0.0983249888973539,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.179047542660924,0,0,0,0.374853021975647,0,0,0,0,-0.00355116348986918,0.459800904825495,0,0,0,0,0,0,0,0.0481042396261662,0.186591614047903,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0389762846899051,-0.0920229647162596,0,0,0,0,0,0,0,-0.0433080972106068,0,0,0,-0.0970378163446229,0,0,0,0
