,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.614480600018301,0,0.00946150004847746,0,0,0,0,0.00823479275813057,0.0919703651046394,0.0824560605667504,0,0,0,0,0,0.0214896153654576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103007946423471,0,0,0,0,0.0258967188988359,0,0,-0.0275876508089514,0,0
X601318.CH.EQUITY,0,0,0,0.100240450176249,0,0,0,0,0.0546129313111713,0,0,0,0,0,0,0.0083649929221688,0,0.243062124043021,0,0,0,0,0,0,0,0.0347921732589392,0,0,0.0500229658156955,0,0,0,0.101082441909336,0,0,0,0,0,0,0.19109217237461,0.0866305314259269,0,0,0,0,0,0.0821056092227244,0,0,0
X601939.CH.EQUITY,0.168573633131677,0,0,0.28746814008434,0,0.264819643100959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0865248014035373,0,-0.0112355177513465,0,0.0864342064785795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447724627543394,0,0,0
X601288.CH.EQUITY,0.208097462087871,0,0.197720763004872,0,0,0.0532247867077912,0,0,0,0,0,0,0,0,0,0,0,0.134434890548777,0,0,0,0,0,0,0,0.0989785907149451,0.109740815139529,0,0,0.0115322485415228,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.10372494054023,0,0.0421556674881921,0,0,0,0,0,0,0,-0.0942692178954753
X5.HK.EQUITY,0,0,0,0,0,0,0,0.589481635815041,0,0,0,0,0,0,-0.221770242525888,0.00813389792037665,0.213306398147496,0,0.254221159587578,0,0,0,0,0,0,0,0,-0.165366939390213,0,0.13380475850912,0,0,0.227986685010495,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.738882773551886,-0.00413532857203371,-0.0966501083945709,0,0
X601988.CH.EQUITY,0.156597571870962,0,0.18992787145153,0,0,0,0,0,0.0221489733266961,0,0,0,0,0.135546467747079,0,0,0,0.0936956676763403,0,0,0,0,0.381963014883268,0.0130334621606057,0,0,0,0,0,0.0411739112220047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437223067710064,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.02900830125673,0,0,0,-0.0208161631088599,0,0,0,0,0.0741492025442315,0,0,0,0,0,0,0,0.681864507645589,0,0,0.0267976311185503,0.0936735154283459,0,0,0,0,0,0,0,0,0,0,0,0,0.0705843726898484,0,0.0490549488683048,0,0,0,0,-0.0066544621399673
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0422413605076847,0,0,0,0,0.25737016632865,0,0,0,0.168588300842686,0,0,0,0.0707240359570114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.214201862299114,0,0,0,0,0.0313275115769172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570803666745062,0,0,0,0,0,0,0,0,0,0,0.399895066206211,0,0,0,0.230824158294506,0,0.027847689114463,0,0.00139754442677811,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0616402020132998,0,0,0,0.144688585517678,0,0,0,0,0,0,0.203228533865734,0,0,0,0,0,0,0,0.243315359308114,0,0,0,0,0,0,0.0778527723712092,0,0,0,0.0445783326827535,-0.00710889823347717,0,0,0.00777741034624383,0,0,0.239754503960316,0,0,0,0,0.0361754452555725,0,0,0,0.0161468694636007,0
