,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.196080338216591,0,0,0,0,0,0,0,0,0,0,-0.0552094655741034,0,0,0,0,0,0,0,0,0.0815666837610818,0,-0.202779653781393,0,0,0,0,0.530701666002401,-0.166326669310449,0,0.00489206541119843,0,0,-0.0165354635272005,0,0,0,0.180499090767309
X601318.CH.EQUITY,0,0,0,0,0,0,0.126250581987658,0,0.0412519603471143,0.0309247447368646,0,0,0,0,0,0.0476454800090517,0,0,0,0,0,0,0,0,0.161155507270934,0,0,0,0,0.0517146724518456,0,0,0,0,0,0,0,4.33680868994202e-19,0.456974496189485,0,-0.0495412923452149,0.0468801904555216,0,0,0,0,0,0,0,-0.0176106887035246
X601939.CH.EQUITY,0.368386155560976,-0.24227983716508,0,0,0.0605544981938539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099128263337474,0,0,0,0,0.224951125691788,0,0.0547530320102836,0,-0.0208957568839009,0,-0.244902133629761,-0.0199567146390919,0,0.60279099459569,0,0,0,0,0,0,0.166742219107708,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.4347962299279,0,-0.00195289246765671,0.0344339771473765,0.00664954173838822,0,0,0,0,0,0,0,0,0,0,0.0562934620578804,0,0,0,0,0,0,0.339841356806486,0,0,0,0,-0.017932620984743,0,0,0,0,0,0,0,0,0.0951765756828874,0,0,0,0,0,0.146529679334802,0,0.147871967680379
X5.HK.EQUITY,-0.093026444976394,-0.047447947537507,0,0,0,0,0,0.118083219099339,0,0,0.0783505298705408,0,0,0,0,0.218267341888988,0,0,0,0,0.286771004949066,0,0,0.402421068722322,0.00173810619188298,-0.0337154520317444,0,0,0,-0.305539262264189,0,0,0,0,0,0,0,0,0,0,-0.0751782022524572,0.239377801075604,0,0,0,-0.138667180867531,0,-0.233492450286127,0,0.10778495990167
X601988.CH.EQUITY,0.0526080382223635,0,0.0749642076925328,0.711297507846826,0,0,0,0,0,0,0.105495961945268,0,0.0650627528056727,0,0.111313825586818,-0.16223758590375,0,0,0,0,0,0.0217946062487829,0,0,-0.0101780297386544,0,0.101021609961461,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0304307614311103,0,0,0,0
X600036.CH.EQUITY,0.0542316649845686,0.373722356256996,-0.115907064155402,0,0,0,0,0,0,0.474462373800452,0,0,0,0,0,0,0,0.0208199310109136,0.0612076839664113,0,0,0,0,0,0,0.0831179485258944,0,0,0,0.373542111312877,0,0,0,0,-0.36492225031648,0,0,0,0.00923533068579571,0,0,0.0348448125117443,0,0,0,0,-1.73472347597681e-18,0,0,-0.190991143586202
X1299.HK.EQUITY,0,0,0.0190956397962988,0,0.182074581328949,0,0,0,0,0,0,-0.0485536119470011,0,0,0,0,0.172463400561569,0,0.012562987623908,0,0,0,0.037321558782355,0,0,0.259462028425858,0,0,0,0,0.187395699403226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347599753217951,0,0,0,0
X601628.CH.EQUITY,0,0.118404511883887,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.240804037897217,0,0,0,0,0,0,0,0,0.132353441312629,0,0,0,0,0,0,-0.0264810740335351,0,0,0,0,0,0,0.0831808251477913,0,0.237184070638691,0,0,0,0,0,0,0,0,0,0.0370837672830224,0
X601328.CH.EQUITY,0,0.10878037950322,0,0.291770047182689,0,0,0.392385672330416,0,0,0,0,0,0,0,0,0,0,0.241955844937004,0.0101434449278805,0,0,0,0,0,0,0,0.0886781576855626,0,0,0,0,0,0,-0.170020825160628,0,0,0,0,0,0,0,0,0,0.0271371812706383,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.255778628194981,0,0,0.303545605477317,0,0,0,0,0.348681691164175,0,0,0,0,0,0,0,0,-0.277817128071335,0,0,0,0.0965434236479102,0,0,0,0.0317816366922186,0,0,0.157016429892225,0,0,0,0.254852696787581,0,0,0,0,0,0,-0.115191814900372,0,0,-0.0211261994089126,0,0.0862440926634065
X600000.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0.194634508534309,0.332296785631403,0,0,0.16108752141847,0,0,0,0.487371820361016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961360808049411,0,0,0,0.0148826287597254,0,0,0,0,-0.307464289897725,0,0,0,0,0.055124783478504,0.0382400544105983,0,0,0,0.0649564622482203,-0.0329761157799807
X601319.CH.EQUITY,0.0495764170888385,-6.93889390390723e-18,0,0,0,0,0,0,0.198653380708855,0,0,0,0,0.0580724564494842,0,0,0,0.0653791605553427,0,0,0,0,0,0.329007567984102,0,0,0,0,0,0,0,-0.051241042275974,0,0,0,0,0,0,0,0.0350594348022485,0,0,0.252389293650583,0,0,-0.0740501141127574,0,0,0,0
