,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0246535061505094,0,0,0,0.0259275648875058,0,0,0,0,0,0.228028163011962,0,0,0,0.522157513654991,0,0,0,0,0,0,0,0,0,0,0,0,0.112790932806799,-0.255778136609695,0.477990578494037,0,0,0,0,0,0,-0.0256028393661559,0,0,-0.0335138073541229
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.145591709126981,0,0,0,0,0,0,0,0.100523574639699,0,0.0632776758848105,0.0552506093879645,0,0,0,0,0,0.107694469989027,0,0.00454274878459053,0,0,0,0,0,0,0,0.164724833652024,0,0,0,0.275899576096084,0,0,0,0,0.00915146087858156,0,0,0,0,0
X601939.CH.EQUITY,0.340745909182273,0,0,0,0,0,0,0,0,0.0537653344742264,0,0,0,0,0,-0.0387111080311489,0,0,0,0,0,0.266903713496849,0,0,0,-0.102202450017225,-0.196406344496832,0,0,0,0,0,0,0,0,-0.384254371947366,0,0,0,0.182585575811051,0.651609293125752,0,0,0,-0.100322509445509,0,0,0,0,-0.0967615520293717
X601288.CH.EQUITY,0,0,0,0,-0.289437691785157,0,0,0,0.102064088953053,0.00443696268998405,0.693063966942058,0,0,0,0,-0.113886771056906,0,0,0,0,-0.13632246341636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0985790694386589
X5.HK.EQUITY,0,0,0,0,0,0.118715650935607,0.398575200737433,0,0,0,0.0106455146300271,0,0,0.13508949960992,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165961135561186,0,0,0,0,0,0,0,0,0.102213961574918,0,0,0.252755898293547,0,0,0,0,0.0768614406205228,-0.120599431004084,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.188945039623892,0,0.084553213225609,0,0,0,0.148637713580908,0,0,0.160971232583634,0,0,0,0.0594913859567296,0,-0.0462275947823876,-0.0333959454925622,0,0,0,0.0339351667743184,0,0,0,0,0,-0.234568896293438,0,0.181532240856306,0,0,0,0,0,0,0,0,0,0,0,-0.000674855958145923,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.233124535105916,0,0,0,0,0,0,0,0,0,0,0,0,0.219734410343537,0,0.0306855634092992,0,0,0,0,0,0.054605450779577,0,0.034444535334574,0,0.0168739187586559,0,0,0,0,0,0,0.215342338913618,0,0,0,0,0,0,0,-0.134538133463833,0,0,0,0,0.168908797239558
X600036.CH.EQUITY,0,0.277740283614624,0,0,0,0,0,0,0,0.397361697206421,0,0,0,0,0,0.0691191822011572,0,0,0,0,0.270008100245505,0,0,0,0,0,0,-0.0388558255141451,0.15303245225271,0,0,0,0,-0.184160018337346,0,0,0,-0.167533572995918,0,-0.0161822361951029,0,0,0,0.243129259685419,0,0,0,0,0,-0.0260037647580061
X601628.CH.EQUITY,0,0.200275769962277,0.0154418873520339,0.0937467881931842,0,0,0,0,0,0,0,0,0,0,0,0,0.237259199219637,0,0,0,0,0,0.0999768489297485,0,0,0,0,0,0,0,0,0,0,0,0.182201390901717,0,0,0,0,0,0,0,0.0278793623681738,0.0903750103869421,0.057181136368646,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0272795281961154,0,0,0,0,0.75604799743591,0,0,0,0,0.000794521093775195,0.0456970996593669,0,0,0,0,0,0,0.113938613377725,0,0,0.00269118613479484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183421540926222,0,-0.220081389754538,0,0,0,0
