"date" "BTC" "ETH" "USDT" "XRP" "BCH" "BNB" "DOT" "LINK" "BSV" "CRO" "ADA" "LTC" "USDC" "EOS" "TRX" "XMR" "XTZ" "XLM" "HEX" "NEO" "LEO" "ATOM" "XEM" "WBTC" "HT" "DAI" "VET" "MIOTA" "YFI" "LEND" "THETA" "DASH" "ETC" "ZEC"
2019-01-01 67098634181 14665318370 1892772547 14880496658 2892087608 794641454 NA 104779850 1616381095 31807520 1103113660 1913387274 261353425 2413813876 1303479300 807214007 288374540 2221377985 NA 511301111 NA NA 595065819 NA 55484821 NA 229862439 1026158621 NA 8706740 35180697 692537857 560395114 333412878
2019-01-02 68849856732 16150049902 1908446134 15307691624 3014732747 809466354 NA 110771092 1664647783 32357549 1173420170 2000859669 288816454 2616899859 1347509926 872187905 294826017 2286718690 NA 524970059 NA NA 604254087 NA 57809725 NA 234644707 1097094206 NA 8973551 35746139 717906996 583194524 342252065
2019-01-03 66994920903 15536849936 1900260730 14695011676 2843455670 772178241 NA 128091007 1555333447 36489547 1106608705 1917129494 290759445 2430015632 1338612807 831627236 292890866 2181193935 NA 499150574 NA NA 583754024 NA 54624223 NA 224651393 1054090622 NA 8923869 37457246 691215796 546424216 326191639
2019-01-04 67368333500 16107068093 1898444419 14553198221 2832257307 793315820 NA 153011387 1537922018 37310086 1135911589 1940204515 293621600 2466477575 1432220061 845363922 293434817 2210639452 NA 496248313 NA NA 585099826 NA 54664240 NA 227022231 1048052161 NA 8984842 36365287 694238320 563663345 327191560
2019-01-05 67157570935 16219974745 1900850297 14493133457 2815113500 793368779 NA 138581888 1553493902 32720969 1158975656 2092365506 294420174 2446379263 1485654797 833735767 293553472 2185438333 NA 509909060 NA NA 581589546 NA 54711985 NA 225920130 1027165541 NA 8884279 35539873 689352809 551144090 325609492
2019-01-06 71206795853 16442429109 1910347641 15028369642 2928444441 836589632 NA 138953564 1586212000 31379187 1277183981 2354185201 305397453 2605701211 1533052180 916301118 294229729 2306881891 NA 561765113 NA NA 599643071 NA 55958841 NA 240682223 1058789309 NA 9449831 36837070 734199904 590704005 346091701
2019-01-07 70316305580 15814868678 1899849838 14863201414 2830470728 822912212 NA 131765950 1558437547 40926845 1244393599 2265284886 316560983 2508645599 1572854360 882076445 292464195 2361236045 NA 550617746 NA NA 585145475 NA 54851880 NA 231586621 1022211263 NA 9094164 36490330 713013313 527734652 341541524
2019-01-08 70422743854 15677889902 1921519012 14902699115 2842511735 868514466 NA 148469448 1537424564 36003158 1258115426 2366141319 327134638 2535297817 1755126352 887562333 294627647 2359368084 NA 596424505 NA NA 578840193 NA 55388706 NA 243013235 1009221591 NA 9101955 35772520 698952596 535588392 342680358
2019-01-09 70508733459 15726845711 1924061690 15130140419 2810697903 868710100 NA 140631739 1528138561 36632283 1352599204 2337068756 337931396 2639474098 1893889900 880188905 301279460 2371931754 NA 598094197 NA NA 582601231 NA 55857202 NA 264492240 1026784852 NA 9297337 35887717 734366601 535176559 341274408
2019-01-10 64288932886 13416263931 1951532809 13652158155 2369927478 773798122 NA 124111323 1333024139 33537501 1154512658 2030671878 346525551 2207725769 1722582542 759671153 275090901 2101578736 NA 517924325 NA NA 507750826 NA 52209739 NA 225613575 869193282 NA 7965097 31669009 631644094 476113076 310238477
2019-01-11 64443301117 13306214134 1973324876 13662512032 2312246613 794650511 NA 155467564 1317511207 33826415 1144607284 1938944919 356762456 2190332346 1674709540 764824281 273226269 2052863209 NA 516504205 NA NA 524853900 NA 53061200 NA 222129977 876593512 NA 7983725 32737289 631783615 482020404 318106794
2019-01-12 63994140882 13143426379 1968628488 13494075804 2360139637 781782829 NA 144285540 1454135673 33647518 1133124203 1942860854 364888858 2199816780 1566205165 751516993 258048387 2042010171 NA 503879545 NA NA 516212678 NA 53628197 NA 222935969 872135457 NA 8139098 32934098 630439544 490214580 317865487
2019-01-13 62106461671 12199288487 1967105373 13045216854 2219291825 728389539 NA 155491200 1360198445 32744580 1043328640 1820214944 372399548 2048265249 1418916138 719835397 239778739 1981659222 NA 468999891 NA NA 493580947 NA 52860908 NA 209906510 818882842 NA 8254697 31199509 601912036 456169750 300317100
2019-01-14 64789619995 13471754802 1994117522 13697899741 2353563604 805629865 NA 169981024 1411712392 31993483 1142310312 1942198294 365745274 2246640413 1710959699 766658180 253106093 2097196130 NA 517575816 NA NA 522324346 NA 53186363 NA 224223809 860486211 NA 9512073 32756991 625302585 467966585 319245245
2019-01-15 63477817959 12739543688 2030634314 13427555274 2257176864 774207426 NA 181578132 1360428517 31267995 1109941703 1891520613 360749462 2178230225 1636805583 750562256 247829979 2021440021 NA 495444729 NA NA 505899173 NA 52957050 NA 217906652 846537475 NA 9129262 32553545 606097142 452615817 306942775
2019-01-16 63909348776 12899812275 2034461698 13531060365 2269508449 799081409 NA 174080781 1373822193 31206288 1160927551 1910976281 321495519 2218016458 1678251865 772411706 258124771 2044510226 NA 502841001 NA NA 510792669 NA 53280563 NA 221473436 849955196 NA 9110592 33601523 611007487 463653575 303024377
2019-01-17 64327048255 12922347330 2039914521 13516769990 2302882084 829026635 NA 169054158 1371508266 31933521 1174964368 1915371847 322975567 2279567084 1687652402 763695184 259413304 2074534041 NA 510252346 NA NA 514919425 NA 53176567 NA 236373282 874630769 NA 9434897 33702396 620807031 486673703 311361075
2019-01-18 63970991867 12639234713 2049916429 13308451031 2257476672 847783881 NA 175256028 1334911206 31505692 1148980462 1881176121 326379674 2238137993 1653057364 754975899 265593204 2043394276 NA 501264109 NA NA 512174232 NA 53185070 NA 226035211 871454889 NA 9646489 33305560 614067356 471913768 305008550
2019-01-19 65214103659 13007954846 2049986707 13584427086 2288428149 857137442 NA 172014468 1362577707 31922255 1186172183 1956101651 325827499 2253727490 1637519380 773381169 265690163 2071773680 NA 525169067 NA NA 519820232 NA 52911290 NA 229468602 880184030 NA 9591757 36034296 634435314 473795324 312019334
2019-01-20 62990143284 12483136112 2050721693 13181215054 2177598900 838848751 NA 171542899 1324247115 31133652 1127226431 1873953844 327478050 2145396773 1591020870 738232143 260283695 2002863078 NA 493449297 NA NA 503473664 NA 52844355 NA 222470882 839047167 NA 9043803 33497393 599612574 461528744 303596293
2019-01-21 62559869612 12242940197 2043620530 13165341827 2159253905 846490209 NA 176194054 1318537239 30374551 1113231795 1876573922 328795313 2132530758 1707046433 746108403 257267880 1977567464 NA 492617156 NA NA 503711722 NA 52666408 NA 229017737 840241056 NA 8999611 33783519 599881626 463342096 301304915
2019-01-22 63065139424 12410972241 2035374036 13112032408 2258084781 842637433 NA 189117145 1334760515 30026543 1129838202 1905392084 332524898 2218376062 1758703939 768696101 257508560 1991464324 NA 500896220 NA NA 507181330 NA 52848814 NA 253317355 855271387 NA 9507431 35146820 615524471 466089467 302346786
2019-01-23 62731361272 12277481872 2033881765 12988961767 2326546174 844988795 NA 178491610 1328070050 29991182 1112274745 1924964952 315423713 2211327785 1770223608 751394884 258393550 1962267842 NA 492474942 NA NA 501079737 NA 52374849 NA 243483582 826053071 NA 9136856 36881255 610130559 463718877 301625446
2019-01-24 63014066012 12269992351 2034477909 13034332606 2275366585 840388816 NA 176484747 1310384265 29709599 1115551802 1971999182 323387386 2223251406 1793718654 766615025 254893227 1955266764 NA 502977301 NA NA 505366054 NA 52581685 NA 244570928 823456596 NA 9310433 36624105 627345653 464424611 307284070
2019-01-25 63000985908 12168932300 2038477177 13016563843 2257551746 870297268 NA 167842286 1314264147 31164346 1106850088 1984872676 326799021 2224514134 1784252872 785243218 252022887 1950045412 NA 493431170 NA NA 499941300 NA 52801167 NA 241034601 805609804 NA 9676696 39596470 634060854 469223073 303608658
2019-01-26 63054898963 12182338148 2035939570 12935008078 2236142032 905076469 NA 165252211 1300987710 32083457 1105756797 1995530698 326739212 2207520178 1910371481 765948361 249338320 1916958809 NA 489725391 NA NA 491958643 NA 52413880 NA 242701241 796838205 NA 9614153 43930691 637016967 464384473 301440836
2019-01-27 62737274093 11861671822 2034836041 12737591539 2161816591 915621569 NA 151812147 1263392931 32323488 1067363755 1962484749 333585022 2153656962 1951984411 780207473 244315648 1846070963 NA 482255538 NA NA 474438962 NA 51923934 NA 230992788 767212409 NA 8923619 40527830 613474381 458658539 297182004
2019-01-28 60756570314 11150461958 2038694610 12137576987 1978985766 801686639 NA 144721540 1143281253 29402643 1005243462 1878928921 318116020 2039338985 1792414630 730286575 230091268 1684840922 NA 453945209 NA NA 432359440 NA 46198041 NA 218186086 715214732 NA 8142564 36891619 585522248 425666671 285019527
2019-01-29 60371874099 11048347342 2039923121 11919217295 1954462937 798520266 NA 159332250 1117891185 31191633 991726129 1873246050 318523792 2062804208 1822610017 732410825 226568540 1608586311 NA 458435139 NA NA 424037347 NA 45927127 NA 216610838 708076486 NA 8349541 37518149 586660032 422731478 282285735
