,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.213118376156514,0,0.0536669987114879,3.85146581638749e-05,0,0,0,0,0,0,0,0,0,0.104930813385533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157618058373755,0.121943531147351,0,0.188223465915299,0.150582440677452,0.0520624486114375,0,0,0,0,0,0,0,0,0,0.00303223429100456,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.370923863962396,0,0,0.191871151146724,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526648513657175,0,0,0,0,0,0,0.199653037464713,0.0928980331031346,0,0,0,0,0,0.0148245800723612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741491443915614
X600000.CH.EQUITY,0,0.0128532837880617,0,0,0,0.181499603338301,0.261339824753753,0,0.279578464444505,0,0,0,0,0,0.0667978845492698,0,0.104789845723102,0.0573423527342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705523088604025,0.00223289381486358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094101357737019
X600015.CH.EQUITY,0,0,0,0,0,0.0935369099616721,0,0,0,0,0,0,0,0,0,0.386646146515397,0,0,0,0,0,0,0.029816440102507,0,0,0.218397748249279,0.00742579264174853,0,0,0,0,0.154100233199718,0,0,0,0,0,0,0,0,0,0.150319550450144,0,0,0,0,0,0,0.050538809003628,0,0.123576659223067
X600016.CH.EQUITY,0,0.0161462812586385,0,0.344692452135038,0,0,0.27884818776809,0,0.0192369124944466,0,0.141892442567511,0,0.0872689262876584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298665057495634,0,0.0710984289481905,0,0,0,0.020950428965849
X600036.CH.EQUITY,0.736175707383044,0,0,0.0466303738605037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104420466092387,0,0,1.73472347597681e-18,0.0743198323558449,1.73472347597681e-18,0,0.0601572042577555,0,0,0,0,0,0.0932262723727699,-0.0198830053914247,0,0,-0.00577720974640494,0,0,0,0,0.00877550344925449
X601166.CH.EQUITY,0,0.0538089344476941,0.18116760979702,0,0,0.214704638476763,0,0,0,0,0.0210461837765646,0.0113789677451081,0,0.220952055268299,0.0277951552202173,0,0.0191549724839426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577030810074474,0,0,0,0,0.136993909175797,0,0,0,0,0,-0.0254724355382621,0,0,-0.0377010417761062,0,0,0.011940914605952
X601169.CH.EQUITY,0,0,0,0.0861324074435867,0,0,0,0,0.305765488719644,0.125169144078622,0.136197014325462,0,0,0,0.119674460546945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339302315125412,0,0.0020880513100735,0,0.125170855278097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441052002344853,0
X601229.CH.EQUITY,0,0,0.385983404908187,0.333668643109008,0,0,0,0,0,0,0,0.126132871934264,0,0,0,0,0,0.0340123203879424,0,0,0,0,0,0,0,0,0.164504812426157,0,0,0.0451064833559952,0,0,0,0,0,0,0,0,0,0,0,0,0.0267536028554238,0,0,0,0,0,0.0174682954806561,0,0
X601288.CH.EQUITY,0.17200268741667,0.108895565415126,0,0,0,0,0,0,0,0,0.124845988581218,0.251024512575494,0,0,0.0376680393810978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482996278745154,0,0,0,0,0,0,0.00841254210569994,0,0.133134734279985,0,0,0,0.0556920592723087,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.252939482361811,0,0,0.14287181014848,-8.67361737988404e-19,0,0.207843418566049,0,0,0,0.00849613567357623,0.15726219007333,0,0.25059948488899,0.0103757610674059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317614774099018,0.0183750298658545,0,0,9.76214064309566e-05,0,0,0,0,0,0,0,0,0,0,-0.0311284960555622,0
