,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.290934762355912,0.126153476076705,0.0734990115315575,0,0.270054789379971,0,0,0.0126179853658126,0,0,0,0.209639979597011,0,0,0.0642643369293929,0,0,0,0,0,0,0,0,0,0.125183323165225,0,0,0,0,0,0.0852174651143892,0,0,0,0,0,0,0,0,0,0.156179920102297,0,-0.0900814705291204,0,0,0,0,0,-0.254991738790441,0.0141496812416912,0
X002142.CH.EQUITY,0.095161206729918,0,0,0,0,0.439764610470046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0656814175510579,0,0,0,0,0.174718345131669,0,0.145751896742646,0,0,0,0,-0.209972700370896,0,-0.0819545859834669,0,0,0.121511879471901,0,0,0,0,0,0,0.0413463013379756,0,-0.125350692729924
X600000.CH.EQUITY,0,0,0,0.0805511007902209,0.194164217462905,0.0955448133219509,0,0,0,0,0.360542648704808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435604918026727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021528995264717,0,0,0.186096888062535,0.0515730645308328
X600015.CH.EQUITY,0,-0.0387637405115502,0,0,0.141580223686687,0,0,0.0877929219846968,0.0693965821991401,0,0,0,0.264293528145182,0,0,0.0371401230749461,0,0.00498139926910526,0.0139609770383037,0,0,0,0.0628912981086632,0,0,0,0.0825741422535635,0,0,0,0,0,0.231556678428361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.222242846430012,0.408230884185617,0,0,0,0,0.0808744812212263,0,0.15745007481761,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.251249790689694,0,0,0,-0.112185720806858,0.0801253137223667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101984435398711,0,0.0519645035799803
X600036.CH.EQUITY,0.230824519104574,0.0892638881037318,0.301753043490524,0,0,0,0.02633266053882,0,0,0,0,0,0,0,-0.0656925549186716,0,-0.0657409040713357,0.0372221367852725,0,0.0458561982096397,0,0,0.0592354307787809,0,0,0,0.0346345256309321,0,0.0388659095957548,0,0,0,0,0,0,0.225360301131341,0,0.0768498105478116,0,0,0,0,0.0489998365651282,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.4264922532557,0,0,0,0,0,0,0.389781942161562,0.0288155684577535,0,0,0,0,0,0,0,0,0,-0.00195148526322944,0,0,0,0,0,0.00674321459452394,0,0,0,0,0,0.0498611245757536,0,0,0,0,0,0,0,0,0,0,0,0.0852560425754071,0,0,0,0
X601169.CH.EQUITY,0,0,0.352810513615625,0.328951738756898,0,0,0,0,0,0,0.248799004589983,0,0,0,0,0,0,0,0,0,0,0.02879209842484,0,0,0,0,0.0248771275844202,0,0,0,0.00438221324002622,0,0,0.257054410818837,0,0,0,0,-0.0419083616758302,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.0859592105485426,0,0,0,0,0,0.0821044853546049,0,0.12008134340011,0,0.247929345105601,0,0,0,0,0,0.120922718389607,0,0,0.495501153227576,0,0,0,0,0.0660737208026738,0,0,0,0,0,0.0213507396864751,0,0,0,-0.0576196166262119,0,0,0,0,-0.106234931641451,0,0,0,0,0,0,0,0.104443615009903,0
X601288.CH.EQUITY,0,-0.0138720159212539,0,0,0,0,0,0,0.168336264318,0,0,0.231146976252591,0,0.25750891023952,0.306871426007235,0,-0.042602464745795,0,0,0.0718120511505299,0,0,0,-0.00366993906218673,0,0,0,0,0,0.105641440063194,0,0,0,0,0,0,0.0153678785366676,0,0,0,0,0,0,0,0,0,0,-0.134162735972666,0,0,-0.076353307106969,0.0849162992496057
