,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X600606.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.178804712783042,0.136369071383963,0,0.0253727267235678,0.0851374207756905,0,0,0,0,0,0.117022744451367,0,0,0,0,0,0,0,0,0,0.0255522449935925,0,0,0,0,0,0,0,0,-0.00869351209086013,0.120234082396785,0,0,0.15279011812499,0,0,0.0508826449228918,0,0.0336738087845931,0,0,0,0,0,0.00527589222413315,0,-0.0150832535778248,0,0.0930893564921377,0,0
X002142.CH.EQUITY,0.175835205846112,0,0,0.141573757194718,0.514856082483375,0,0,0,0,0,0,0,0,0,0,0,0.0900085900127758,0,0,-0.383304238720442,0,0.0276264647445391,0,0,0,0.12547396055655,0,0,0,0.176089320604107,0.212330732804521,0,0,0.292720415696206,0,0,-0.0294615738318406,0,0,0,0,0.0048994602760548,0,0,0,0,0,-0.230993887048646,0,0,-0.0576026181032448,0
X600000.CH.EQUITY,0,0,0,0,0.110027342599591,0,0,0,0,0,0,0,0.428975724022606,0,0,0,0,0,0,0,0,0,0,0,0,0.254762645737216,0,0,-0.00834694012525332,0,-0.0448980481325453,0,0,0,0,0,0,0,0,0.692759393272334,0,-0.130184027153972,0,0,0,0,-0.0330206792694842,0,0,0,0,0
X600016.CH.EQUITY,0,0.274321845322246,0,0,0,0.149207512730936,0,0,0,0.120850661358093,0,0.0291711248140919,0,0,0,0,0,0.0808088862510901,-0.000236520794046688,0,0.289702929704549,-0.26497909404495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0740048680575184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.168400197954022,0.122234379569775,0,0,0,0,0.0250187576545952,0,0,0,0,0.38756970302016,0,0,0,0,0.191206635642187,0.00873220526815972,0,0,0,0,0,0,0,0,0,0,-0.00890247187758202,0,0,0,0,0.00563909383267591,0,0,0,0,0,0,0,0,0,0,0.0203087211347829,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0442057625215371,0.0673153436968845,0.0928725801307197,0,0.352355418393985,0,0,0,0,0.133945021506594,0,0.271294189603697,0,0.0475897822441748,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123764973074693,0,0,0,0.0180563584856534,0,0,0,0,0,0,0,0,0,0.03019425248124,0,0,0,0,0,0,0.0218846651319932,0
X601169.CH.EQUITY,-0.0128207216382364,-0.0542409148978705,0,0,0,0,0,0,0,0,0,0,0,0.786753301790416,0.0709861508903251,0,0,0,0,0,0.0603455975649416,0,0.0364622862774792,0,0,-0.0230933627747451,0,0,0,0,0,0,0,0,0,0,0,0,0.0923512218860697,0.00642490501232659,0,0,0,0,0,0,0,0,0,0,0.0311214600385733,-0.0305848673447769
X601229.CH.EQUITY,0,0,0,0,0.0212398515458938,0,0,0,0,0,0.884152129177785,0,0,0,0,0,0,0,0.529996945216782,0,0,0,0,0,0,0,0,0,0.0426616377052407,0,0,0,0,0,0,0,0,-0.149710361812274,0.102609961328786,0,0,0,-0.0978667521411843,-0.0728540218123475,0,0,0,-0.21637302881537,1.73472347597681e-18,0,0,0.126624366921055
X601288.CH.EQUITY,0,0,0.0512222852390085,0,0,0,0,0,0,0,0,0,0.87838033495317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00621398513808566,0,0.123121956303919,0,0,-0.0682156540100027,0,0,0.0831325388803201,-0.112011278593076,0,-0.0484666852928065,-0.0678172420350908,0.0148089112643606,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0289206272682806,0.373607204095376,0.112901733182032,0,0,0.242399257840457,0.0463236373894558,0,0,0,0,0.0204764531356778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
