,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X17.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.165409756220991,0,0.0371495306570995,0.0113123163692868,0,0,0,0,0.0335799426953766,0,0,0,0,0.0665081650075039,0,0,0,0,0,0,0,0,0,0,0.0712350492645575,0,0,0.0230444255270659,0,0,0.0994215121732039,0.139552845068482,0,0,0,0,0.15888820189103,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.0776045204112281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254426910963977,0,0,0,0,0,0.0504451118432936,0,0,0,0,0,0.211172030611138,0,0,0.118885375730912,0.236874603855226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136169802153686,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0857327607913089,0.314420720649113,0,0.360530766231235,0,0,0,0,0,0,0,0.0379777205927651,0,0.0753043919772283,0.159402193132893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,-0.340675917217544,0,0,0.136081026173746,0,0,0,0,0,0,0.391849752517739,0.187805343847989,0,0.395680825824763,0,0,-0.0580045412582845,0,0,0,0,0,0,0.155011306850546,0,0,0,0,0,0,0,0,0,-0.00536622805259149,0,0,0,0.0411001633102451,0.0249965295697788,0,0,0,0,0,0,0,0,0,0.14045409744076
X600016.CH.EQUITY,0.0648883927504171,0.0220046821627572,0.157836068103172,0.0983005252328468,0,0,0,0.0456346476179023,0.168133017467282,0.259925035379409,0.155183840631929,0,0.0434639941603947,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329426165144145,0.0631594663069724
X600036.CH.EQUITY,0.756899662765796,0,0,0.107716682935453,0,0,0,0,0,0,0.0263960910123795,0,0.0338428909905481,0,0,0,0,-0.0797467303292191,0,0,0,0,0,0,0,0,0,0.0175582152912582,0,0,0,0,0,0,0,0.110398735736813,0,0,0,0,0,0.0698756168734458,0,0,0,0,0,0,0,-0.0082027972504083,0.0857963608417735
X601166.CH.EQUITY,0,0,0.270278079171521,0,0,0.193533186465436,0,0,0,0,0,0.13876350932979,-1.0842021724855e-19,0.176659548139208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00696004666267385,0,0,0,0,0,0,0.0469510408602523,0,0.0865090969025382,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,-0.0343906375482263,0,0.162107157661454,0,0.206245684392835,0,0,0.373353382143827,0.252543680312493,0,0,0,0,0,0,0,0,0,0.0531390574212117,0,0,0,0,0,0,0,0,0,0,0,0,0.0743355458982908,0.0216298716885251,0,0,-0.0109281920836701,0,0,0,0,0,0,0,0,0,0,0,0,0.0386705424857888,0
X601229.CH.EQUITY,0,0,0.40396118444489,0.391842404097146,-1.38777878078145e-17,0.0442388229382964,0,0.0072878935816189,0,0,0.0545921159081122,0,0,0,0,0,0,0,0,0,0,0,0.118405299201514,0,0,0,0,0,0.0886493838933095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.22587288324325,0,0,0.206899063970484,0,0,0,0,0,0,0,0,0.234952804736963,0.178238610560205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00723546606355041,0,0
X601328.CH.EQUITY,0,0,0.287034731233707,0,0,0.0453774172252166,0,3.46944695195361e-18,0.0638133992788405,0,0,0.230364330740906,0,0.159167533755051,0,0.273329548571739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124280912083793,0,0,0,0.0718779449650283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610392636202987,0
X601398.CH.EQUITY,0,0,0,0.0676627861353427,0,0.0471941387817064,0.126405443394965,0,0,0,0,0,0,0.4639977944404,0,0,0.138923541641358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082582602557755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.02614221694788,0,0,0.523794943589245,0.245090643905268,0,0,0,0,0.0972229267380777,0,0,0,0,0,-0.0597427738201741,0,0,0.0442744343414586,0,0,0,0,-0.021077479534528,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.209532956966821,0,0,0,0,0,0,0,0,0,0,-0.00774525623709689
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.457297073587594,0.048547408743379,0.245740168040106,0.107129055507292,0,0.0925315557970861,0,0,0,0.0209295485552714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015024371071921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033470785219665,0,0
X601988.CH.EQUITY,0.161422565404746,0.258070707335698,0,0,0,0,0,0,0,0,0.222610951891462,0,0,0,0,0,0,0,0.175295008549558,0,0,0,0,0,0,0,0.0499046269935909,0,0,0,0,0,0.014932231509227,0.13864740591756,-0.123066064552643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.275203854305589,0,0,0,0,1.73472347597681e-18,0,0.540812116823636,0.0435716096118905,0,0,0,0,0,0,0,0,0,0,0.0193722251573512,0,0,0,0.0158533079251314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115489762346403,0,0
X11.HK.EQUITY,0.107618673887053,0,0,0,0,0,0,0,0,0,0,0,-0.186859210668048,0,0.172256826234243,0,0,3.46944695195361e-18,0.148013407079866,0,0.182201429592317,0,0,0,0,0,0,0,0,0,0,0.103705600868813,0,-0.0971032552217383,0.114991911183713,0,0,0,0,0,0,0,0,0.264631473136144,0,0.11507713539252,0.122699082411413,0,0.460260548394531,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0660332750442663,0,0,0,0,0,0,0,-0.454802450902443,0,0,0,0.0520806984302365,0,0,0,0,0,0,0,0,0.663304739541715,0.0308981942254831,0,0,0,0,0,0,0,0,0,0,0.0283716284021687,-0.247734918617449,0,0,0,0,0.487972371482437,0,0,-0.260229588110126,0,0.149299984913247
X5.HK.EQUITY,0,0,0.0764133290434077,0,0,0,0,0,0,0,0,0,0,0.253482980905482,0.0686208353294415,0,0,0.190006491952847,0,0,0,0,0,0,0,0,0,0.0315532413230293,0,0,0,0,0,0.379593499350892,0.0818524807371303,0,0,-0.0335559044491192,0,0,0,0,0,0,0.141448212348264,0.0995260838177917,0,-0.312747872266513,0,0,-0.248616957137057
X2886.TT.EQUITY,0,0,0,-0.121042549099991,0,0,0,0,0,0,0,0,0,0,0,0,0.224040813809023,0.0346066107433575,0,0,0,0,0,0,-0.269407436910154,0,0,0.0975873652412532,-0.0393765173980217,-0.0608354312546075,0,0,0,0,0,0.39750601860103,0,0,0,0,0,0,0,0,0,0,0.0906541615180185,0,0.207950238890734,0,0
X000166.CH.EQUITY,0,0,0,0.000366641257557894,0,-0.0527133977332576,0,0,0,0,0,0,0,0,0,0.0232509232386397,0.0625974328131019,0,0,0,0,0.0949963492767693,0.0822123878158133,0,0.120958615478714,0.294653823448338,0.379742324662973,0,-0.0288696790269422,0.144330369197018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296210375731027,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0336356578621228,0,0,0,0,0,0,0,0,0.0888942638808776,0,0,0,0.123873607426325,0.27301786230323,0,0.174924427382147,0,0,-0.0654214611101551,0.182056144006947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239282357841534,0,0,0,0,-0.0531394823036678,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165645529367596,0,0,0.0670754045110376,0,0.0749040156739813,0.507960012334898,0,0,0,0,0,0,0,0.0470103065541857,0,0.0861789425584527,0,0,0,1.0842021724855e-19,0,0,0,0.0264254030290712,0,0.0181028565134157,0,0.00955001971651561,-0.0876431966286688,0
