,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.420654286754929,-6.93889390390723e-18,0.0311724837048115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592674973550015,0,0,0,0,0,0,0.0613787336078264,0.0573435215110872,0,0,0,0.0988983382903487,0,0.0503785408552596,0,0.107202367571006,0,-0.131752890370297,0,0.0740496612277272,0,0,0,0,0,0,0.0788268415902803,-0.0961900583057688
X002142.CH.EQUITY,0.166463294883563,0,0,0,0,0,0.145024271535226,0,0.0613755871615307,0,0,0,0,0.293306839663856,0,0,0,-0.0450747921792858,0,0,0,0,0,0,0,0.00252085186686896,0,0,0,0.115412731286337,0,0,0,0,0,0.119046681145866,0,0.127503202467025,0.01984501812258,0,-0.131934346963518,0,0,0,0,0,0,0,0,-0.0840376940282938,0
X600000.CH.EQUITY,0,0,0,0.127096379442057,0,0.349070820507284,0,0,0,0,0.00263369196422668,0,0,0,0.0921194865281449,0,0,0,0,0,0.0302109994705266,0,0,0,0.131990958741601,0,0,0,0,0,0,0,0.229886414006139,0,0,0,0,0,0,0,0,0,0,0.0175699140215866,0,0,0,0,0,-0.183504298582365,0.251541695316381
X600015.CH.EQUITY,0.0282285062960865,0,0.151126701717642,0,0,0,0,0.466530929897231,0,0,0,0,0,0.00772375497452607,0.0765890028160219,0,0,0,0,0,0,0,0.139789765316973,0,0.146844696118875,0,0,0,0.0749617471111555,0,0,0,0,0,0,0,0,0.00723542496341171,0,0.0827146965785761,0,0,0,0,0,0,0,0,0,0,-0.00940198124576623
X600016.CH.EQUITY,0,0,0.0855268530484394,0.132305475550343,0,0,0,0,0,0,0,0,0,0,0.320629335903546,0,0,0,0,0,0,0,0,0,0,0,0.226813438970237,0,0,0,0,0,0,-0.0920483346037825,0,0,-0.0464279690980812,0,0,0,0,0,0,0,0,0.0154094764148098,0.0468221638335743,0,0,-0.0837044042654356,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.381214319590675,0,0.018100661800312,0,0.0121957533268981,0,0,0,-0.0143784478768282,0,-0.0702352173174836,0,0,0,0,0,0,0,0.140440309563098,0.651670879162623,0,0,0,-0.161159498340292,0,0,0.0796303495486883,0,0,0.167631563793569,0,0,0,0,0,0,0,0,0,-0.154951832046088,0.136004296420316
X601166.CH.EQUITY,0,0.140202230128192,3.46944695195361e-18,0,0,0,0,0,0,0.267970532139631,0,0,-0.0331656641754516,0,0.102954388466025,0,0,-0.0535148987822946,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.477540143532405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762888396029664,-0.0104042750537054
X601169.CH.EQUITY,-0.00209256069136557,0,0,0.792883075021518,0,0,0,0,0,0,0,0,0,0,0,0.160711631699173,0,0,0,0,-0.269677773207038,0,0,0,0,0.19260997258108,0,0,0,0,0,0,-0.127334374957942,-0.139645718719813,0,0,0,-0.132010202074333,0.46513445804787,-0.0850925902627855,0,0,0,0,0,0,0.0569876772295314,0,0,0,0.161615508144647
X601229.CH.EQUITY,0.0640914570291049,0.13185755775288,0.138295581425031,0,0,0,0,0,0,0,-0.0780564308507221,0.461985896113441,-0.0273093569830846,0,0,0.06671123138084,0,0,0,0,0,0,0,0,0,0.084247729860531,0,0,0,0,0,0,0.0837966788736221,0,0,0.151520760742812,0.0307190355027526,0,0,-0.0304011830122029,-0.0748463078825397,0,0,0,0,0,0,0,0,0,-0.179248116182967
X601288.CH.EQUITY,0,-0.0892763736048109,0,0,0,-0.458250493301349,0.781241404314629,0,-0.0256531158568759,0,0,0,0.146944921498735,-0.0990277442099154,-8.67361737988404e-19,0,0,0,0,0,0,0.126765098966848,0,0,0,0,0,-0.172440696975616,0,0,0,0,0,0.175659281796092,-0.132859740606014,0,0,0,0,0,0,0,0,0.00669783912225109,0,0,0,0,0,0,0.384378155633971
