,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0929885235510176,0,0,0,0.0233318395772448,0.1928850481178,0,0,0,0,0,0,0.0878892211776272,0.334409814140328,0.0644938091159366,0,0.0524718428181009,0,0,0,0,0,0.0578703241485412,0,0,0,0,0,0,0,0,0,0.0130513892344789,0,0,0,0,0,0,0,0,0,0.0672870463574698,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.729783560261818,0,0,0,0,0,0,0,0,0,0,0.104652540268403,0,0,-0.170382788432206,-0.0231204018737938,-0.0861525956109637,0,0,0,0,-0.0702362449769499,0,0,0,0,0.348069528550369,0,0,0,-1.73472347597681e-18,0,-0.0839457459740442,0,0,-0.00358669600191902,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.159380995280952,0,0,0.21424465725288,0,0.182760964528365,0,0.199195576929158,0,0,0,0,0,0,0,0,0,0.0180573560374018,0.0249803679527376,0,0,0,0,0,0,0.114222746455042,0,0,0,0,0,0,0,0,0,0.0348432816001474,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.291130317295925,0,0,0,0,0.175520617519277,0,0,0,0,0.0404956053774267,0,0.089445425760993,0.202824684304981,0,0,0,0,-0.0319259091180874,0,0,-0.035460665850741,0,0,0.107052517849448,0,0,0,0,0,0,0,0,0.0673808946567589,0,0,0,0,0.0597565958799129,0,0,0,0,0,0,-0.00363339924740301,0,0,0,0
X600016.CH.EQUITY,0,0,0.184348520236929,0.0745675286419344,0,0,0,0.230797832602623,0,0,0.0555865630640786,0,0,0.11448610697694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769107335657039,0,0,0.0941930461203396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183027132084953,0,0,0,0,0
X600036.CH.EQUITY,0.135498838506136,0.0415644601389825,0,0,0,0,0,0,0,0.060787478973243,0,0,0.190750947961103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0,0,0.123238459504314,0,0,0,0.0924002136329321,0,0,0,0,0,0,0.230587666419876,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.163489472926251,0,0,0.267150748924034,0,0,0,0.197774600229546,0,0,0.281555114533941,0,0,0,0,0,0,0,0,0,0,0,-0.0266765729234366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00895290108765196,0,0,0,0,0.13309426460209,-0.0102360548100384,0
X601169.CH.EQUITY,0,0,0,0.3942991917927,0,0,0,0,0,0,0.173840253413012,0,0.0473753397809958,0,0.000291424380757469,0,0,0,0,0.0341493760032876,0,0,0.0894972014878028,0,0,0.00291349166876373,0,0,0,0,0,0,0,0.212737575177283,0.0578864628036659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0627284690187838,0.231991753385404,0,0,0,0.202457115918888,0,0,0.0289736696966092,0,0,0,0.150839313805303,0,0,0.0373788087802125,0,0,0,0,0.154360723792065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555855280896839,0,0,0,0,0,0.0548227512610327,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0465251567561617,0.00564791437682863,8.67361737988404e-19,0,0,0,0.257496439785233,0,0.16980799356949,0.467223109828896,0,0,0,0,0,0,0,0,0,-0.00871998249104933,0,0,0,0,0,0.0320335732874848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527672746373486,0
