,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0260929267716463,0.00274981231168805,0.274625971388905,0,0,0.172922289891093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559565918571058,0,0,0,0.0798930922999558,0,0,0.0435706521128788,0,0,0,0,0.0543191111507597,0,0,0,0,0,0,0,0.258881817506875,0,0,0,0.0151959881377147,0
X002142.CH.EQUITY,0.270425146774905,0,0,0,0,0.218880258223945,0,0,0,0,0,0.0722092229497156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671581388787668,0,0,0.0908053586510061,0,0,0,0.01740592801277,0,0,0,0,0,0,0,0.218528651926933
X600000.CH.EQUITY,0,0,0,6.93889390390723e-18,0.396345131176374,0,0,0.100248958787971,0.228147233657583,0,0,0,0,0,0,0,0,0,0.00945312224971245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417284326328208,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0142389495593764,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.177463485342889,0,0,0.171110161256857,0.198156438163368,0.025950298339381,0,0,0,0,0.0417102866381577,0.188003701413737,0,0,0,0,0,-0.11782323199272,0,0,0,-0.0330483667292683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304538339156928,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.319721463512679,0,0,0.197662081249818,0,0,0.180011587948171,0.219081441123177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569590724176653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,-1.73472347597681e-18,0,0,0,0,0.287926522156798,0,0,0,0,0,0,0,0,0,0.0444888843343895,0.0246658907682289,2.77555756156289e-17,0,0,0,0,0.0112508238242955,0,0,0,0.132052069573255,0,0,-6.93889390390723e-18,0,0,0,0,0,0.201228595723473,0.263791379677262,0,0,0.150223854211662,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.242423497729089,0,0.0667267023355295,0.101912813658019,0,0.155944245229974,0,0,0,0,0,0,0.318335773620262,0.0247600271132629,0,0,0,0.0010591467138637,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784085894123613,-0.0131072009413659,0
X601169.CH.EQUITY,0,0,-8.67361737988404e-19,0.0566439213290501,0.0127389987252798,0,6.93889390390723e-18,0,0.372800253990967,0,0.0671547388599945,0,0,0,0,0.261608667328435,0,0,0,0,0,0.0798799440792102,0,0,0,0.0199112002283091,0,0,0.0310090688961536,0,0,0,0.0783960454001359,0.0215465831100141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.178467693559097,0,0,0,0,0,0,-1.73472347597681e-18,0.21544946238469,0,0.0937222521634348,0,0,0.142766419800048,0.0650497896090181,0,0,0,0,0,0,0,0,0,0,0,0.210518667733189,0.00491357404464939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577493701666305,0,0,0,0,0
X601288.CH.EQUITY,0.0327115637874776,0,0,0,0,0,8.67361737988404e-19,0,0.0895784167348846,0,0.0950399045187291,0.369324455099707,0,0,0.3096371696378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751468263027973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254415713895349,0
