,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.300791406309869,0,0,0.157077633197897,0.421256846507449,0,0,0,0,0,0,0,0,0.0135484922445063,0,0.00206512221541996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146420815155791,0,0,0,0,0,0,0,-0.132843937950886,0,0,0,0,-1.73472347597681e-18,-0.0304097775211136,0,0,0,0.194865707347442
X002142.CH.EQUITY,0.296644345543753,0,0.00296795120221997,0,0.051135952179873,0.0316455052672029,0,0,0,0,0,0,0,0.022139657045421,0,0,0,-0.05405609769083,0,0,0,0,0,0.0103198873632688,0.187317250239322,0,0,0,0,0,0,0,0.249309573894923,0,0,0,0,-0.00639509322309898,0,0,0,0,0,0,0,0,0,0,0.0367448652733724,0,0,-0.00742347469716618
X600000.CH.EQUITY,0,0,0,0,0.105755958170778,0,0.0158038471640116,0,0.456662929311211,0,0,0,0,0.0729220638227603,0.00373865752295373,0,0,0,0,0,0.0594877967622686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297440922069946,0.0262832548815683,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.10233480033526,0,0,0,0.298570428268954,0,0.0615910251532261,0.168588028795755,0,0,-0.146530291265623,-0.0772134144749846,0.0802159704825036,0,-0.129916706172398,0,0,0,0,0,0,0,0,0.48275155949872,0,0,0,0.226893061704248,0,0,0,0,-0.0810715746336311,0,0,0,0,0,0,0,0,0,0,0,0,0.160493480001618,-0.0230198636515333,0
X600036.CH.EQUITY,0.0102789313952235,0,0.0799274929114108,0.479231690641284,0,0,0,0,0,0,0.197632486948504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122176904294709,0.00669416273826568,0,0,0,0,0.126574641571401,0,0,0.0446173862273406,0,0,0,0,-0.118092630212491,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.388225715371566,0,0,0,0.0300859121075843,0,0,0,0,0,0.358471651891246,0,0,0,0.0327620082777455,-0.0358771236483914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465428697561936,0,0,0,0,0,0,0,0,0.071992259870484,0,0.00123814378420284,0.064103343159736,0,0,-0.0722681126417908,0,0.0581024031291017,0,0.0206879575562523,0,-0.147113052455585,0
X601229.CH.EQUITY,0,0.150062117494519,0,0,0,0,0,0,0,0,0.7464267602927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278924768634107,0,-0.0404046011344684,0,0.0626925189494662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172012300642028,-0.0325494814054064,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.140056860948034,0.0812862331722029,0.493632453582164,0.0682112136505141,0.0360716960349028,0.113345511687024,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591671168559458,0,0.0302874804676589,0,0,0,0,0.0123647709970049,0,0,0.0095697740812478,0,0,0,0,0,0.0211351842394254,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.321106703474511,0.131025121640155,0,0,0,0,0,0,0,0.0229964643236747,0.0687669315515945,0.0165286857728484,0.1794926166475,0.023509540000241,0,0,0,0,0,0,0,0,0,0,0.106209688098075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139244527573086,-0.0600681552508885,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.312473523037817,0.271196099651176,0.21320831754399,0.0238660537010747,0,0,0,0,0,0,0,0,0,0.0252552037611247,0,0,0,0,0,0,0,0,0,-0.0331464045006051,0,0,0,0,0,0.0515131040051308,0.0050716664240269,0,0,0,-0.0344784860560121,0,0.118586891420522,0,0,-0.0280695461933708,0
X601818.CH.EQUITY,0,0.435581588493001,0,0,0,0,0,0,0,0,0,0,0,0.149067482391609,0.0934622678750673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107932811139593,0,0,0.0536963536557646,0,0,0,0.0775399102492938,-1.73472347597681e-18,0,0,0,0,0,0,0.0824355923177803,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.164538007758224,0,0,0,0,0,0.621191328914297,0.246567356698776,0,0.0471673103197137,0,0,0,0,0.162558324153427,0,0,0,-0.111733029541111,0,0,0,0,0,0,0,0,0.0984480114916657,0,0,0,0,0,0,-0.0303546060416825,0,0,0,0,0,0,0,0,0,0,0.0314329992901089,0.0230747629342595,0.200120015205397,0.0677885815599659
X601988.CH.EQUITY,0.00092774930051812,0.0287236898474865,0,0,0,0,0,0.520846434100459,0.284629341414343,0,0,0.00359394931391973,0,0.0296707685822388,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0750248038836061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477687902981132,0,0,0,0,0,0,0.0943004186273768,0
X601998.CH.EQUITY,0,0,0.151901329438966,0,-3.46944695195361e-18,0,0,0.162189166859721,0,0,0.156114964414968,0,0.305712481588118,0,0,0.0353885462356496,0,0,0,0,0,0,0,0,0,0.0813342949622989,0.175673670670028,0,0,0,0,0,0,0,0,0.135773033363883,0.138974722193994,0,0.0935682033300818,-0.104518467741698,0,0,0,-0.0669696401884095,0,0,0.0334145993078626,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,-0.335288091009964,0.486089659958098,0,0.0430809389277255,0.163499310209341,0,0.0378384647864796,0,0.501987212273403,0,0,0,0,0,0,0,0,0.172761731694366,0,0,-0.401410876121101,0,0,0,0,0,0,0,0,0,0.0317192404743933,-0.0447432981223909,0,0,0,-0.0147985291942807,0,0.00402266211235922,0,0,0,0,0,0.267340986101463,0,0,0.0534572607804664,0
X11.HK.EQUITY,0,-0.0382290219978752,0,0,-0.0216504488018733,0,0,0,0,0,0,-0.0624791196128584,0,0,0,0,0.0289236786295026,0.632899407533393,0,0,0,0,0,0,-0.0635300307339526,0,0,0,0,0,0,0,0,0,0.104855340530005,0.0652442250900887,0,0,0,0,0,0.0470073319115537,0,0,0.0607497726379058,0,0,0.132804866683056,0.138316917673954,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.127788743764282,0,0,0,0,0,0,0,0,0,0,0.324891439471198,0,0.194854027078571,0,0,0,0,0,0,0,-0.24913587152995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420981832283736,0,0.00565536444421016,0,0,0.17710965137654,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.15974542434158,0,0,0,0,0,0.0754683107525653,0,0,0,0.260732592123503,0.092026108885485,0,0,0,0,-0.122603930130102,0,0,0,0,0,0,0,-0.0529784377930489,0,0,-0.0480709062526945,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.226750702186856,0,0,0.0332998559509245,0,0.175319719742298,0.267878663349498,0,0
X000166.CH.EQUITY,-0.030812260510309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803212729667118,0,0.310908901711369,0,0,0,0,0.285910113530358,0,0.319786121072456,0,0,0,0.0632880928630244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0259751810924853,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.00701604386076088,0,0,0,0,0,0,0.0306480707515492,0,0,0.454676503203102,0,0,0,0.0457794712968536,0.202296489512226,0,0.0443061154935634,0.0596666384266123,0,0,0,0,0,0,-0.0111154750766895,0,0,0,0,0,0,0,-0.151830591183397,0.0580465083883359,0,0,0,0,0,0
X002736.CH.EQUITY,-0.0588855386035505,0,0,0,0,0,0,0,0,0,0,0,0,0.0604263385881161,0,-0.131001690223656,-0.0148602346484216,0,0.0964349377194529,0,0,0,-6.93889390390723e-18,0,0.164193030357592,0,0.197389769861935,0,0.230482118799297,0.184360721091101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218637172834109,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551335602986535,-0.0315727870409258,0,-0.00578852160743959,0.43876486628943,0.154369855603637,0,0,0,0,0,0.316810238260881,0,0,0,0.072057128148009,0,0,0,0.0824822956967408,0,0,0,-0.0292171703274163,0,0,0,0,-0.0133876978863473,0,0,0.0217794862362992,-0.0469056781107441,0,0,0,0.0995434428603515,0.0238133365924801
X600030.CH.EQUITY,0,0,0,0,0,0,0.019032680934551,0,0,0,0,0,0,0,0,0,0,0,0.379862031568271,0,0,0.0753985039571581,0,0,0,0.183273296249593,0,0.257465476399781,0,0,0.0901373657292507,0,0.0594079667220179,0.0169165596587409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0611143035800434
X600837.CH.EQUITY,0,0,0,0,0,0,0.134885346639754,-0.120960697468104,0.118562723337316,0,0,0,0,0,0,0,0,0,0,0.221347791186235,0,3.46944695195361e-18,0.154131986592155,0,0,0,0,0.0296942406895925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127408194497297,0,0.0326579907827278,0,0
X600999.CH.EQUITY,-0.0466782653151385,0,0,0,0.130747129395354,0,0.00798795245680065,0,0,0,0,0,0,0,-0.0013726606884176,0,0,0,0,0,0.0842032306662879,0,0,0,0,0.103506513215272,0,0.376013059991377,0.149550019917025,0,0,0,0,0,0,0.0414988121586981,-0.0812517759098634,0,0,0.0213202728040352,0,0,0,0,0,0,0,0.0586566289775575,0,0,0.110974324445478,0
X601066.CH.EQUITY,0,0,0,0,-0.0529272843650821,0,0.0587582901536593,0,0,0,0,0.0207623134245142,0,0.0495001529942408,0.0115257238677589,-0.0883787079598196,-0.0729733580898583,0,0,0,0.157403413596951,0,0.561277085596687,0,0,0,0,0,0,0.0135087329254607,0,0,0,0,0.106827623283795,0,0,0,0,-0.0547625116169487,0,0,0,0,0,0,0,0,0,0,0.177445644308613,0
X601211.CH.EQUITY,0,0,0.0526987004228685,0,0,0,0,0,0.202924912661955,0,0,0,0,0,0,0,0,0,0.01347623235645,0.138134889241414,0.0472787827183729,0,0,0,0.0192923099189197,0,0,0.355182400130759,0,0,0,0,0,0.000649683023630789,0,0,0,0.0268344575539985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0.322808410803296,-0.0289257856594966,0,0,0,0,0,0,0,0,0,-0.123502052073237,0,0,0,0,0,0,0,0.31699215316526,0,0,0,0.448526569695573,0,0,0,0,0,0.0533078273477559,0,0.0681233799503549,-0.0551720257987501,0,0,0,0.00207829535068322,0,0,0,0,0.0218491008902195,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636780885784931,0,0.099166627854698,0,0.293354240834438,0,0.107454544294688,0.0220525438280608,0.138373257560103,0,0,0,0,0,0,0,0,0,0,0,0,0.0147277999834251,0,0,0,0,0,0,0,0,0,-0.0670647001290081,-0.144893734892995,0
X388.HK.EQUITY,0,0,0,0,-0.285688493116475,0,-0.044571513798114,0,0,0,0,0,0,0,0,0,0,0,0,0.0973858200676378,0.193826734352474,0.423338204219331,0,0,0,0.0637255815110968,0,0,0,0,0,0,0,0,-0.0365306768214981,0.21239345252192,0,0.102061906938869,0,0,0,0,0,0.0531607317124961,0,0,0,0,-0.219055700092919,0,0,0
