,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X000002.CH.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.216780231135,0.046455946039578,0,0,0.0970491768152447,0,0,-0.0926731941103109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649290141094225,0,0,0,0,0,0,0,0,0,0.0401587550287228,0,-0.208181401137597,0.171239877510386,0,0,0.216488843053848,0,0,0,0.11272209796663,0,0.0230591446475229,0,0.0351407915145741
X002142.CH.EQUITY,0.136580517240072,0,0,0,0,0.210777513287756,0,0.0975991016704464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24008652595447,0,0,0,0,0,0,-0.0363092731486439,0.125317215572816,0,0,0,0,0,0,-0.034673519409402,0.0496159201046005,-0.0279628196267563,0,0,0.186315988662906,0,0,0,0,0,0,0.0208211649895488,0,0.0454827335519558
X600000.CH.EQUITY,0,0,0,0,0,0.0705455910646509,0,0.0337849246043815,0,0,0,0,0,0,0,0,0.7216142337526,0,0,0,0,0,0,0,0,0,0.0204014429276793,0,0,-0.173679434086058,0,0,-0.0354218551387256,0,0,0,0,0,0,0,0,0.0879637941101196,0,0,0.0168350029574526,0.0651890840975193,0,0,0,0,0,0.123119031506247
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.513975689276677,0,0,0,0,0.290259493209547,0,0.0539672190159283,0,0,0.032532981468686,0,0,0,0,0,0,0,0,0.0144867046803404,0,0,0,0,0,0,0,0,0.676593345261414,0,0,0,0,-0.229883079067671,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.12030399037447,0.278255569649463,0,0,0.149743324164195,0,0.239175128450675,0,0.0521075034826279,0,0.0477212140660976,0,0,0.170228312663109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689222139524636,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.472646318994579,0,0,0,0,0,3.46944695195361e-18,0.290720605774014,0.0493688432738486,0,0,0,0,0,0.104055816611198,0,0,0,0,-3.46944695195361e-18,0.0106605009698934,0,0,0.0224912117672049,0.0293329464234195,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.250692852473934,0,0,0,0,0,0,0.0386835593557368,0,0,0.0196867098938703,0,0,0,0,0.0242472026625478,0,0.0790786927393402,0.0461251678150132,0,0,0,0,0,0,0.211504498523534,0,0,0,0,0,0,0.0774614270409984,0.0504773934402099,-0.0547064116331905,0,0,0.273162846018043,0,0,0,0,0,0.0981908498002392,0,0,0,0,0.0020477414673803,0.320497240115789,0,-0.017372216641758
X600926.CH.EQUITY,0.0439491286650472,0.0903021437677295,0,0,0,0,0.429880637952298,0,0.187080315171028,0,0,0,0,0,0.186643536990101,0.0769214676360124,0,0.112524427549193,0,0,0,0,0,0,-0.053322848801142,0,0,0.038586688437464,0,0,0,0,0,0,0,0,0,0,0,0,-0.0850777604972591,0,0,0,0,0,-0.00395388263578652,0,-0.107610665803493,0,0,0
X601009.CH.EQUITY,0,0,0,1.0842021724855e-19,0,0.0412838272006709,0,0,0,0,0,0.00512402192992417,0,0,0.0351066028072738,0,0,0.186649535050043,0,0,0.260125813593873,0.0176760506820295,0.0147105416245148,0,0,0,0,0,0,0,0,0.0400376961841677,0,0,0.0438948017324718,0,0.0522573156644613,0,0,0.106299667226691,0,0.171114416396574,0,0.0997339522639859,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.020184357980076,0,0,0.175896775308516,0,0,0,0,0,0.028767936888415,0,0,0,0,0,0.0249491129349291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170634549990783,0.0455234186785303,0.138907106579373,0,0,0,0,0,0.168967359620299,0,0.0224352299252661,0.0611185369657281,0,0,0,0,0,0,0
