,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0951077247329147,0,0,0,0,0,0,0,0,0,0,0.190418248400799,0.036666645548158,0,0,0,0.0531419446390845,0,0,0,0,0,0,0.035556251393004,0,0,0,0,0,0,0,0.375406732447943,0,0,0.13588132086558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0485448320331095,0
X002142.CH.EQUITY,0,0,0,0,0.535582467433257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0642489362331934,0,0,0,0.0625601883584357,0,0,0.174010248169559,0,0,0,0,0.0663668628062874,0,0,0,0,-0.0888880421596641,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.0606590212582402,0.0445228950855037,0.622054406455909,0,0,0,0,0,0,0,0,0,0,0,0.0485121386928649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106124422245534,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0400387176037778,0,0,0,0,0,0.22747807962908,0,0,0,0.182900291811267,0,0.00969075856858711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224129644545361,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0150470072159732,0,0,0.0200921518080874,0,0,0,0.220525066170801,0,0,0,0,0,0.00632818158790862
X600036.CH.EQUITY,0,0.245615648620711,0,0,0,0,0,0.112733635805178,0,0,0,0.268278708707086,0,0,0,0,0.0594897084593616,0.090430273925415,0,0,0,-0.0190132203760457,0,0,0,0,0,-0.0277188499109709,0,0,-0.0729535873911246,-0.0545237279262471,0,0,0,0.0221428677375915,0,0.107587440769826,0,0,0,0,0,0,0,0,0,0,0,0.0979525091557012,0,0
X601166.CH.EQUITY,0,0,0.446115331278476,0,0,0,0,0.106938713635527,0,0,0,0.09625429983647,0.0117008894238962,0.0744690772583871,0.0117538524878738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801326520913428,0,0.0127336375440619,0,0,-1.73472347597681e-18,0,0.0539434931478642,0,0.0331408812368778,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.0763118607219277,0.0955267348160318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144149438943905,0,0,0,0,0,-0.0387629806390047,0,0,-0.121175745116503,0,0,0,0,-0.429029078692032,0,0,0.109120807371863,0.290968340068457,0,0,0,0,0,0.0667902251096959,0,0,0.0387468187319313,0,0
X601288.CH.EQUITY,0,0,0.00333219074853882,0.0573374068717922,0.0565307358420495,0,0,0,0.428933309410897,0,0,0.190381575767651,0.340568088682552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550208079278761,0,-0.0621435218802765,0,0,0,0,0,-0.0117442578849766,0,0,0,-0.0298585435194521,0,0,0,0,0,0,0,0,0.0329291509319956,0,0
X601328.CH.EQUITY,0,0,0.098100740486055,0,0,0,0.102327009753681,0.374963030435203,0,0.151032320805996,-6.93889390390723e-18,0,0,0.0720531454528705,0,0,0,0,0,0,0,0,0.124902681402825,0,0,0.0544410623938755,0,0,-0.0131252783266084,0,0,-0.00796000114225676,0,0,0,0,0,0,0,0.0408068913231311,0,0.0607129566616051,0,0,0,0,0,0,0,0,-0.0275038546690576,0.0529140488754675
X601398.CH.EQUITY,0,0.00235836304937379,0,0,0,0,0,0,0,0,0,0,0,0.666873597729217,0,0,0,0,-0.13476234276412,0,0,-0.115981169876737,0,0,-0.212269424760396,0,0,0,-0.286376305819383,0,0,0,0.0293558509886732,0,0,0,0.111446697180273,0,0,0,0,0,0.175350702416552,0,0,0,0,0,0.149893882909773,0,0,0
