,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0135842899022288,0,0,0.10879810556155,0.032739229205855,0.0307610059829394,0,0,0.373742492723803,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.0532961880126309,0,0,0,0,0,0,0,0.0380011308885353,0,0,0,0,0,0,0,0,0.0187527643241869,0,0.0190485559213539,0.150177918353061,0,0,0.0020867797072828,0,0.0759284478340116,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0346777716144375,0,1.73472347597681e-18,0,0.334397861249706,0,0,0.0254376866211677,0,0,0,0.0121878547060087,0.212346490754014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351801169350023,0,0,0,0,0,0,0,0,0.156024793201831,0,-2.16840434497101e-19,0.0976176592957028,-0.00134245732943937,0,0.279779024214989,0,-0.0663126392089767,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.614041464568143,0,0.115087620116027,0.0350037638097663,0,0.0402764456025273,0.0664723350805177,0.0726703446794807,0,0,0,0,0,0,0,0,0,0,0,0.0596303158455593,0,0,0,0,0,0.0206798566025442,0,0,0,0,0,0,0.0724673974588541,0,0,0,0,0,0,0,0.147945066528778
X600015.CH.EQUITY,0,0,0,0,0,0,0.0635840624948645,0,0,0,0.115824992954003,0.258383758689686,0,0,0,0,0,0,0,0,0,0,0,0,0.49379851476442,0,0.129063566756779,0,0,0.0851300416626839,0,-0.0539912486808592,0,0,1.73472347597681e-18,0,0,0,0,0,0.051365560583576,-3.46944695195361e-18,0,0.00972435956763293,0,0,0,-0.0759718064413328,0,0,0,0
X600016.CH.EQUITY,0.0596701803949769,0,0,0,0,0.0374479752824004,0,0,0,0,1.73472347597681e-18,0,0,0,0.00487634122500173,0.350552599733063,0.0582041177760917,0,0,0,0,0,0,0.298635134505588,4.33680868994202e-19,0,0,0,0,0,0,0,0.0844399158312758,0.0169326441468565,0,0,0,0,0,0.0537465718441821,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.438829123558506,0.156700548851945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682792724676024,0,0,0,0,0,0,0,0,0,0.169742211562621,0,0,0.025118878375574,0.0363974729554747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.13630960680581,0.0153933354934756,0
X600919.CH.EQUITY,0,0,0,0.217899012112558,0,0,0,0.51841866206395,0.00739334150470387,0,0,0,0,0,0.160254496809388,0.0517738797570722,0,0,0,0,0,0,0,0,0,0,0,-0.151335063378727,0.0379289089385933,0,0,0,0,0,0,0,0,0,0,0,-0.123396210538159,0,0,0,0,0,0.0760373871334635,0,0,0,0,0
X600926.CH.EQUITY,0,0.0096898849976015,0,0,0,0,0.41912669515569,0,0,0,0,0,0,0.0654476787682014,0,0,0,0.297641605257035,0,0,0,6.93889390390723e-18,0,0,0,0,0.0990955879658418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785770169386988,-0.0826602741572722,0,0.160422414546985,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,-0.0437971466556753,0,0.290337706036289,0,0,0,0,0,0,0,0,0,0,0,0.0446034437818314,0,0,0,0,0,0.137878159365026,0,0,0.0563986652420746,0.020308911093206,0,0,0.225234799857095,0,0,0,0,0,0,0,0,0.428801152491267,0,0,0,0,-0.297310818065885,0,0,0,0,0,0
X601166.CH.EQUITY,0.20387560592811,0.262764945052154,0.0602420607515043,0,0,0,0,0,0.0179179091108235,0,0,0,0,0,0,0,0,0.142153102731457,0,0,0.273176020460967,0,0,0,0,0,0,0,0,0,0.0181214467680313,0,0,0,0.163359440952911,0,0,0,0,0,0,0,0,0,0,-0.0044914380033363,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.166372208881679,0,0,0,0,0,0,0.181352197080918,0,0,0.0258381707793664,0,0.141261509835925,0,0,0,0.0757564768906404,0,0,0,0.375690599126468,0,0,0,0,0,-0.0910099377993101,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,-0.0665282262329554,-0.00301735858936788
