,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.132850674132563,0.125362247016439,0,0.111625993639664,0.125523674822737,0,0,0,0,0,0,0,0,0,0,0.0726073783501754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143561253326813,0,0.0242856137713349,0.0689973868958228,0,0,0.0433018482813294,0,0.033378153769184,0,0,0,0,0,0,0.0184651585451237,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.181209625432293,0.816334395253607,0,0,0,0,-0.116759577214668,0,0,0,0,0,0,0,0,0,0.26943694482543,-0.129650861075604,0,0,0,0,0,0.113329652579739,0,0,0,0,0.078891639382587,0,0,0,0,0,0,0,0,0,0.135606066748129,0,-0.097746001845271,0,0,-0.0394637770857898,-0.159307830094384,0,0,-0.0806910351552254,-0.014400702303186
X600000.CH.EQUITY,0,0,0,0,0.168470411171987,0,0,0,0.145196168126119,0,0,0,0.175903637264423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267759068978752,0,0,0,0,-0.0139324378504615,0,0,0,0,0,0,0.0789590385342731,0,0.695189475339786,0,-0.122463500160947,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.163301702800888,0,0,0,0.154553992839156,0,0,0.0358889743616642,0.141369557543006,0,0,0,8.67361737988404e-19,0,0,0,0.164829159461379,0,0,0,0.255113549354677,-0.180355382238997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114299103442777,0,0,0,0,0,0,0,0,0,0,0,0.00507027520109869,0
X600036.CH.EQUITY,0,0.120046815237487,0.106652301371207,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.410184554687537,0,0,0,0,0.187102723566133,0.0237090964161053,0,0,0,0,0,0,0,0,0,0,0,0,-0.00641612402569835,0,0,0,0.00488357174201054,0,0,0,0,0,0,0,0,0,0.0126537490185268,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.00664210241222008,0.0595741226054999,0.203602560674031,0,0.490966366507281,0,0,0,0,0.0280957862055969,0,0.146165980324092,0,0.04916231571861,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0112294755191745,0,0,0,0,0,0,0,0.010470331298243,0,0,0,0,0,0,0,0,0.00533007804138019,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,-0.0124677821135268,-0.0312070193692053,0,0,0,0,0,0,0,0,0,0,0,0.803134160435837,0.0364116242725272,0,0,0,0,-0.0351020908199055,0,0.0920024807802198,0,0.034829842117073,0,0,-0.0196832425207993,0,0,0,0,0,0,0,0,0,0,0,0,0.106607823827477,0,0,0,0,0,0,-0.0358654584784075,0,0,0,0,-0.0318367208982726
X601229.CH.EQUITY,0,0,0,0,0.0239392611449518,0,0,0,-3.46944695195361e-18,0,0.963282380983313,0.0179849371853854,0,0,0,0,0,0,0.4633051736719,0,0,0,0,0,0,0,-0.00902754561508602,0,0,0.28183537042427,0,0,0,-0.0882111112383531,0,0,0,0,-0.218976795143588,0,0,0,-0.299426633989423,-0.121459003977728,0,0,0,-0.0763768648033419,0,0,0,0.00393604872254184
X601288.CH.EQUITY,0,0,0.0452704667966272,0,0,0,0,0,0,0,0,0.0147385354602652,0.867302220359946,0,0,0,0,0.0209641480736273,0,0,0,0,-0.0267112585798605,0,0,0,0,0,0,0,0,0,0,0.157116487916778,0,0,-0.0658107556272362,0,0,0.0326804488725237,-0.123092422090494,0,-0.103573214469014,0.0150458369214523,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0446484788010666,0.414624828367319,0.0459642318433277,0,0,0.252210119949973,0.0670079854785724,0,0,0,0,0.0211711677867893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763353438542291,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.201063561885817,0,0,0,0,0,0,0,0,0,0,0,0,0.787907058823188,0,0,0,0,0,-0.080030940509497,0,0,-0.10697540018743,0,0,-0.324044685773298,0,0,0,0,-0.0343386873496149,0,0,0,0,0,0,0,0,-0.0446873455981802,-0.23093917008597,0.0109512719272986,0,0,-0.00192703281852255,0,0,0.539333042996501,0,0,0
