,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0718359732007224,0.236220454711637,0,0,0.0178792453545168,0,0,0,-0.0785977933498154,0,0,0,0,0,0.163487553825021,0,0,0,0,0,0,0,0,0.149105482745608,0,0,0,-3.46944695195361e-18,0,0,0,0.231882662890885,-0.00241690821133607,0,0,-0.0284075942886476,0,0,0,0.0780765782421775,0,0,0,0,0.0325888061926362,0.0789741305636455,0.0688624163763873,-0.310499869723106,0,-0.186846960660981
X002142.CH.EQUITY,0.263920452216979,0,0,0,0,0.15691017075367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143218786667198,0,0,0,0,0.0673893759401537,0,0.0204043811700282,0,0.0586310249135109,0,0,0,0,0,0,-0.039467114278488,0,0,0,0,0,0,0,0,0,0,-0.140217077886851,-0.211555291603081
X600000.CH.EQUITY,0.0831452514805281,0,0,0,1.73472347597681e-18,0.138914141757249,0,0,0,0,0.360034048961691,0,0.0812611203231007,0,0.0366642925254678,0,0,0,0,0.205849713128912,0,0,0,0,0.022958230059896,0,0,0,0,0.0755155910378541,0,0,-0.0597609920501056,0,-0.0328708764916135,0,0,0,0,0.101188961123162,0,0,0,0,0,0,0,0,0,0,0.0908229448917109
X600015.CH.EQUITY,0,0,0,0,0.00535098776452045,0,0,0.14023721694235,0,0,0,0,0.312560428940347,0,0,0.130100817716098,0,0,0,0,0,0,0.110573563915467,0.0895592395191591,0,0.071136300096773,0,0,0,0,0,0.112138578226053,0,0,0,0.0249889326373562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.033615122289737,0.152868191038356,0,0.350362087791068,0,0,0,0,0,0,0,0,0,0.12648604653924,0,0.00662175093352561,0,0.362779308602204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.243300336697656,0.146125341519541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15528296731499,0,0,0,0,0,0,0,0,0.126390763144924,0,0,0.0723909031083014,0,0.0107579032055231,0.132867120597428,0,0.0390659759338141,0,0,0,0.0415898672153165,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0199235867614724,0,0,0.179325848940785,0,0.493993261232313,0,0,0,0,0,0.0537571011468086,0.0355422086892104,0,0,0,0,0,0,0,0,0,0,0.00902857243047566,0,0,0,0,0,0,0.0520798123283284,0,0.202237613956106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0638018498335159,0.22830531825077,0.400251216548026,0,0,0.0406050454223226,0,0,0,0.269188775958904,-0.0143200985199457,-8.67361737988404e-19,0,0.138008104990136,0,0,0,0,0,-0.0381904507832664,0,0,0,0,0,0,0.0453589947741511,0,0.0274035180114774,0,0,0,0,0,0,0,0,-0.08740388704568,0,0,0,0,0,0,0,0.0967707627381863,0,0,0,0
X601229.CH.EQUITY,-0.0314016982745979,0,0,0,0,0,0,0,0,0.196679400235599,0,0,0,0.369664192357494,0,0,0,0,0.0471770150762628,-0.0736525284325213,0,0.324871310629729,0,0,0,0.0842557251046988,0,0,0,0,0,0,0.220948571497102,0,0,0,-0.187924814088165,0,0,0.0919289532874333,0,0,0,0,3.46944695195361e-18,-0.124699020187247,0,0,0,0.0879437701920245,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.230326716428284,0,0,0.579167637189717,0,0.0247788690994068,0.129473423556744,0,0,0,0,0,0,0.0497323341518229,0,0.0620646252924498,0,0.00870358520384322,0,0.0150558287606898,0,0,0,0,0,0,0,0.0388753190749665,0,0,0,0,0,0,0,0.0414031346269522,0,0,0,0,0,0,0.048007967699215
