,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.154125031516944,0,0,0,0,0,0,0.0802198349111361,0,0,0,0,0,0,0,0,0,0,0.317612373708738,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,-0.0195916789606548,-0.0831636596312766,0,0.252276792956866,0,0.120770633603346,0,0,0,0,0,0,0,-0.263401815037949,0,-0.000195462798439979
X002142.CH.EQUITY,0.251674545102756,0,0,0,0,0,0.0810280930085943,0,0,0,0,0.00830981237094925,0,0,0.113771972196882,0,0,0,-0.0627450400574387,0.0245399008400662,0,-0.0182352735173248,0,0,0,0,0,0,0,0.182917134607567,0,0,0,-0.0348522322611695,0,0,0,0.0904100884477809,0,0,-0.00440816438506757,0,0,0,0,0,0,0,0,0.0502058352385762,0
X600000.CH.EQUITY,0.0899316136615008,0.0465017578160311,0,0,0.0542888179435447,0.228523609933103,0,0.0283739699397677,0,0,0.372430960308238,0,0.109766925366808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00924107581007283,0.0689599055748865,0,0,0,0,0,0.037459648870936,0,0,0,0,0,0,0,-0.0407183140522152,0,0,0,0,0,-0.0633671706207285,0
X600015.CH.EQUITY,0,0,0,0,5.42101086242752e-20,0,0,0.322078798320512,0,0,0,0,0.257442984275972,0.034772145286255,0,0,0,1.0842021724855e-19,0.0174762616235064,0,0,0,0.0121991132139411,0.0609027008754585,0,0,0,0,0,0,0,0.162321391972657,0.0133237208652974,0,0,0.0634190228559528,0,0,0,0,0,0,0,0,0,-0.055531016858121,0,0,0,0,0
X600016.CH.EQUITY,0,0,4.33680868994202e-19,0.384475069491781,0,0,0,0.121409476055491,0,0,0.114092124157653,0,0,0,0.101849912499489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139867592481849,0.139725809025495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.221902040705674,0.174035298166205,0.0216280626869429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268253505791752,0,0,0,0,0,0,0.0543674982532586,0,0,0,0,0.329045266585187,0,0,0,-0.0174472810049865,0,0,0.0084443423751642,0,0,0,0.00867048439387846,0,0,0,0,0,0.0426513852387674,0,0,0.0475621471910068,0
X601166.CH.EQUITY,0,0.425123058911002,0,0,0,0.035417155931197,0,0,0,0,0,0,0,0,0.176176233160694,0,0,0,0,0,0,0,0,0,0,0.154544588909969,0,0,0,0.108039232208219,0,0.205143105414453,0.0813279902692597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102719887757646,-0.0162623027262269
X601169.CH.EQUITY,0,0,0,0.332373435381924,0,0,0,0,0,0,0.302786933664409,0,0.106110692528491,0,0.0921467375553396,0,0,0,0.146715829923941,0.21514269967864,0,0,0,0,0,0,0,0,0.00454326156774913,0,0,0.0119338909868312,0,0,0,0,0,-0.0380077657706572,0,0,0,0,0,0,0,0,0.113572007186399,0,0,0,0
X601229.CH.EQUITY,0.0191945884847048,0,-0.0262575249019755,0.0950970813317492,0,0,0,0,0,0.323087885237068,0,0,0,0.351245692243682,0,0,0,0,0,0,0,0.35905772774062,0,0,0,0,0,0,0,0,0,0,0.187900225364146,0,0,0,-0.0833542886920142,0,0,0,-0.031931402744571,0,0,0,0.0536198324541623,-0.137251455111392,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.234689857009304,0.0753379933015655,0,0,0.441052217406671,0,0.127095042695642,0,0,0,0,0.0356262071854044,0,0,0.106834159453411,0,0.0418384515719889,0,0.137619619801983,0,0,0,0.0348079294870818,0,0,0,0,0,0,0,0,-0.0367623610949352,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.182855583672139,0,0.187511987814087,0,0.0187309984480938,0.237548570034032,0,0,0,0,0,0.0288833594829132,0.101643601658177,0.184064929600369,0,0,0.0583289934415313,0,0,0,0,0,0,0,0,0,0,0.0149445668297918,0.0642270456808836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180296264672513,0.0241813025934756,0,0,0
X601398.CH.EQUITY,0,0.100779797135692,0,0,0,0,0,0,0,0.19202887619253,0.136157372282286,0,0.151937790573032,0.274475508150985,0.12038475781488,0,0.111825466257088,0,0,-0.055692724790661,0,0,0,0,0,0,0,0,0,0,0,0,-0.10176495291202,-0.113590274019204,0,-0.028979387693841,0,0,0,0,0,-0.0861533223492014,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.0926688317060749,0,0,0.293034511915502,0,0,0,0,0,0,0,0,0,0,0,0.185521799946493,0,0,0,0,0,0,0,0,0,0,0,-0.121347812703156,-0.151574007922376,0,0.244090112953017,0.00215513733524011,0,-0.152055218969894,0,0.0187011290520182,-0.101642066433072,0,0,0.154983394882517,0,0,0,0,0,0,0,0,0,0,0.0713288983763795
X601939.CH.EQUITY,0.14161193495385,0,0,0,0.0123023963921547,0,0,0,0.321649179844561,0.0869108161748089,0,0.42590112997696,0,0,0,0.0136988282110671,0,0.0302687782136677,0.107531145341364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17091449388306,0,0,0,0,0,0,0,0,0,0,0.128147277311527,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.393957893853992,0,0.135939009805469,0,0,0.255164611952217,0.0663072402741595,0.0718592653144502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952219674224134,0,0.0406439301073852,0,-0.310626858176393,0,0,0,0,0,0,0,0.0218906440912275,0,0,-0.0579087833632878,0,0
X601998.CH.EQUITY,0,0,0,0.17097106176905,0,0,0,0.139827535108212,0,0,0.11795924695571,0.099101853870732,-6.93889390390723e-18,0,0,0,0,0,0.0331618195938177,0,0,0,0,0,0,0,0,0,0,0,0,0.0392730727451799,0,-0.120673735879951,0,0.0260023330680566,0.0334472881205507,0,0.011065908027569,0.0681415794128321,0,0,0.149115585080497,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.148960181655596,0,0,0.0894660129056603,-0.0580545311204149,0,0,0,0,0.289699404046366,0.118089500359628,0,0,0,0,0,0.0901947069916812,0,0,0,0,0,0,0,0,0,0.255259670251674,-0.133886075774882,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.109892114556739
X2388.HK.EQUITY,-0.0101288854147859,0,0,0,0,0,0,0,0,0,0,0,-0.0475941445160935,0,0,0,0.179370783157536,0,0.516036775083583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.00690919991230844,0,0,0,0,-0.0275542524372552,0,0,0,0.174664374281153,0,0,-0.044689216252463,0.413471810633026,0,0.0682361818687892,0
X5.HK.EQUITY,0,0,0,0.0444543508343322,0,0,0,0,0,0.228336971675471,0.139269903573848,0,0,0,0,0.0100823735810178,0.198918160168482,0.41120525374927,0,0,0,-0.138469846598298,0,0,0,0,0.0762519758313601,0,0,-0.205002713101527,0,0,0,0,-0.218988238798969,0,0.183914281495374,0.172570298021624,-0.14457034255579,0,0,0,0,0,0,0,0,-0.0238549641279329,0,-0.0312650322363935,0
X2891.TT.EQUITY,0.150713970339201,0.167832323251713,0.123221923403862,0,0,0,0,0,0.0789780822931554,0,0,0,0,0.333038564085856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980205386066669,0,0,0,0,0,0,0.120827827223333,0.143252947090028,0,0.0247521137037511,0,0,0,0,0,0,0,0,0,0,0,-0.205084402678817
