,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.282593000441451,0,0,0,0.0957476216788177,0,0,0,0,0,0,0,0,0,0,0,0,0.0874868752277163,0,0,0,0,0.0150544729747845,0,0,0.00387259406516766,0,0,0,0,0,0,0,0,0,0,0,0.326517804837187,0,0,0.0368335890104102,0,0,0.080785771056436,0,-0.0504628673170227,-0.0519464444237626
X002142.CH.EQUITY,0.104734016079138,0,0,0,0,0.266932876287597,0,0.0659017188547336,0,0,0,0,0.113385440886782,0,0,0.142059385730855,0,0,0,0,0,0,0,0,0,0,-0.0147134680228289,0,0,-0.00979026537580007,0,0,-0.026204461767132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720423576454132,0,0,0
X600000.CH.EQUITY,0,0,0,0.200296911368562,0,0.0930112309127066,0,0,0,0,0,0.106667233789818,0,0.248258072390517,0,0,0.0849514204248327,0,0.0626922183149914,0,0,0,0,0,0,0,0.047071984807676,0.130322358991886,0,0,0,0,0,0,0,0,0,0.0840865939026336,0,0,0.00284531018995225,0,0,0,0.00850678450605961,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.163803721818572,0,0,-0.0152918234221229,0,0,0,0,0.360134152628933,0,0,0.0964401897757125,0,0,0,0,0.134561212389838,0,0,0,-0.034878038156272,0,0.312365548615202,0,0,0,0,0,0,0,-0.134971890483682,0,0,0,0,0,0,0,0,0,0,0,0,-0.061497568018281,2.16840434497101e-19,0,0,-0.0146334111428538,0,0
X600016.CH.EQUITY,0,0,0.0470289349897668,0.166203491875709,0,0.0456970522561803,0,0,0,0,4.33680868994202e-19,0,0,0,0.193441674136478,0,0,0.22636416586639,0,0,0.133710160451155,0,0,0.120877727733276,0,0,0,0,0,0,0.00460339227714496,0,0.0514325919265595,0,0,0,0,0,0.0580985809406344,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.170961830379142,0.352299760114747,0,0,0.0490744331352287,0,0,0,0,0.0456854033374308,0,0,0,0,0,0,0.0458407354330569,0.0346999055083007,0,0,0,0,0,0,0,0,0.169916163456125,0,0,0,0.120727677986984,0.0177019503813029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.0605090169250009,0,0,0.124314375871758,0,0,0,0.215560051829478,0,0,0,0,0.230292089275296,0.0418525966673235,0.0284200493650493,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292493944480944,-0.0409973537034563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0.0996172338745198,0,0,0,0.332922030025113,0,0.0869500232410422,0,0,0,0,0,0,-0.00196521323463697,0,0.0404487517425719,0,0,0,0.0220961475437548,0,0.0230576994332696,0,0,0,0.0284275274480101,0,0,0,0,0,0,0.0877356818379304,0,0,0,0,0,0,0,0,0,0,0.028224968486216,0,0,0,0,0.0619351113794739,0
X601009.CH.EQUITY,0,0,0,0,0,0,0.233886404884883,0.292758479319766,0,0,0,0,0,0.165611418266608,0,0,0,0,0,0.127505677618954,0,0,0,0,0,-0.0657826493024978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181255047907969,0,0,0,-0.00783455166693209,0,0,0.074633330466861,0,0.0824376165500115
X601166.CH.EQUITY,0,0.0988046968114452,0,0,0,0.123195471770822,0,0,0.174178398253898,0,0,0,0.188701524047669,0,0,0,0,0,0,0.132940012411773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120066077720982,0,0,0,0,0,0.0210474403514735,0,0,0,0,0,0,0,0.0195355141012969,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.188612534679637,0,0,0,0,0,0,0.151278070041007,0,0,0.113979777187454,0,0.148854212879676,-1.38777878078145e-17,0,0,0.00877279463736924,0,0,0,0.35575070653078,0,0,0,0,0,-0.0893526732762875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607140994379197,0
X601229.CH.EQUITY,0,0,0.327703436017617,0,8.67361737988404e-19,0,0,0,0,0,0.185799641991578,0,0,0.10452363666546,0,0.0220514096169126,0,0,0,0,0,0,0,0,0.127416793540774,0,0.0524457232480897,0,0,0,0,0,0,0,0,0,0.198938912893414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0968415787827687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249396132893232,0,0.134915060352712,0,0.0897287439851626,0,0,0,0,0,-0.2064811098145,0,0,0,0.075152747189073,0.0443007643620506,0,0,0,0,0,0.29009157172854,0,0.105712106429335,0,0,-0.0356192218317042,0,0,0,0,0,0.13326901191818,-0.0874490793641689
X601328.CH.EQUITY,0,0,0,0,0,0,0.0723636461021755,0,0,0,0,0.44368350330068,0.371978624312862,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00659648908633402,0,0,0,-0.0209070938463427,0.00831396704526924,0.0377467125049838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0451793109004375,0,0,0.0759830947703933,-0.0815142740349555
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.0477138882081644,0,0,0,0,0,0,0,0.153886470078977,0.0735271376660713,0.279347484114362,0.153325680241795,0,0.284788653200883,0,0,0,0,0.0142969807716087,0,0,0,0,0,0,-0.140770270182124,0,0,0,0.12594928185532,0,0,0,0,0,0,0,0,0,0,0,0.116618080765487,0,-0.170520664796137
X601577.CH.EQUITY,0,0.41962504447044,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,6.7762635780344e-21,0,0,0,0,0,0.0402652915923191,0,0,0,0,0.32178040268927,0,0,0,0,-0.0486647731485678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.062013160508573,0,0,0,0
X601818.CH.EQUITY,0,0,0.152493280393646,0,0.441934999382191,0,0,0,0,0,0,0,0,0.106723176638176,0,0,0,0,0,0,0,0,0,0,0.217911611878538,0,-0.0259046654379381,0,0,0,0,0,0,0,0,0,0,0.000717740279904532,0,0.0208034638299314,0,0,0,0,0,0,0,0,0,0,0,0
X601838.CH.EQUITY,0,0,0,0,0.0829308680243977,0,0.0104411455569612,0,0,0,0,0,0,0.110262774526171,0,0,0,0,0.0971341316776888,0,0,0,0.0249920293846038,0,0,0,0,-0.0459336077828816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242406673771868,0,0,0,0,0.0749923389402324,0,0,0
X601939.CH.EQUITY,0,0,0,0.120838361114699,0,0,0,0,0,0,0,0,0.380176676156251,0,0.206654886907856,0,0.124228926991386,0.168261279129191,0,0.0686745936688204,0,0,0.0280350832606337,0,0,0,-0.0637532105329927,-0.0615032811691378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354742090047982,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.12658462065376,0.0852802963542144,0,0,0.40325446568372,0,0.0934450701407016,0,0,0,0.151049746609708,0,-1.38777878078145e-17,0,0,0,0,0,0.208724989333921,0,0,0,0,0,0,-0.133194333388848,0,0,0,0,0,0,0,0.204084427971262,0,0,0,-0.159770379727455,-0.0296375510791085,0,0,0.060121456385997,-0.00982898735367838,0.182807996985547
X601997.CH.EQUITY,0,0,0,0,0.0519549479942752,0,0,0,0,0,0.270936937145847,0,0,0,0,0,0,0,0,0.241523253696469,0,0,0,0.0142854406433309,0,0,0,0,0.0532702477683288,0,0,0,0.162125457705586,0,0,0,0,0,0,0,0,0.0675597300691207,0.0270761620016439,0,0,0,0,0,0.0855801415811549,0.0919043550600888,0,0.000277392518989547
X601998.CH.EQUITY,0,0.328548300739362,0,0,0,0.0584333723761948,0,0,0,0,0,0,0,0,0.249757521905423,0,0,0,0,0,0,0,0,0.17631928210686,0,0.0558580124261153,0,0,0,0,0,0,0,-0.00913301663029595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00906477012314281,-0.089876915324449
X601658.CH.Equity,0.250827051117357,0.0808122494431013,0,0,0,0,0,0,0,0,0,0,0.0173169420076742,0.195516861773961,0.0463010318618606,0,0,0.0435282769938384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540079246050536,0,0,0,0,0,0.0969376938535383,0.00391880014446753,0,0
X601916.CH.Equity,0,0.0523518467401294,0,0,0,0,0,0.110942079198117,0,0,0,0.313352079376515,0,0.0550683840751337,0,0,0,0,0,-0.0911386410347801,0,-6.93889390390723e-18,0,0,0,0,0,-0.0902160474417658,0,0,0,0,0,0,0,0,0,0,0.466056591926917,0,0,0,0,0,0,-0.0140652499448907,0,0,0,0,0.0452884961949278,-0.289382615556977
